acct_id,type,acct_stat,acct_rptng_crncy
350,SAV,A,USD
351,SAV,A,USD
352,SAV,A,USD
353,SAV,A,USD
354,SAV,A,USD
355,SAV,A,USD
356,SAV,A,USD
357,SAV,A,USD
358,SAV,A,USD
359,SAV,A,USD
360,SAV,A,USD
361,SAV,A,USD
362,SAV,A,USD
363,SAV,A,USD
364,SAV,A,USD
365,SAV,A,USD
366,SAV,A,USD
367,SAV,A,USD
368,SAV,A,USD
369,SAV,A,USD
370,SAV,A,USD
371,SAV,A,USD
372,SAV,A,USD
373,SAV,A,USD
374,SAV,A,USD
375,SAV,A,USD
376,SAV,A,USD
377,SAV,A,USD
378,SAV,A,USD
379,SAV,A,USD
380,SAV,A,USD
381,SAV,A,USD
382,SAV,A,USD
383,SAV,A,USD
384,SAV,A,USD
385,SAV,A,USD
386,SAV,A,USD
387,SAV,A,USD
388,SAV,A,USD
389,SAV,A,USD
390,SAV,A,USD
391,SAV,A,USD
392,SAV,A,USD
393,SAV,A,USD
394,SAV,A,USD
395,SAV,A,USD
396,SAV,A,USD
397,SAV,A,USD
398,SAV,A,USD
399,SAV,A,USD
400,SAV,A,USD
401,SAV,A,USD
402,SAV,A,USD
403,SAV,A,USD
404,SAV,A,USD
405,SAV,A,USD
406,SAV,A,USD
407,SAV,A,USD
408,SAV,A,USD
409,SAV,A,USD
410,SAV,A,USD
411,SAV,A,USD
412,SAV,A,USD
413,SAV,A,USD
414,SAV,A,USD
415,SAV,A,USD
416,SAV,A,USD
417,SAV,A,USD
418,SAV,A,USD
419,SAV,A,USD
420,SAV,A,USD
421,SAV,A,USD
422,SAV,A,USD
423,SAV,A,USD
424,SAV,A,USD
425,SAV,A,USD
426,SAV,A,USD
427,SAV,A,USD
428,SAV,A,USD
429,SAV,A,USD
430,SAV,A,USD
431,SAV,A,USD
432,SAV,A,USD
433,SAV,A,USD
434,SAV,A,USD
435,SAV,A,USD
436,SAV,A,USD
437,SAV,A,USD
438,SAV,A,USD
439,SAV,A,USD
440,SAV,A,USD
441,SAV,A,USD
442,SAV,A,USD
443,SAV,A,USD
444,SAV,A,USD
445,SAV,A,USD
446,SAV,A,USD
447,SAV,A,USD
448,SAV,A,USD
449,SAV,A,USD
450,SAV,A,USD
451,SAV,A,USD
452,SAV,A,USD
453,SAV,A,USD
454,SAV,A,USD
455,SAV,A,USD
456,SAV,A,USD
457,SAV,A,USD
458,SAV,A,USD
459,SAV,A,USD
460,SAV,A,USD
461,SAV,A,USD
462,SAV,A,USD
463,SAV,A,USD
464,SAV,A,USD
465,SAV,A,USD
466,SAV,A,USD
467,SAV,A,USD
468,SAV,A,USD
469,SAV,A,USD
470,SAV,A,USD
471,SAV,A,USD
472,SAV,A,USD
473,SAV,A,USD
474,SAV,A,USD
475,SAV,A,USD
476,SAV,A,USD
477,SAV,A,USD
478,SAV,A,USD
479,SAV,A,USD
480,SAV,A,USD
481,SAV,A,USD
482,SAV,A,USD
483,SAV,A,USD
484,SAV,A,USD
485,SAV,A,USD
486,SAV,A,USD
487,SAV,A,USD
488,SAV,A,USD
489,SAV,A,USD
490,SAV,A,USD
491,SAV,A,USD
492,SAV,A,USD
493,SAV,A,USD
494,SAV,A,USD
495,SAV,A,USD
496,SAV,A,USD
497,SAV,A,USD
498,SAV,A,USD
499,SAV,A,USD
500,SAV,A,USD
501,SAV,A,USD
502,SAV,A,USD
503,SAV,A,USD
504,SAV,A,USD
505,SAV,A,USD
506,SAV,A,USD
507,SAV,A,USD
508,SAV,A,USD
509,SAV,A,USD
510,SAV,A,USD
511,SAV,A,USD
512,SAV,A,USD
513,SAV,A,USD
514,SAV,A,USD
515,SAV,A,USD
516,SAV,A,USD
517,SAV,A,USD
518,SAV,A,USD
519,SAV,A,USD
520,SAV,A,USD
521,SAV,A,USD
522,SAV,A,USD
523,SAV,A,USD
524,SAV,A,USD
525,SAV,A,USD
526,SAV,A,USD
527,SAV,A,USD
528,SAV,A,USD
529,SAV,A,USD
530,SAV,A,USD
531,SAV,A,USD
532,SAV,A,USD
533,SAV,A,USD
534,SAV,A,USD
535,SAV,A,USD
536,SAV,A,USD
537,SAV,A,USD
538,SAV,A,USD
539,SAV,A,USD
540,SAV,A,USD
541,SAV,A,USD
542,SAV,A,USD
543,SAV,A,USD
544,SAV,A,USD
545,SAV,A,USD
546,SAV,A,USD
547,SAV,A,USD
548,SAV,A,USD
549,SAV,A,USD
550,SAV,A,USD
551,SAV,A,USD
552,SAV,A,USD
553,SAV,A,USD
554,SAV,A,USD
555,SAV,A,USD
556,SAV,A,USD
557,SAV,A,USD
558,SAV,A,USD
559,SAV,A,USD
560,SAV,A,USD
561,SAV,A,USD
562,SAV,A,USD
563,SAV,A,USD
564,SAV,A,USD
565,SAV,A,USD
566,SAV,A,USD
567,SAV,A,USD
568,SAV,A,USD
569,SAV,A,USD
570,SAV,A,USD
571,SAV,A,USD
572,SAV,A,USD
573,SAV,A,USD
574,SAV,A,USD
575,SAV,A,USD
576,SAV,A,USD
577,SAV,A,USD
578,SAV,A,USD
579,SAV,A,USD
580,SAV,A,USD
581,SAV,A,USD
582,SAV,A,USD
583,SAV,A,USD
584,SAV,A,USD
585,SAV,A,USD
586,SAV,A,USD
587,SAV,A,USD
588,SAV,A,USD
589,SAV,A,USD
590,SAV,A,USD
591,SAV,A,USD
592,SAV,A,USD
593,SAV,A,USD
594,SAV,A,USD
595,SAV,A,USD
596,SAV,A,USD
597,SAV,A,USD
598,SAV,A,USD
599,SAV,A,USD
600,SAV,A,USD
601,SAV,A,USD
602,SAV,A,USD
603,SAV,A,USD
604,SAV,A,USD
605,SAV,A,USD
606,SAV,A,USD
607,SAV,A,USD
608,SAV,A,USD
609,SAV,A,USD
610,SAV,A,USD
611,SAV,A,USD
612,SAV,A,USD
613,SAV,A,USD
614,SAV,A,USD
615,SAV,A,USD
616,SAV,A,USD
617,SAV,A,USD
618,SAV,A,USD
619,SAV,A,USD
620,SAV,A,USD
621,SAV,A,USD
622,SAV,A,USD
623,SAV,A,USD
624,SAV,A,USD
625,SAV,A,USD
626,SAV,A,USD
627,SAV,A,USD
628,SAV,A,USD
629,SAV,A,USD
630,SAV,A,USD
631,SAV,A,USD
632,SAV,A,USD
633,SAV,A,USD
634,SAV,A,USD
635,SAV,A,USD
636,SAV,A,USD
637,SAV,A,USD
638,SAV,A,USD
639,SAV,A,USD
640,SAV,A,USD
641,SAV,A,USD
642,SAV,A,USD
643,SAV,A,USD
644,SAV,A,USD
645,SAV,A,USD
646,SAV,A,USD
647,SAV,A,USD
648,SAV,A,USD
649,SAV,A,USD
650,SAV,A,USD
651,SAV,A,USD
652,SAV,A,USD
653,SAV,A,USD
654,SAV,A,USD
655,SAV,A,USD
656,SAV,A,USD
657,SAV,A,USD
658,SAV,A,USD
659,SAV,A,USD
660,SAV,A,USD
661,SAV,A,USD
662,SAV,A,USD
663,SAV,A,USD
664,SAV,A,USD
665,SAV,A,USD
666,SAV,A,USD
667,SAV,A,USD
668,SAV,A,USD
669,SAV,A,USD
670,SAV,A,USD
671,SAV,A,USD
672,SAV,A,USD
673,SAV,A,USD
674,SAV,A,USD
675,SAV,A,USD
676,SAV,A,USD
677,SAV,A,USD
678,SAV,A,USD
679,SAV,A,USD
680,SAV,A,USD
681,SAV,A,USD
682,SAV,A,USD
683,SAV,A,USD
684,SAV,A,USD
685,SAV,A,USD
686,SAV,A,USD
687,SAV,A,USD
688,SAV,A,USD
689,SAV,A,USD
690,SAV,A,USD
691,SAV,A,USD
692,SAV,A,USD
693,SAV,A,USD
694,SAV,A,USD
695,SAV,A,USD
696,SAV,A,USD
697,SAV,A,USD
698,SAV,A,USD
699,SAV,A,USD
700,SAV,A,USD
701,SAV,A,USD
702,SAV,A,USD
703,SAV,A,USD
704,SAV,A,USD
705,SAV,A,USD
706,SAV,A,USD
707,SAV,A,USD
708,SAV,A,USD
709,SAV,A,USD
710,SAV,A,USD
711,SAV,A,USD
712,SAV,A,USD
713,SAV,A,USD
714,SAV,A,USD
715,SAV,A,USD
716,SAV,A,USD
717,SAV,A,USD
718,SAV,A,USD
719,SAV,A,USD
720,SAV,A,USD
721,SAV,A,USD
722,SAV,A,USD
723,SAV,A,USD
724,SAV,A,USD
725,SAV,A,USD
726,SAV,A,USD
727,SAV,A,USD
728,SAV,A,USD
729,SAV,A,USD
730,SAV,A,USD
731,SAV,A,USD
732,SAV,A,USD
733,SAV,A,USD
734,SAV,A,USD
735,SAV,A,USD
736,SAV,A,USD
737,SAV,A,USD
738,SAV,A,USD
739,SAV,A,USD
740,SAV,A,USD
741,SAV,A,USD
742,SAV,A,USD
743,SAV,A,USD
744,SAV,A,USD
745,SAV,A,USD
746,SAV,A,USD
747,SAV,A,USD
748,SAV,A,USD
749,SAV,A,USD
750,SAV,A,USD
751,SAV,A,USD
752,SAV,A,USD
753,SAV,A,USD
754,SAV,A,USD
755,SAV,A,USD
756,SAV,A,USD
757,SAV,A,USD
758,SAV,A,USD
759,SAV,A,USD
760,SAV,A,USD
761,SAV,A,USD
762,SAV,A,USD
763,SAV,A,USD
764,SAV,A,USD
765,SAV,A,USD
766,SAV,A,USD
767,SAV,A,USD
768,SAV,A,USD
769,SAV,A,USD
770,SAV,A,USD
771,SAV,A,USD
772,SAV,A,USD
773,SAV,A,USD
774,SAV,A,USD
775,SAV,A,USD
776,SAV,A,USD
777,SAV,A,USD
778,SAV,A,USD
779,SAV,A,USD
780,SAV,A,USD
781,SAV,A,USD
782,SAV,A,USD
783,SAV,A,USD
784,SAV,A,USD
785,SAV,A,USD
786,SAV,A,USD
787,SAV,A,USD
788,SAV,A,USD
789,SAV,A,USD
790,SAV,A,USD
791,SAV,A,USD
792,SAV,A,USD
793,SAV,A,USD
794,SAV,A,USD
795,SAV,A,USD
796,SAV,A,USD
797,SAV,A,USD
798,SAV,A,USD
799,SAV,A,USD
800,SAV,A,USD
801,SAV,A,USD
802,SAV,A,USD
803,SAV,A,USD
804,SAV,A,USD
805,SAV,A,USD
806,SAV,A,USD
807,SAV,A,USD
808,SAV,A,USD
809,SAV,A,USD
810,SAV,A,USD
811,SAV,A,USD
812,SAV,A,USD
813,SAV,A,USD
814,SAV,A,USD
815,SAV,A,USD
816,SAV,A,USD
817,SAV,A,USD
818,SAV,A,USD
819,SAV,A,USD
820,SAV,A,USD
821,SAV,A,USD
822,SAV,A,USD
823,SAV,A,USD
824,SAV,A,USD
825,SAV,A,USD
826,SAV,A,USD
827,SAV,A,USD
828,SAV,A,USD
829,SAV,A,USD
830,SAV,A,USD
831,SAV,A,USD
832,SAV,A,USD
833,SAV,A,USD
834,SAV,A,USD
835,SAV,A,USD
836,SAV,A,USD
837,SAV,A,USD
838,SAV,A,USD
839,SAV,A,USD
840,SAV,A,USD
841,SAV,A,USD
842,SAV,A,USD
843,SAV,A,USD
844,SAV,A,USD
845,SAV,A,USD
846,SAV,A,USD
847,SAV,A,USD
848,SAV,A,USD
849,SAV,A,USD
850,SAV,A,USD
851,SAV,A,USD
852,SAV,A,USD
853,SAV,A,USD
854,SAV,A,USD
855,SAV,A,USD
856,SAV,A,USD
857,SAV,A,USD
858,SAV,A,USD
859,SAV,A,USD
860,SAV,A,USD
861,SAV,A,USD
862,SAV,A,USD
863,SAV,A,USD
864,SAV,A,USD
865,SAV,A,USD
866,SAV,A,USD
867,SAV,A,USD
868,SAV,A,USD
869,SAV,A,USD
870,SAV,A,USD
871,SAV,A,USD
872,SAV,A,USD
873,SAV,A,USD
874,SAV,A,USD
875,SAV,A,USD
876,SAV,A,USD
877,SAV,A,USD
878,SAV,A,USD
879,SAV,A,USD
880,SAV,A,USD
881,SAV,A,USD
882,SAV,A,USD
883,SAV,A,USD
884,SAV,A,USD
885,SAV,A,USD
886,SAV,A,USD
887,SAV,A,USD
888,SAV,A,USD
889,SAV,A,USD
890,SAV,A,USD
891,SAV,A,USD
892,SAV,A,USD
893,SAV,A,USD
894,SAV,A,USD
895,SAV,A,USD
896,SAV,A,USD
897,SAV,A,USD
898,SAV,A,USD
899,SAV,A,USD
900,SAV,A,USD
901,SAV,A,USD
902,SAV,A,USD
903,SAV,A,USD
904,SAV,A,USD
905,SAV,A,USD
906,SAV,A,USD
907,SAV,A,USD
908,SAV,A,USD
909,SAV,A,USD
910,SAV,A,USD
911,SAV,A,USD
912,SAV,A,USD
913,SAV,A,USD
914,SAV,A,USD
915,SAV,A,USD
916,SAV,A,USD
917,SAV,A,USD
918,SAV,A,USD
919,SAV,A,USD
920,SAV,A,USD
921,SAV,A,USD
922,SAV,A,USD
923,SAV,A,USD
924,SAV,A,USD
925,SAV,A,USD
926,SAV,A,USD
927,SAV,A,USD
928,SAV,A,USD
929,SAV,A,USD
930,SAV,A,USD
931,SAV,A,USD
932,SAV,A,USD
933,SAV,A,USD
934,SAV,A,USD
935,SAV,A,USD
936,SAV,A,USD
937,SAV,A,USD
938,SAV,A,USD
939,SAV,A,USD
940,SAV,A,USD
941,SAV,A,USD
942,SAV,A,USD
943,SAV,A,USD
944,SAV,A,USD
945,SAV,A,USD
946,SAV,A,USD
947,SAV,A,USD
948,SAV,A,USD
949,SAV,A,USD
950,SAV,A,USD
951,SAV,A,USD
952,SAV,A,USD
953,SAV,A,USD
954,SAV,A,USD
955,SAV,A,USD
956,SAV,A,USD
957,SAV,A,USD
958,SAV,A,USD
959,SAV,A,USD
960,SAV,A,USD
961,SAV,A,USD
962,SAV,A,USD
963,SAV,A,USD
964,SAV,A,USD
965,SAV,A,USD
966,SAV,A,USD
967,SAV,A,USD
968,SAV,A,USD
969,SAV,A,USD
970,SAV,A,USD
971,SAV,A,USD
972,SAV,A,USD
973,SAV,A,USD
974,SAV,A,USD
975,SAV,A,USD
976,SAV,A,USD
977,SAV,A,USD
978,SAV,A,USD
979,SAV,A,USD
980,SAV,A,USD
981,SAV,A,USD
982,SAV,A,USD
983,SAV,A,USD
984,SAV,A,USD
985,SAV,A,USD
986,SAV,A,USD
987,SAV,A,USD
988,SAV,A,USD
989,SAV,A,USD
990,SAV,A,USD
991,SAV,A,USD
992,SAV,A,USD
993,SAV,A,USD
994,SAV,A,USD
995,SAV,A,USD
996,SAV,A,USD
997,SAV,A,USD
998,SAV,A,USD
999,SAV,A,USD
1000,SAV,A,USD
1001,SAV,A,USD
1002,SAV,A,USD
1003,SAV,A,USD
1004,SAV,A,USD
1005,SAV,A,USD
1006,SAV,A,USD
1007,SAV,A,USD
1008,SAV,A,USD
1009,SAV,A,USD
1010,SAV,A,USD
1011,SAV,A,USD
1012,SAV,A,USD
1013,SAV,A,USD
1014,SAV,A,USD
1015,SAV,A,USD
1016,SAV,A,USD
1017,SAV,A,USD
1018,SAV,A,USD
1019,SAV,A,USD
1020,SAV,A,USD
1021,SAV,A,USD
1022,SAV,A,USD
1023,SAV,A,USD
1024,SAV,A,USD
1025,SAV,A,USD
1026,SAV,A,USD
1027,SAV,A,USD
1028,SAV,A,USD
1029,SAV,A,USD
1030,SAV,A,USD
1031,SAV,A,USD
1032,SAV,A,USD
1033,SAV,A,USD
1034,SAV,A,USD
1035,SAV,A,USD
1036,SAV,A,USD
1037,SAV,A,USD
1038,SAV,A,USD
1039,SAV,A,USD
1040,SAV,A,USD
1041,SAV,A,USD
1042,SAV,A,USD
1043,SAV,A,USD
1044,SAV,A,USD
1045,SAV,A,USD
1046,SAV,A,USD
1047,SAV,A,USD
1048,SAV,A,USD
1049,SAV,A,USD
1050,SAV,A,USD
1051,SAV,A,USD
1052,SAV,A,USD
1053,SAV,A,USD
1054,SAV,A,USD
1055,SAV,A,USD
1056,SAV,A,USD
1057,SAV,A,USD
1058,SAV,A,USD
1059,SAV,A,USD
1060,SAV,A,USD
1061,SAV,A,USD
1062,SAV,A,USD
1063,SAV,A,USD
1064,SAV,A,USD
1065,SAV,A,USD
1066,SAV,A,USD
1067,SAV,A,USD
1068,SAV,A,USD
1069,SAV,A,USD
1070,SAV,A,USD
1071,SAV,A,USD
1072,SAV,A,USD
1073,SAV,A,USD
1074,SAV,A,USD
1075,SAV,A,USD
1076,SAV,A,USD
1077,SAV,A,USD
1078,SAV,A,USD
1079,SAV,A,USD
1080,SAV,A,USD
1081,SAV,A,USD
1082,SAV,A,USD
1083,SAV,A,USD
1084,SAV,A,USD
1085,SAV,A,USD
1086,SAV,A,USD
1087,SAV,A,USD
1088,SAV,A,USD
1089,SAV,A,USD
1090,SAV,A,USD
1091,SAV,A,USD
1092,SAV,A,USD
1093,SAV,A,USD
1094,SAV,A,USD
1095,SAV,A,USD
1096,SAV,A,USD
1097,SAV,A,USD
1098,SAV,A,USD
1099,SAV,A,USD
1100,SAV,A,USD
1101,SAV,A,USD
1102,SAV,A,USD
1103,SAV,A,USD
1104,SAV,A,USD
1105,SAV,A,USD
1106,SAV,A,USD
1107,SAV,A,USD
1108,SAV,A,USD
1109,SAV,A,USD
1110,SAV,A,USD
1111,SAV,A,USD
1112,SAV,A,USD
1113,SAV,A,USD
1114,SAV,A,USD
1115,SAV,A,USD
1116,SAV,A,USD
1117,SAV,A,USD
1118,SAV,A,USD
1119,SAV,A,USD
1120,SAV,A,USD
1121,SAV,A,USD
1122,SAV,A,USD
1123,SAV,A,USD
1124,SAV,A,USD
1125,SAV,A,USD
1126,SAV,A,USD
1127,SAV,A,USD
1128,SAV,A,USD
1129,SAV,A,USD
1130,SAV,A,USD
1131,SAV,A,USD
1132,SAV,A,USD
1133,SAV,A,USD
1134,SAV,A,USD
1135,SAV,A,USD
1136,SAV,A,USD
1137,SAV,A,USD
1138,SAV,A,USD
1139,SAV,A,USD
1140,SAV,A,USD
1141,SAV,A,USD
1142,SAV,A,USD
1143,SAV,A,USD
1144,SAV,A,USD
1145,SAV,A,USD
1146,SAV,A,USD
1147,SAV,A,USD
1148,SAV,A,USD
1149,SAV,A,USD
1150,SAV,A,USD
1151,SAV,A,USD
1152,SAV,A,USD
1153,SAV,A,USD
1154,SAV,A,USD
1155,SAV,A,USD
1156,SAV,A,USD
1157,SAV,A,USD
1158,SAV,A,USD
1159,SAV,A,USD
1160,SAV,A,USD
1161,SAV,A,USD
1162,SAV,A,USD
1163,SAV,A,USD
1164,SAV,A,USD
1165,SAV,A,USD
1166,SAV,A,USD
1167,SAV,A,USD
1168,SAV,A,USD
1169,SAV,A,USD
1170,SAV,A,USD
1171,SAV,A,USD
1172,SAV,A,USD
1173,SAV,A,USD
1174,SAV,A,USD
1175,SAV,A,USD
1176,SAV,A,USD
1177,SAV,A,USD
1178,SAV,A,USD
1179,SAV,A,USD
1180,SAV,A,USD
1181,SAV,A,USD
1182,SAV,A,USD
1183,SAV,A,USD
1184,SAV,A,USD
1185,SAV,A,USD
1186,SAV,A,USD
1187,SAV,A,USD
1188,SAV,A,USD
1189,SAV,A,USD
1190,SAV,A,USD
1191,SAV,A,USD
1192,SAV,A,USD
1193,SAV,A,USD
1194,SAV,A,USD
1195,SAV,A,USD
1196,SAV,A,USD
1197,SAV,A,USD
1198,SAV,A,USD
1199,SAV,A,USD
1200,SAV,A,USD
1201,SAV,A,USD
1202,SAV,A,USD
1203,SAV,A,USD
1204,SAV,A,USD
1205,SAV,A,USD
1206,SAV,A,USD
1207,SAV,A,USD
1208,SAV,A,USD
1209,SAV,A,USD
1210,SAV,A,USD
1211,SAV,A,USD
1212,SAV,A,USD
1213,SAV,A,USD
1214,SAV,A,USD
1215,SAV,A,USD
1216,SAV,A,USD
1217,SAV,A,USD
1218,SAV,A,USD
1219,SAV,A,USD
1220,SAV,A,USD
1221,SAV,A,USD
1222,SAV,A,USD
1223,SAV,A,USD
1224,SAV,A,USD
1225,SAV,A,USD
1226,SAV,A,USD
1227,SAV,A,USD
1228,SAV,A,USD
1229,SAV,A,USD
1230,SAV,A,USD
1231,SAV,A,USD
1232,SAV,A,USD
1233,SAV,A,USD
1234,SAV,A,USD
1235,SAV,A,USD
1236,SAV,A,USD
1237,SAV,A,USD
1238,SAV,A,USD
1239,SAV,A,USD
1240,SAV,A,USD
1241,SAV,A,USD
1242,SAV,A,USD
1243,SAV,A,USD
1244,SAV,A,USD
1245,SAV,A,USD
