tran_id,orig_branch_id
36898,1
48276,1
61122,1
74556,1
85796,1
28283,1
47544,1
10935,1
24942,1
37278,1
49293,1
61495,1
73348,1
86833,1
34386,1
47826,1
46515,1
2699,1
14952,1
23737,1
27747,1
40697,1
53245,1
64715,1
76488,1
11574,1
22834,1
54125,1
13969,1
7508,1
83280,1
62822,1
16078,1
5254,1
17267,1
29555,1
42443,1
54960,1
66120,1
79848,1
10479,1
21439,1
35582,1
46663,1
60415,1
71735,1
85167,1
18605,1
81532,1
10347,1
84208,1
83,1
75838,1
1368,1
49875,1
88799,1
13464,1
16535,1
87695,1
41277,1
29417,1
45487,1
20581,1
38589,1
45780,1
24639,1
32201,1
26570,1
63479,1
22246,1
84,1
76182,1
1886,1
64555,1
60246,1
12976,1
88786,1
25958,1
38310,1
50740,1
63889,1
3916,1
66594,1
11530,1
36802,1
61707,1
86233,1
85,1
12665,1
25211,1
38920,1
50932,1
63000,1
74827,1
88728,1
19978,1
82943,1
31131,1
18707,1
56509,1
7011,1
80766,1
12331,1
24526,1
36494,1
48702,1
60711,1
68892,1
73622,1
85643,1
43367,1
29298,1
64004,1
2414,1
76505,1
12150,1
85765,1
9349,1
84944,1
27023,1
6346,1
18851,1
30770,1
43283,1
55317,1
68907,1
81177,1
35019,1
34820,1
10119,1
71384,1
49214,1
51389,1
13845,1
87543,1
27612,1
25749,1
73344,1
40318,1
4815,1
65842,1
25234,1
3867,1
16185,1
29519,1
41252,1
53500,1
66458,1
78652,1
53091,1
90,1
13553,1
26516,1
39068,1
49920,1
62446,1
74870,1
87412,1
24432,1
11130,1
92,1
31485,1
62423,1
12736,1
16689,1
75469,1
28534,1
11717,1
23341,1
35807,1
42589,1
49574,1
61972,1
73753,1
85608,1
26553,1
87714,1
62612,1
37495,1
51571,1
20660,1
25396,1
12480,1
23825,1
94,1
13211,1
25529,1
38223,1
50611,1
62340,1
75832,1
83802,1
87979,1
205,1
47441,1
35275,1
21650,1
71500,1
9653,1
36421,1
59675,1
7136,1
71051,1
21155,1
62261,1
81930,1
29745,1
44669,1
33174,1
57277,1
3639,1
18758,1
25128,1
96,1
62551,1
28691,1
5909,1
18565,1
31501,1
43863,1
56060,1
68777,1
79929,1
12769,1
20342,1
76302,1
45517,1
32657,1
54834,1
25904,1
86979,1
2184,1
76883,1
6124,1
18402,1
32084,1
43516,1
56236,1
68746,1
80415,1
39211,1
50013,1
63131,1
31483,1
1159,1
30693,1
75182,1
11077,1
23618,1
36444,1
49616,1
60695,1
63281,1
73182,1
86188,1
3424,1
6260,1
77898,1
98,1
9998,1
63219,1
14045,1
75483,1
29905,1
25129,1
87767,1
11852,1
24622,1
36391,1
48542,1
61954,1
72966,1
85398,1
3941,1
17740,1
29625,1
41136,1
53475,1
66964,1
79748,1
12251,1
39213,1
18539,1
67729,1
8461,1
50913,1
57634,1
28744,1
28381,1
11686,1
13832,1
85613,1
1180,1
62515,1
2463,1
77475,1
3323,1
68378,1
36689,1
10281,1
72781,1
27629,1
20678,1
82113,1
29273,1
39303,1
461,1
13475,1
25055,1
38856,1
51044,1
62439,1
66578,1
76347,1
87288,1
54806,1
4676,1
78148,1
41821,1
17279,1
38078,1
859,1
87297,1
13081,1
3564,1
16583,1
30081,1
42051,1
53582,1
63939,1
65881,1
79459,1
5594,1
18611,1
30586,1
43220,1
50071,1
56305,1
68177,1
80796,1
11808,1
23777,1
37223,1
49765,1
60986,1
74041,1
74772,1
85916,1
26326,1
52376,1
47171,1
28907,1
45925,1
33734,1
21379,1
67214,1
17399,1
41679,1
51049,1
3568,1
24019,1
78820,1
53616,1
10973,1
24208,1
35928,1
49358,1
61789,1
66344,1
73964,1
85986,1
29278,1
3903,1
6384,1
65853,1
67700,1
20825,1
38852,1
32133,1
33150,1
8488,1
20329,1
52514,1
55074,1
42390,1
66467,1
4902,1
79097,1
29761,1
17182,1
107,1
54962,1
126,1
13656,1
26190,1
39114,1
51276,1
63507,1
75234,1
79208,1
87803,1
41015,1
4951,1
84829,1
67134,1
16811,1
71926,1
29351,1
10786,1
74534,1
3726,1
79902,1
57197,1
20182,1
39690,1
8354,1
10587,1
81877,1
32983,1
69670,1
45132,1
62007,1
43591,1
31374,1
47551,1
4020,1
67442,1
29078,1
55252,1
3150,1
34279,1
68461,1
6962,1
18194,1
30421,1
43231,1
55728,1
67760,1
80719,1
59164,1
76126,1
10749,1
22089,1
34496,1
47423,1
59546,1
72783,1
84051,1
13855,1
22572,1
11685,1
24365,1
85995,1
55489,1
11120,1
24253,1
35779,1
49701,1
60811,1
73966,1
86336,1
35222,1
11881,1
23958,1
36346,1
48474,1
61292,1
73787,1
86819,1
29388,1
13530,1
26173,1
45094,1
112,1
48591,1
36278,1
3613,1
17557,1
29539,1
41763,1
53369,1
66023,1
78517,1
86359,1
44795,1
62143,1
11097,1
73742,1
24788,1
62567,1
16005,1
5913,1
18221,1
31641,1
44487,1
55187,1
69083,1
81173,1
19392,1
22434,1
61782,1
4979,1
16907,1
29840,1
41962,1
54793,1
66200,1
78177,1
5570,1
81165,1
75964,1
25003,1
25088,1
70684,1
114,1
75951,1
13113,1
88452,1
24095,1
86329,1
26688,1
41643,1
38416,1
28471,1
51368,1
63339,1
7794,1
70702,1
26482,1
16062,1
19998,1
24651,1
86221,1
1590,1
48780,1
60748,1
36216,1
10956,1
73195,1
3981,1
59994,1
65840,1
51671,1
2083,1
14820,1
28389,1
40870,1
52918,1
65640,1
77594,1
62484,1
13366,1
87167,1
8467,1
19995,1
33534,1
46231,1
58712,1
70773,1
83428,1
61070,1
60839,1
1461,1
14324,1
25661,1
37826,1
51539,1
62873,1
74937,1
88417,1
63640,1
52759,1
11647,1
23910,1
37014,1
48833,1
61828,1
74507,1
85854,1
40560,1
26920,1
16802,1
78809,1
41534,1
42851,1
35718,1
33466,1
9542,1
71266,1
47923,1
36479,1
45225,1
33587,1
20669,1
18898,1
4040,1
20663,1
82857,1
12185,1
85839,1
61232,1
5552,1
18829,1
24379,1
30863,1
43141,1
55788,1
69090,1
81670,1
49412,1
36578,1
45124,1
10399,1
22458,1
35129,1
47601,1
59752,1
72029,1
73626,1
84328,1
47189,1
59150,1
39194,1
3610,1
78705,1
16653,1
8030,1
82774,1
46525,1
74411,1
14495,1
76698,1
12458,1
73523,1
26090,1
49984,1
58710,1
27470,1
6549,1
18694,1
30841,1
42936,1
55836,1
67554,1
80749,1
61744,1
29237,1
123,1
13452,1
26577,1
38369,1
49870,1
63485,1
76013,1
87399,1
20177,1
73504,1
124,1
63170,1
13591,1
75949,1
25092,1
87216,1
38765,1
53633,1
42900,1
51403,1
38135,1
610,1
62850,1
59129,1
51151,1
63379,1
1290,1
62556,1
2048,1
65621,1
2524,1
64845,1
3092,1
15018,1
27977,1
39978,1
53219,1
65194,1
77513,1
26866,1
4285,1
79768,1
17058,1
54066,1
19608,1
81172,1
5597,1
19261,1
31301,1
43180,1
55197,1
68214,1
80939,1
10513,1
21585,1
34069,1
46659,1
59554,1
71334,1
84653,1
68113,1
32556,1
59006,1
73905,1
34993,1
9180,1
21499,1
30686,1
60399,1
19488,1
50057,1
37383,1
22852,1
128,1
75754,1
4288,1
26337,1
67031,1
13797,1
87478,1
1337,1
75178,1
42449,1
30308,1
51584,1
62918,1
49377,1
129,1
62884,1
14181,1
76316,1
40037,1
3100,1
77123,1
44513,1
16224,1
38178,1
30167,1
25021,1
46227,1
88339,1
57955,1
32359,1
48461,1
50658,1
23067,1
83820,1
130,1
63190,1
13863,1
74933,1
27225,1
25581,1
87287,1
1100,1
62632,1
25850,1
53092,1
31299,1
58148,1
47016,1
59155,1
48940,1
38600,1
50137,1
132,1
12752,1
26742,1
32670,1
39058,1
51453,1
62460,1
76286,1
87090,1
1105,1
20002,1
75210,1
24418,1
10936,1
41925,1
133,1
63854,1
9064,1
21937,1
34175,1
46424,1
59388,1
72919,1
84790,1
36600,1
12966,1
76264,1
25190,1
87962,1
37433,1
50800,1
58696,1
10023,1
53318,1
71360,1
35276,1
21750,1
35577,1
84883,1
59224,1
84347,1
47238,1
28695,1
60551,1
49693,1
135,1
74854,1
25375,1
74080,1
16405,1
38829,1
12724,1
87173,1
63181,1
51075,1
5900,1
17861,1
32072,1
44137,1
56635,1
68991,1
81511,1
44231,1
9927,1
21809,1
35247,1
46770,1
60484,1
71523,1
85242,1
1666,1
75395,1
25594,1
41269,1
66520,1
40131,1
21239,1
82612,1
11224,1
73772,1
7132,1
7510,1
140,1
38402,1
75907,1
5100,1
17409,1
29338,1
41610,1
54835,1
66831,1
78470,1
11940,1
73068,1
13849,1
74771,1
37593,1
40200,1
65009,1
29229,1
41096,1
4478,1
16198,1
30119,1
42073,1
54888,1
66127,1
78867,1
56650,1
31621,1
22187,1
84525,1
23724,1
85683,1
60995,1
27754,1
48262,1
198,1
16698,1
847,1
14165,1
25656,1
37922,1
50631,1
63541,1
75016,1
75137,1
87881,1
1163,1
12917,1
26740,1
37737,1
49956,1
63023,1
75079,1
87935,1
88240,1
14218,1
26261,1
43581,1
38568,1
51410,1
63412,1
50711,1
47161,1
18184,1
81603,1
40149,1
1308,1
74767,1
31914,1
49158,1
8313,1
21387,1
32398,1
42619,1
44855,1
57108,1
69655,1
82118,1
10642,1
21992,1
35306,1
48062,1
59346,1
72713,1
84565,1
31428,1
48210,1
23458,1
85952,1
11741,1
50198,1
400,1
12685,1
25169,1
38650,1
51322,1
64069,1
76227,1
87416,1
52156,1
478,1
13867,1
25428,1
37711,1
51452,1
63946,1
75627,1
88115,1
921,1
62995,1
14184,1
51336,1
88766,1
21445,1
27370,1
22030,1
60252,1
3165,1
9479,1
27682,1
52295,1
76654,1
84175,1
5499,1
17878,1
30658,1
43194,1
55781,1
67865,1
71193,1
80884,1
46963,1
35241,1
70202,1
24506,1
86224,1
16130,1
79771,1
54086,1
4202,1
66853,1
87062,1
184,1
14072,1
26782,1
38463,1
50362,1
62685,1
75850,1
87400,1
15422,1
11915,1
23500,1
35913,1
49378,1
61652,1
73806,1
86757,1
152,1
63942,1
1383,1
13426,1
26310,1
38684,1
51351,1
51428,1
63139,1
74626,1
88010,1
38667,1
13653,1
69197,1
75008,1
26098,1
87165,1
6465,1
19532,1
30830,1
43323,1
55877,1
69058,1
80031,1
46826,1
9916,1
22177,1
34423,1
47727,1
60161,1
71837,1
84146,1
22327,1
49208,1
34087,1
16587,1
27646,1
53012,1
15810,1
20541,1
82613,1
40837,1
6056,1
81449,1
8852,1
69774,1
34818,1
61470,1
50805,1
56053,1
26271,1
57532,1
19666,1
26331,1
69778,1
45547,1
8262,1
83429,1
33168,1
77372,1
2158,1
14733,1
40181,1
65543,1
27137,1
67716,1
15666,1
52056,1
36701,1
11291,1
74566,1
23629,1
86846,1
49332,1
61990,1
26160,1
44854,1
57891,1
15757,1
77843,1
12998,1
87313,1
29303,1
43824,1
19866,1
9300,1
71393,1
50116,1
1611,1
13626,1
26565,1
39008,1
50896,1
62999,1
75799,1
88171,1
5947,1
18357,1
31035,1
43066,1
55185,1
69226,1
80614,1
54213,1
31766,1
24304,1
17770,1
4801,1
79210,1
28839,1
52737,1
67198,1
53429,1
40994,1
31378,1
19667,1
164,1
75213,1
25806,1
1446,1
12885,1
25305,1
37913,1
51187,1
63815,1
76048,1
88333,1
2850,1
14570,1
27643,1
39996,1
52208,1
64738,1
78040,1
61624,1
49389,1
13660,1
87894,1
26279,1
39041,1
51496,1
50606,1
63764,1
165,1
12468,1
26703,1
27504,1
37704,1
50789,1
64038,1
75656,1
87562,1
2169,1
28980,1
65412,1
66175,1
51888,1
14988,1
77352,1
40356,1
62699,1
22588,1
84305,1
43682,1
61847,1
34885,1
36459,1
36326,1
49636,1
73434,1
23279,1
11620,1
57243,1
85949,1
62103,1
170,1
4625,1
25733,1
51524,1
75615,1
79824,1
65924,1
28761,1
54187,1
16360,1
9664,1
22609,1
34268,1
41967,1
46766,1
60294,1
71475,1
83971,1
12599,1
37817,1
63266,1
88705,1
39251,1
47950,1
4250,1
17511,1
30095,1
41129,1
54794,1
66164,1
78452,1
76273,1
20573,1
2650,1
172,1
12722,1
26749,1
39222,1
50542,1
63755,1
74926,1
87869,1
15681,1
1904,1
77514,1
39579,1
52490,1
27235,1
11958,1
24020,1
36552,1
48792,1
61223,1
64251,1
73363,1
86372,1
174,1
87617,1
50196,1
3695,1
16520,1
29658,1
41690,1
53824,1
62617,1
65893,1
79069,1
38431,1
9483,1
22671,1
34024,1
48157,1
58826,1
71489,1
74717,1
84119,1
13847,1
49731,1
26825,1
5564,1
40170,1
53229,1
15989,1
21441,1
84570,1
26958,1
175,1
50462,1
4051,1
16958,1
30029,1
42333,1
53504,1
66940,1
79890,1
82609,1
33380,1
40943,1
2264,1
21381,1
65890,1
70097,1
8515,1
34495,1
44632,1
58240,1
46512,1
10147,1
15991,1
53096,1
34066,1
4165,1
16533,1
29741,1
42635,1
53945,1
66121,1
78880,1
83894,1
59444,1
22467,1
33205,1
72737,1
11632,1
24863,1
36198,1
48916,1
61325,1
74092,1
85756,1
12003,1
23327,1
36460,1
48206,1
61229,1
73300,1
86784,1
25721,1
6271,1
18782,1
30417,1
43994,1
56071,1
68114,1
80876,1
87314,1
13021,1
5919,1
68732,1
22990,1
29987,1
5190,1
17735,1
73318,1
7367,1
83241,1
8514,1
20918,1
33090,1
45825,1
57204,1
58061,1
70134,1
83014,1
31582,1
32299,1
46266,1
70137,1
57116,1
7925,1
82631,1
21023,1
9402,1
60552,1
39764,1
41702,1
13698,1
87691,1
573,1
75015,1
14278,1
1513,1
12808,1
26832,1
37841,1
51686,1
63999,1
74671,1
87440,1
65252,1
53752,1
40088,1
16875,1
79912,1
7693,1
81716,1
34531,1
61838,1
74089,1
51921,1
56702,1
19270,1
81111,1
34764,1
35716,1
28763,1
46523,1
41114,1
63698,1
3612,1
17076,1
79335,1
16704,1
4138,1
79474,1
26770,1
38747,1
74014,1
19421,1
29765,1
5876,1
17858,1
31547,1
43133,1
55774,1
69238,1
81223,1
20900,1
25091,1
601,1
12529,1
26013,1
37706,1
50603,1
63081,1
75291,1
87875,1
6844,1
8246,1
1696,1
13880,1
26267,1
38361,1
51041,1
63194,1
76012,1
88713,1
21703,1
85152,1
4085,1
79247,1
22741,1
84730,1
29743,1
66551,1
11250,1
60771,1
191,1
13620,1
25977,1
37967,1
51507,1
62491,1
75459,1
86988,1
47918,1
193,1
38349,1
50006,1
25860,1
28365,1
4424,1
16905,1
28514,1
42302,1
54759,1
66082,1
75858,1
78647,1
4834,1
16849,1
28922,1
42554,1
53491,1
66462,1
78687,1
87754,1
51604,1
58080,1
12483,1
62854,1
2615,1
9241,1
23074,1
33995,1
47798,1
59985,1
72092,1
85258,1
7128,1
21164,1
33492,1
44848,1
47246,1
57224,1
71089,1
82889,1
1087,1
22029,1
62600,1
34034,1
7289,1
51606,1
8176,1
25434,1
70748,1
30321,1
38536,1
18326,1
1128,1
14151,1
26456,1
37530,1
50293,1
62444,1
68764,1
76239,1
87940,1
1358,1
12871,1
26283,1
38444,1
50232,1
56461,1
62728,1
75098,1
88481,1
1755,1
5907,1
14065,1
25000,1
37431,1
51052,1
63912,1
75379,1
87128,1
30727,1
7103,1
18318,1
31871,1
44406,1
55729,1
68377,1
80642,1
80847,1
43887,1
35507,1
23174,1
15965,1
47415,1
72722,1
6064,1
19063,1
31637,1
43074,1
56851,1
69012,1
81281,1
84294,1
9949,1
33505,1
9938,1
21574,1
34458,1
46592,1
60061,1
72475,1
84538,1
60054,1
13831,1
24804,1
86332,1
25472,1
196,1
13315,1
26557,1
39205,1
51364,1
62008,1
62321,1
74747,1
88381,1
1887,1
14403,1
27910,1
40184,1
52567,1
64855,1
73476,1
77665,1
24089,1
40704,1
17261,1
4239,1
25114,1
88224,1
28819,1
28387,1
3935,1
53236,1
36922,1
61435,1
20478,1
81769,1
201,1
76006,1
14217,1
88278,1
56367,1
34928,1
23389,1
25871,1
74111,1
12417,1
44454,1
61591,1
37806,1
944,1
12670,1
25435,1
38762,1
51102,1
63267,1
76317,1
88764,1
2454,1
15983,1
27678,1
39807,1
52370,1
65251,1
76644,1
67474,1
37145,1
63048,1
31569,1
1160,1
75994,1
203,1
12594,1
25599,1
38854,1
50566,1
62429,1
75643,1
87930,1
70752,1
10481,1
23201,1
34900,1
46416,1
59977,1
72711,1
83870,1
204,1
13762,1
26582,1
37528,1
50337,1
63230,1
74729,1
87584,1
2241,1
47728,1
15736,1
30635,1
76699,1
4964,1
79042,1
65635,1
64617,1
207,1
13649,1
25912,1
38180,1
50971,1
59565,1
63315,1
75830,1
88432,1
22001,1
24981,1
83507,1
88340,1
1780,1
7046,1
54483,1
56382,1
18848,1
31624,1
64115,1
69154,1
44134,1
80917,1
2646,1
210,1
63349,1
3448,1
15713,1
26971,1
40060,1
52585,1
65271,1
76916,1
13067,1
75599,1
3416,1
14669,1
28072,1
40917,1
53209,1
65180,1
77884,1
85069,1
17552,1
51318,1
16604,1
73629,1
211,1
75482,1
7846,1
63914,1
70024,1
7983,1
21154,1
32472,1
46085,1
57905,1
58447,1
70001,1
82173,1
12784,1
88589,1
26157,1
28222,1
37705,1
51234,1
212,1
63856,1
25123,1
88424,1
50645,1
79065,1
38398,1
10021,1
13703,1
76218,1
83923,1
30298,1
40424,1
38354,1
214,1
12595,1
26051,1
38745,1
51348,1
62731,1
76324,1
87807,1
3030,1
14447,1
27084,1
39981,1
52135,1
65099,1
77176,1
41017,1
24241,1
19277,1
6576,1
37374,1
22853,1
30495,1
10329,1
11517,1
73073,1
50252,1
45472,1
8728,1
20654,1
32612,1
45097,1
58170,1
69546,1
82302,1
6507,1
18655,1
30636,1
43702,1
56019,1
68904,1
81528,1
16089,1
37048,1
9614,1
85151,1
28201,1
43015,1
15942,1
55564,1
7663,1
37357,1
220,1
58131,1
75886,1
