tran_id,tx_type
20587,TRANSFER
59474,TRANSFER
49859,TRANSFER
63620,TRANSFER
356,TRANSFER
75252,TRANSFER
27345,TRANSFER
3258,TRANSFER
78069,TRANSFER
4645,TRANSFER
78774,TRANSFER
30447,TRANSFER
57340,TRANSFER
21851,TRANSFER
85090,TRANSFER
59587,TRANSFER
11,TRANSFER
63151,TRANSFER
25440,TRANSFER
88571,TRANSFER
13512,TRANSFER
75341,TRANSFER
51555,TRANSFER
38709,TRANSFER
43550,TRANSFER
18433,TRANSFER
30414,TRANSFER
23649,TRANSFER
23715,TRANSFER
86000,TRANSFER
35979,TRANSFER
12,TRANSFER
34486,TRANSFER
75229,TRANSFER
2222,TRANSFER
21542,TRANSFER
64689,TRANSFER
2869,TRANSFER
39218,TRANSFER
13322,TRANSFER
88487,TRANSFER
47603,TRANSFER
52109,TRANSFER
24295,TRANSFER
26115,TRANSFER
48183,TRANSFER
62860,TRANSFER
60931,TRANSFER
10933,TRANSFER
85642,TRANSFER
35951,TRANSFER
74339,TRANSFER
31706,TRANSFER
50907,TRANSFER
18919,TRANSFER
37632,TRANSFER
6258,TRANSFER
29780,TRANSFER
80682,TRANSFER
44440,TRANSFER
68151,TRANSFER
55243,TRANSFER
63248,TRANSFER
15006,TRANSFER
25147,TRANSFER
77402,TRANSFER
38190,TRANSFER
54705,TRANSFER
890,TRANSFER
37651,TRANSFER
74920,TRANSFER
34547,TRANSFER
72543,TRANSFER
26402,TRANSFER
54946,TRANSFER
38775,TRANSFER
46233,TRANSFER
3693,TRANSFER
16833,TRANSFER
29869,TRANSFER
37540,TRANSFER
42523,TRANSFER
53450,TRANSFER
65823,TRANSFER
79139,TRANSFER
87854,TRANSFER
17,TRANSFER
63506,TRANSFER
51612,TRANSFER
72249,TRANSFER
54326,TRANSFER
37238,TRANSFER
11670,TRANSFER
24124,TRANSFER
36849,TRANSFER
48266,TRANSFER
60978,TRANSFER
74173,TRANSFER
86373,TRANSFER
12570,TRANSFER
74803,TRANSFER
713,TRANSFER
75492,TRANSFER
53409,TRANSFER
64372,TRANSFER
66363,TRANSFER
41088,TRANSFER
25911,TRANSFER
88425,TRANSFER
26052,TRANSFER
87007,TRANSFER
56568,TRANSFER
38096,TRANSFER
991,TRANSFER
75457,TRANSFER
50353,TRANSFER
15850,TRANSFER
1978,TRANSFER
64691,TRANSFER
27998,TRANSFER
16008,TRANSFER
16513,TRANSFER
78905,TRANSFER
4461,TRANSFER
17432,TRANSFER
29416,TRANSFER
42510,TRANSFER
55092,TRANSFER
66218,TRANSFER
79510,TRANSFER
9351,TRANSFER
72717,TRANSFER
22123,TRANSFER
84386,TRANSFER
18,TRANSFER
33394,TRANSFER
18599,TRANSFER
79976,TRANSFER
3302,TRANSFER
77160,TRANSFER
27745,TRANSFER
25146,TRANSFER
41383,TRANSFER
48696,TRANSFER
23882,TRANSFER
85346,TRANSFER
57248,TRANSFER
10682,TRANSFER
84284,TRANSFER
88026,TRANSFER
33577,TRANSFER
11635,TRANSFER
19,TRANSFER
51512,TRANSFER
4683,TRANSFER
79557,TRANSFER
54435,TRANSFER
41623,TRANSFER
29495,TRANSFER
17014,TRANSFER
8794,TRANSFER
20590,TRANSFER
33337,TRANSFER
46010,TRANSFER
57346,TRANSFER
67152,TRANSFER
71122,TRANSFER
82018,TRANSFER
6291,TRANSFER
21661,TRANSFER
29101,TRANSFER
4523,TRANSFER
78493,TRANSFER
3560,TRANSFER
17067,TRANSFER
28686,TRANSFER
42219,TRANSFER
55150,TRANSFER
65764,TRANSFER
78937,TRANSFER
28757,TRANSFER
7185,TRANSFER
69888,TRANSFER
8135,TRANSFER
70268,TRANSFER
4094,TRANSFER
78829,TRANSFER
58906,TRANSFER
70910,TRANSFER
27551,TRANSFER
52801,TRANSFER
2405,TRANSFER
58817,TRANSFER
64305,TRANSFER
39873,TRANSFER
14637,TRANSFER
78014,TRANSFER
12416,TRANSFER
74488,TRANSFER
57393,TRANSFER
3268,TRANSFER
50837,TRANSFER
43926,TRANSFER
1826,TRANSFER
41077,TRANSFER
13120,TRANSFER
57074,TRANSFER
27179,TRANSFER
37798,TRANSFER
4898,TRANSFER
42125,TRANSFER
79470,TRANSFER
9379,TRANSFER
30216,TRANSFER
8642,TRANSFER
21006,TRANSFER
33615,TRANSFER
45447,TRANSFER
57205,TRANSFER
69700,TRANSFER
83142,TRANSFER
71824,TRANSFER
88070,TRANSFER
25203,TRANSFER
2609,TRANSFER
15071,TRANSFER
27272,TRANSFER
40428,TRANSFER
51953,TRANSFER
64784,TRANSFER
76601,TRANSFER
25,TRANSFER
13280,TRANSFER
25726,TRANSFER
37702,TRANSFER
51444,TRANSFER
63535,TRANSFER
74864,TRANSFER
88521,TRANSFER
14234,TRANSFER
62864,TRANSFER
60453,TRANSFER
102,TRANSFER
12750,TRANSFER
26575,TRANSFER
38811,TRANSFER
47967,TRANSFER
50355,TRANSFER
62709,TRANSFER
76463,TRANSFER
87103,TRANSFER
35338,TRANSFER
26,TRANSFER
75065,TRANSFER
56795,TRANSFER
6834,TRANSFER
18800,TRANSFER
30868,TRANSFER
43839,TRANSFER
56052,TRANSFER
67746,TRANSFER
81089,TRANSFER
8746,TRANSFER
21359,TRANSFER
32543,TRANSFER
46240,TRANSFER
58243,TRANSFER
70067,TRANSFER
83290,TRANSFER
36188,TRANSFER
13659,TRANSFER
88714,TRANSFER
7806,TRANSFER
20579,TRANSFER
33722,TRANSFER
44586,TRANSFER
56978,TRANSFER
70640,TRANSFER
83318,TRANSFER
26403,TRANSFER
56889,TRANSFER
46405,TRANSFER
39191,TRANSFER
1626,TRANSFER
14147,TRANSFER
25621,TRANSFER
38564,TRANSFER
50030,TRANSFER
63440,TRANSFER
76028,TRANSFER
87242,TRANSFER
3501,TRANSFER
14665,TRANSFER
27845,TRANSFER
39760,TRANSFER
53279,TRANSFER
65175,TRANSFER
76701,TRANSFER
43534,TRANSFER
51659,TRANSFER
63929,TRANSFER
1277,TRANSFER
63361,TRANSFER
7903,TRANSFER
82945,TRANSFER
13625,TRANSFER
26207,TRANSFER
88290,TRANSFER
1470,TRANSFER
63562,TRANSFER
16975,TRANSFER
78756,TRANSFER
19265,TRANSFER
80250,TRANSFER
48649,TRANSFER
60398,TRANSFER
34961,TRANSFER
51012,TRANSFER
62951,TRANSFER
27746,TRANSFER
47047,TRANSFER
34270,TRANSFER
59942,TRANSFER
23245,TRANSFER
7320,TRANSFER
19910,TRANSFER
32288,TRANSFER
44641,TRANSFER
58461,TRANSFER
70785,TRANSFER
72241,TRANSFER
83229,TRANSFER
10615,TRANSFER
83805,TRANSFER
35442,TRANSFER
56051,TRANSFER
315,TRANSFER
12515,TRANSFER
25906,TRANSFER
30694,TRANSFER
38823,TRANSFER
50949,TRANSFER
63165,TRANSFER
76424,TRANSFER
87608,TRANSFER
6169,TRANSFER
9975,TRANSFER
19474,TRANSFER
22957,TRANSFER
34512,TRANSFER
46410,TRANSFER
60305,TRANSFER
72858,TRANSFER
83997,TRANSFER
12891,TRANSFER
75277,TRANSFER
9886,TRANSFER
21503,TRANSFER
35040,TRANSFER
48014,TRANSFER
58964,TRANSFER
72592,TRANSFER
83822,TRANSFER
34800,TRANSFER
39274,TRANSFER
390,TRANSFER
87831,TRANSFER
497,TRANSFER
13627,TRANSFER
26773,TRANSFER
38546,TRANSFER
49886,TRANSFER
62929,TRANSFER
74828,TRANSFER
88182,TRANSFER
51305,TRANSFER
21777,TRANSFER
18753,TRANSFER
1371,TRANSFER
87991,TRANSFER
4410,TRANSFER
13318,TRANSFER
78461,TRANSFER
58618,TRANSFER
34541,TRANSFER
12596,TRANSFER
88075,TRANSFER
14081,TRANSFER
87001,TRANSFER
2290,TRANSFER
77715,TRANSFER
3722,TRANSFER
78973,TRANSFER
16320,TRANSFER
78661,TRANSFER
17980,TRANSFER
6693,TRANSFER
19204,TRANSFER
31289,TRANSFER
43122,TRANSFER
55843,TRANSFER
68919,TRANSFER
80048,TRANSFER
6909,TRANSFER
80302,TRANSFER
19845,TRANSFER
69455,TRANSFER
24785,TRANSFER
26576,TRANSFER
26594,TRANSFER
13443,TRANSFER
26998,TRANSFER
3256,TRANSFER
77688,TRANSFER
4430,TRANSFER
66319,TRANSFER
30242,TRANSFER
17315,TRANSFER
6904,TRANSFER
81252,TRANSFER
22077,TRANSFER
39,TRANSFER
25521,TRANSFER
63917,TRANSFER
37608,TRANSFER
50178,TRANSFER
13473,TRANSFER
76430,TRANSFER
26634,TRANSFER
88051,TRANSFER
357,TRANSFER
63516,TRANSFER
21042,TRANSFER
27324,TRANSFER
33582,TRANSFER
54925,TRANSFER
50839,TRANSFER
26194,TRANSFER
88156,TRANSFER
52815,TRANSFER
2492,TRANSFER
77954,TRANSFER
5569,TRANSFER
19375,TRANSFER
30823,TRANSFER
43408,TRANSFER
56732,TRANSFER
68833,TRANSFER
80645,TRANSFER
57648,TRANSFER
34399,TRANSFER
40,TRANSFER
62792,TRANSFER
14073,TRANSFER
75661,TRANSFER
25653,TRANSFER
87634,TRANSFER
37579,TRANSFER
51046,TRANSFER
41,TRANSFER
4044,TRANSFER
17719,TRANSFER
28732,TRANSFER
41441,TRANSFER
54518,TRANSFER
66537,TRANSFER
78729,TRANSFER
42,TRANSFER
62811,TRANSFER
26719,TRANSFER
87736,TRANSFER
37782,TRANSFER
13972,TRANSFER
75312,TRANSFER
49985,TRANSFER
43,TRANSFER
12629,TRANSFER
75042,TRANSFER
5439,TRANSFER
19316,TRANSFER
25312,TRANSFER
30697,TRANSFER
43290,TRANSFER
55658,TRANSFER
68367,TRANSFER
79919,TRANSFER
13224,TRANSFER
45030,TRANSFER
1344,TRANSFER
63957,TRANSFER
26562,TRANSFER
87493,TRANSFER
1248,TRANSFER
13830,TRANSFER
26664,TRANSFER
38467,TRANSFER
50025,TRANSFER
63437,TRANSFER
75250,TRANSFER
87186,TRANSFER
39354,TRANSFER
33947,TRANSFER
39104,TRANSFER
51214,TRANSFER
44,TRANSFER
75671,TRANSFER
39207,TRANSFER
15561,TRANSFER
76863,TRANSFER
5465,TRANSFER
81152,TRANSFER
48827,TRANSFER
71708,TRANSFER
13613,TRANSFER
87808,TRANSFER
21867,TRANSFER
38235,TRANSFER
25479,TRANSFER
51051,TRANSFER
12951,TRANSFER
51238,TRANSFER
25606,TRANSFER
62959,TRANSFER
45,TRANSFER
14150,TRANSFER
24988,TRANSFER
38701,TRANSFER
50545,TRANSFER
63514,TRANSFER
75169,TRANSFER
88654,TRANSFER
1206,TRANSFER
12904,TRANSFER
25262,TRANSFER
38125,TRANSFER
50046,TRANSFER
62678,TRANSFER
75157,TRANSFER
88777,TRANSFER
77485,TRANSFER
50012,TRANSFER
44144,TRANSFER
51806,TRANSFER
56400,TRANSFER
19271,TRANSFER
81585,TRANSFER
7094,TRANSFER
68548,TRANSFER
80062,TRANSFER
31047,TRANSFER
47169,TRANSFER
60190,TRANSFER
65233,TRANSFER
22938,TRANSFER
9419,TRANSFER
44242,TRANSFER
84766,TRANSFER
5999,TRANSFER
17998,TRANSFER
30918,TRANSFER
43275,TRANSFER
56172,TRANSFER
69136,TRANSFER
72335,TRANSFER
80635,TRANSFER
35319,TRANSFER
51527,TRANSFER
49,TRANSFER
13558,TRANSFER
26777,TRANSFER
38388,TRANSFER
51548,TRANSFER
64055,TRANSFER
75538,TRANSFER
87614,TRANSFER
2667,TRANSFER
15182,TRANSFER
27877,TRANSFER
40469,TRANSFER
51828,TRANSFER
65389,TRANSFER
77472,TRANSFER
81083,TRANSFER
7753,TRANSFER
20242,TRANSFER
33463,TRANSFER
45725,TRANSFER
57023,TRANSFER
70093,TRANSFER
81688,TRANSFER
12604,TRANSFER
74643,TRANSFER
51246,TRANSFER
5072,TRANSFER
66885,TRANSFER
16825,TRANSFER
79864,TRANSFER
57360,TRANSFER
10089,TRANSFER
71590,TRANSFER
61770,TRANSFER
51,TRANSFER
13560,TRANSFER
26779,TRANSFER
38390,TRANSFER
51550,TRANSFER
64057,TRANSFER
75540,TRANSFER
87616,TRANSFER
6797,TRANSFER
4521,TRANSFER
67661,TRANSFER
2416,TRANSFER
6353,TRANSFER
80684,TRANSFER
56771,TRANSFER
31158,TRANSFER
42956,TRANSFER
18760,TRANSFER
58199,TRANSFER
26729,TRANSFER
14214,TRANSFER
38954,TRANSFER
52955,TRANSFER
29556,TRANSFER
5918,TRANSFER
80770,TRANSFER
18573,TRANSFER
20469,TRANSFER
9847,TRANSFER
72078,TRANSFER
61311,TRANSFER
45601,TRANSFER
11760,TRANSFER
73139,TRANSFER
7398,TRANSFER
6106,TRANSFER
33664,TRANSFER
3616,TRANSFER
65994,TRANSFER
56211,TRANSFER
7065,TRANSFER
67710,TRANSFER
65243,TRANSFER
29944,TRANSFER
29257,TRANSFER
66521,TRANSFER
29878,TRANSFER
7468,TRANSFER
83117,TRANSFER
20162,TRANSFER
58444,TRANSFER
44956,TRANSFER
47854,TRANSFER
47156,TRANSFER
23366,TRANSFER
36745,TRANSFER
18763,TRANSFER
43160,TRANSFER
81069,TRANSFER
4132,TRANSFER
78178,TRANSFER
4265,TRANSFER
3901,TRANSFER
22708,TRANSFER
29770,TRANSFER
4318,TRANSFER
25568,TRANSFER
17333,TRANSFER
60947,TRANSFER
63526,TRANSFER
744,TRANSFER
75265,TRANSFER
13258,TRANSFER
88144,TRANSFER
38556,TRANSFER
50372,TRANSFER
25148,TRANSFER
17517,TRANSFER
20707,TRANSFER
82892,TRANSFER
14433,TRANSFER
77674,TRANSFER
4540,TRANSFER
78786,TRANSFER
56774,TRANSFER
36555,TRANSFER
2812,TRANSFER
64102,TRANSFER
26137,TRANSFER
1366,TRANSFER
75072,TRANSFER
1962,TRANSFER
65707,TRANSFER
54927,TRANSFER
37538,TRANSFER
20000,TRANSFER
5898,TRANSFER
54566,TRANSFER
62262,TRANSFER
12923,TRANSFER
75489,TRANSFER
25534,TRANSFER
70510,TRANSFER
7702,TRANSFER
9146,TRANSFER
59759,TRANSFER
11993,TRANSFER
74139,TRANSFER
37377,TRANSFER
67,TRANSFER
33111,TRANSFER
53988,TRANSFER
67866,TRANSFER
65176,TRANSFER
68702,TRANSFER
11113,TRANSFER
80444,TRANSFER
19675,TRANSFER
23051,TRANSFER
43473,TRANSFER
11469,TRANSFER
23773,TRANSFER
37332,TRANSFER
49608,TRANSFER
61420,TRANSFER
73330,TRANSFER
86400,TRANSFER
29010,TRANSFER
5653,TRANSFER
18275,TRANSFER
31813,TRANSFER
43174,TRANSFER
56075,TRANSFER
69110,TRANSFER
81148,TRANSFER
55461,TRANSFER
6337,TRANSFER
18516,TRANSFER
30673,TRANSFER
43727,TRANSFER
56532,TRANSFER
68617,TRANSFER
80332,TRANSFER
26433,TRANSFER
13854,TRANSFER
30531,TRANSFER
26457,TRANSFER
75631,TRANSFER
13334,TRANSFER
63307,TRANSFER
68,TRANSFER
13902,TRANSFER
25953,TRANSFER
38436,TRANSFER
50510,TRANSFER
62310,TRANSFER
75224,TRANSFER
87624,TRANSFER
125,TRANSFER
13304,TRANSFER
25880,TRANSFER
37571,TRANSFER
51463,TRANSFER
63968,TRANSFER
75753,TRANSFER
87378,TRANSFER
54049,TRANSFER
9291,TRANSFER
83586,TRANSFER
25053,TRANSFER
25218,TRANSFER
87937,TRANSFER
53043,TRANSFER
40461,TRANSFER
2758,TRANSFER
77902,TRANSFER
2777,TRANSFER
64197,TRANSFER
4056,TRANSFER
67406,TRANSFER
16019,TRANSFER
78412,TRANSFER
68561,TRANSFER
68551,TRANSFER
44993,TRANSFER
71862,TRANSFER
59819,TRANSFER
7056,TRANSFER
15655,TRANSFER
14646,TRANSFER
62128,TRANSFER
48264,TRANSFER
48175,TRANSFER
73518,TRANSFER
13968,TRANSFER
66573,TRANSFER
74944,TRANSFER
64637,TRANSFER
38108,TRANSFER
1808,TRANSFER
75862,TRANSFER
13973,TRANSFER
74934,TRANSFER
8974,TRANSFER
22875,TRANSFER
33930,TRANSFER
47312,TRANSFER
59936,TRANSFER
72038,TRANSFER
83765,TRANSFER
19930,TRANSFER
82522,TRANSFER
59042,TRANSFER
73794,TRANSFER
38605,TRANSFER
50808,TRANSFER
82024,TRANSFER
62877,TRANSFER
1242,TRANSFER
14271,TRANSFER
26322,TRANSFER
38538,TRANSFER
50799,TRANSFER
62695,TRANSFER
75732,TRANSFER
87692,TRANSFER
26595,TRANSFER
88207,TRANSFER
68910,TRANSFER
2032,TRANSFER
14436,TRANSFER
26875,TRANSFER
40388,TRANSFER
52415,TRANSFER
60911,TRANSFER
64444,TRANSFER
77164,TRANSFER
2402,TRANSFER
49667,TRANSFER
78096,TRANSFER
36157,TRANSFER
12859,TRANSFER
75264,TRANSFER
67514,TRANSFER
7913,TRANSFER
12346,TRANSFER
23469,TRANSFER
36500,TRANSFER
48669,TRANSFER
61457,TRANSFER
74593,TRANSFER
86672,TRANSFER
37094,TRANSFER
15925,TRANSFER
1623,TRANSFER
88231,TRANSFER
40686,TRANSFER
2433,TRANSFER
29064,TRANSFER
77266,TRANSFER
26956,TRANSFER
52924,TRANSFER
64834,TRANSFER
15008,TRANSFER
69493,TRANSFER
52884,TRANSFER
56030,TRANSFER
11739,TRANSFER
60757,TRANSFER
65227,TRANSFER
22753,TRANSFER
34239,TRANSFER
10272,TRANSFER
59877,TRANSFER
14856,TRANSFER
27514,TRANSFER
75301,TRANSFER
88017,TRANSFER
32255,TRANSFER
15285,TRANSFER
77747,TRANSFER
8760,TRANSFER
20464,TRANSFER
33085,TRANSFER
46063,TRANSFER
57843,TRANSFER
70843,TRANSFER
82589,TRANSFER
10417,TRANSFER
72723,TRANSFER
59124,TRANSFER
9917,TRANSFER
22867,TRANSFER
34513,TRANSFER
46685,TRANSFER
58864,TRANSFER
71693,TRANSFER
84781,TRANSFER
46252,TRANSFER
22536,TRANSFER
11444,TRANSFER
24342,TRANSFER
36898,TRANSFER
48276,TRANSFER
61122,TRANSFER
74556,TRANSFER
85796,TRANSFER
28283,TRANSFER
47544,TRANSFER
10935,TRANSFER
24942,TRANSFER
37278,TRANSFER
49293,TRANSFER
61495,TRANSFER
73348,TRANSFER
86833,TRANSFER
34386,TRANSFER
47826,TRANSFER
46515,TRANSFER
2699,TRANSFER
14952,TRANSFER
23737,TRANSFER
27747,TRANSFER
40697,TRANSFER
53245,TRANSFER
64715,TRANSFER
76488,TRANSFER
11574,TRANSFER
22834,TRANSFER
54125,TRANSFER
13969,TRANSFER
7508,TRANSFER
83280,TRANSFER
62822,TRANSFER
16078,TRANSFER
5254,TRANSFER
17267,TRANSFER
29555,TRANSFER
42443,TRANSFER
54960,TRANSFER
66120,TRANSFER
79848,TRANSFER
10479,TRANSFER
21439,TRANSFER
35582,TRANSFER
46663,TRANSFER
60415,TRANSFER
71735,TRANSFER
85167,TRANSFER
18605,TRANSFER
81532,TRANSFER
10347,TRANSFER
84208,TRANSFER
83,TRANSFER
75838,TRANSFER
1368,TRANSFER
49875,TRANSFER
88799,TRANSFER
13464,TRANSFER
16535,TRANSFER
87695,TRANSFER
41277,TRANSFER
29417,TRANSFER
45487,TRANSFER
20581,TRANSFER
38589,TRANSFER
45780,TRANSFER
24639,TRANSFER
32201,TRANSFER
26570,TRANSFER
63479,TRANSFER
22246,TRANSFER
84,TRANSFER
76182,TRANSFER
1886,TRANSFER
64555,TRANSFER
60246,TRANSFER
12976,TRANSFER
88786,TRANSFER
25958,TRANSFER
38310,TRANSFER
50740,TRANSFER
63889,TRANSFER
3916,TRANSFER
66594,TRANSFER
11530,TRANSFER
36802,TRANSFER
61707,TRANSFER
86233,TRANSFER
85,TRANSFER
12665,TRANSFER
25211,TRANSFER
38920,TRANSFER
50932,TRANSFER
63000,TRANSFER
74827,TRANSFER
88728,TRANSFER
19978,TRANSFER
82943,TRANSFER
31131,TRANSFER
18707,TRANSFER
56509,TRANSFER
7011,TRANSFER
80766,TRANSFER
12331,TRANSFER
24526,TRANSFER
36494,TRANSFER
48702,TRANSFER
60711,TRANSFER
68892,TRANSFER
73622,TRANSFER
85643,TRANSFER
43367,TRANSFER
29298,TRANSFER
64004,TRANSFER
2414,TRANSFER
76505,TRANSFER
12150,TRANSFER
85765,TRANSFER
9349,TRANSFER
84944,TRANSFER
27023,TRANSFER
6346,TRANSFER
18851,TRANSFER
30770,TRANSFER
43283,TRANSFER
55317,TRANSFER
68907,TRANSFER
81177,TRANSFER
35019,TRANSFER
34820,TRANSFER
10119,TRANSFER
71384,TRANSFER
49214,TRANSFER
51389,TRANSFER
13845,TRANSFER
87543,TRANSFER
27612,TRANSFER
25749,TRANSFER
73344,TRANSFER
40318,TRANSFER
4815,TRANSFER
65842,TRANSFER
25234,TRANSFER
3867,TRANSFER
16185,TRANSFER
29519,TRANSFER
41252,TRANSFER
53500,TRANSFER
66458,TRANSFER
78652,TRANSFER
53091,TRANSFER
90,TRANSFER
13553,TRANSFER
26516,TRANSFER
39068,TRANSFER
49920,TRANSFER
62446,TRANSFER
74870,TRANSFER
87412,TRANSFER
24432,TRANSFER
11130,TRANSFER
92,TRANSFER
31485,TRANSFER
62423,TRANSFER
12736,TRANSFER
16689,TRANSFER
75469,TRANSFER
28534,TRANSFER
11717,TRANSFER
23341,TRANSFER
35807,TRANSFER
42589,TRANSFER
49574,TRANSFER
61972,TRANSFER
73753,TRANSFER
85608,TRANSFER
26553,TRANSFER
87714,TRANSFER
62612,TRANSFER
37495,TRANSFER
51571,TRANSFER
20660,TRANSFER
25396,TRANSFER
12480,TRANSFER
23825,TRANSFER
94,TRANSFER
13211,TRANSFER
25529,TRANSFER
38223,TRANSFER
50611,TRANSFER
62340,TRANSFER
75832,TRANSFER
83802,TRANSFER
87979,TRANSFER
205,TRANSFER
47441,TRANSFER
35275,TRANSFER
21650,TRANSFER
71500,TRANSFER
9653,TRANSFER
36421,TRANSFER
59675,TRANSFER
7136,TRANSFER
71051,TRANSFER
21155,TRANSFER
62261,TRANSFER
81930,TRANSFER
29745,TRANSFER
44669,TRANSFER
33174,TRANSFER
57277,TRANSFER
3639,TRANSFER
18758,TRANSFER
25128,TRANSFER
96,TRANSFER
62551,TRANSFER
28691,TRANSFER
5909,TRANSFER
18565,TRANSFER
31501,TRANSFER
43863,TRANSFER
56060,TRANSFER
68777,TRANSFER
79929,TRANSFER
12769,TRANSFER
20342,TRANSFER
76302,TRANSFER
45517,TRANSFER
32657,TRANSFER
54834,TRANSFER
25904,TRANSFER
86979,TRANSFER
2184,TRANSFER
76883,TRANSFER
6124,TRANSFER
18402,TRANSFER
32084,TRANSFER
43516,TRANSFER
56236,TRANSFER
68746,TRANSFER
80415,TRANSFER
39211,TRANSFER
50013,TRANSFER
63131,TRANSFER
31483,TRANSFER
1159,TRANSFER
30693,TRANSFER
75182,TRANSFER
11077,TRANSFER
23618,TRANSFER
36444,TRANSFER
49616,TRANSFER
60695,TRANSFER
63281,TRANSFER
73182,TRANSFER
86188,TRANSFER
3424,TRANSFER
6260,TRANSFER
77898,TRANSFER
98,TRANSFER
9998,TRANSFER
63219,TRANSFER
14045,TRANSFER
75483,TRANSFER
29905,TRANSFER
25129,TRANSFER
87767,TRANSFER
11852,TRANSFER
24622,TRANSFER
36391,TRANSFER
48542,TRANSFER
61954,TRANSFER
72966,TRANSFER
85398,TRANSFER
3941,TRANSFER
17740,TRANSFER
29625,TRANSFER
41136,TRANSFER
53475,TRANSFER
66964,TRANSFER
79748,TRANSFER
12251,TRANSFER
39213,TRANSFER
18539,TRANSFER
67729,TRANSFER
8461,TRANSFER
50913,TRANSFER
57634,TRANSFER
28744,TRANSFER
28381,TRANSFER
11686,TRANSFER
13832,TRANSFER
85613,TRANSFER
1180,TRANSFER
62515,TRANSFER
2463,TRANSFER
77475,TRANSFER
3323,TRANSFER
68378,TRANSFER
36689,TRANSFER
10281,TRANSFER
72781,TRANSFER
27629,TRANSFER
20678,TRANSFER
82113,TRANSFER
29273,TRANSFER
39303,TRANSFER
461,TRANSFER
13475,TRANSFER
25055,TRANSFER
38856,TRANSFER
51044,TRANSFER
62439,TRANSFER
66578,TRANSFER
76347,TRANSFER
87288,TRANSFER
54806,TRANSFER
4676,TRANSFER
78148,TRANSFER
41821,TRANSFER
17279,TRANSFER
38078,TRANSFER
859,TRANSFER
87297,TRANSFER
13081,TRANSFER
3564,TRANSFER
16583,TRANSFER
30081,TRANSFER
42051,TRANSFER
53582,TRANSFER
63939,TRANSFER
65881,TRANSFER
79459,TRANSFER
5594,TRANSFER
18611,TRANSFER
30586,TRANSFER
43220,TRANSFER
50071,TRANSFER
56305,TRANSFER
68177,TRANSFER
80796,TRANSFER
11808,TRANSFER
23777,TRANSFER
37223,TRANSFER
49765,TRANSFER
60986,TRANSFER
74041,TRANSFER
74772,TRANSFER
85916,TRANSFER
26326,TRANSFER
52376,TRANSFER
47171,TRANSFER
28907,TRANSFER
45925,TRANSFER
33734,TRANSFER
21379,TRANSFER
67214,TRANSFER
17399,TRANSFER
41679,TRANSFER
51049,TRANSFER
3568,TRANSFER
24019,TRANSFER
78820,TRANSFER
53616,TRANSFER
10973,TRANSFER
24208,TRANSFER
35928,TRANSFER
49358,TRANSFER
61789,TRANSFER
66344,TRANSFER
73964,TRANSFER
85986,TRANSFER
29278,TRANSFER
3903,TRANSFER
6384,TRANSFER
65853,TRANSFER
67700,TRANSFER
20825,TRANSFER
38852,TRANSFER
32133,TRANSFER
33150,TRANSFER
8488,TRANSFER
20329,TRANSFER
52514,TRANSFER
55074,TRANSFER
42390,TRANSFER
66467,TRANSFER
4902,TRANSFER
79097,TRANSFER
29761,TRANSFER
17182,TRANSFER
107,TRANSFER
54962,TRANSFER
