tran_id,base_amt
87321,460.13
39427,621.32
52940,868.47
28521,445.17
56505,930.58
44967,470.29
58920,353.54
44861,890.94
34478,740.23
4139,194.23
87746,881.67
1094,769.24
25659,166.51
63656,986.39
52631,567.51
68832,798.23
82515,652.04
57349,673.6
46756,968.95
10395,104.63
22380,688.18
35351,231.56
47272,663.0
59032,456.93
72474,103.38
84491,888.88
49375,757.81
23652,532.84
49590,228.07
12557,500.02
63378,658.21
18599,602.44
79976,651.59
8929,124.84
20905,492.84
33498,448.45
46016,504.65
57760,171.19
70829,176.32
82216,889.18
11516,482.03
1641,702.08
11597,255.0
23838,374.53
86206,762.26
52032,692.22
14445,419.91
54824,690.96
47605,845.31
65473,190.31
47362,359.19
87104,534.45
633,917.24
12877,601.66
25798,250.46
14023,365.3
79503,233.92
60657,485.46
75455,926.44
63185,975.78
37695,166.01
50479,165.44
74426,286.04
25293,353.07
76083,163.57
12989,863.64
62464,632.67
69133,394.93
56803,224.51
51762,975.04
5450,713.13
19504,576.63
31319,142.83
43377,251.98
55335,186.33
68708,567.98
80537,206.61
25883,304.48
36984,299.58
52250,767.76
41979,253.77
42364,424.97
41089,713.15
31000,300.17
60462,873.87
14091,788.98
734,813.65
65441,1026.14
4606,436.65
16812,554.72
28619,656.29
41998,582.03
54401,336.87
65785,144.84
79235,627.26
80729,656.12
47002,630.29
47099,590.4
23885,221.79
11588,741.32
24212,147.77
36312,800.23
49497,146.6
61478,867.94
73123,425.42
85879,753.39
37273,230.86
65039,750.53
40945,239.68
26877,896.49
52705,406.03
79942,987.96
76389,526.86
1826,804.44
41077,348.39
88324,107.45
13120,734.32
64083,510.77
10196,136.0
38133,657.75
26587,979.72
62189,229.59
51652,236.77
26055,342.73
82433,777.88
72342,731.0
36029,532.55
34891,731.39
21933,967.38
63128,938.72
106,341.87
13178,579.18
25582,197.24
38038,490.1
50562,264.35
62750,720.1
74770,747.87
88796,664.93
82432,205.38
76149,886.35
13136,626.24
78817,126.23
71824,706.87
25203,352.3
2609,406.81
15071,479.81
27272,974.19
40428,567.0
51953,106.23
64784,331.87
76601,119.32
25,525.23
13280,407.38
25726,713.81
37702,168.38
51444,548.35
63535,218.98
74864,995.41
88521,719.27
84354,819.0
49894,556.99
42437,301.77
17879,976.95
22726,800.59
50406,183.0
75070,380.95
25951,900.53
88430,476.94
53128,188.13
15253,724.73
68270,412.51
8352,856.11
20576,861.5
63736,563.97
36255,549.27
15614,237.25
30041,337.2
32,278.67
13375,203.73
25769,232.96
37553,597.3
51563,466.72
63720,385.69
75870,868.64
87150,721.26
40957,570.03
63270,731.66
74474,682.15
20229,571.67
70507,834.45
7320,887.92
19910,866.86
32288,535.4
44641,253.87
58461,834.09
70785,382.64
72241,700.13
83229,876.47
80577,414.82
315,375.73
12515,213.78
25906,820.62
30694,308.85
38823,269.25
50949,713.27
63165,865.57
76424,651.45
87608,358.57
6169,123.19
9975,277.48
19474,112.73
22957,550.49
34512,830.61
46410,808.68
60305,375.28
72858,791.81
83997,729.59
68361,105.35
23749,729.72
44489,417.6
55161,805.33
34,321.79
14174,789.01
37687,429.46
65682,872.62
66482,242.46
78137,268.74
7779,140.66
9335,566.44
26564,541.48
18531,888.46
56300,612.17
28485,372.98
14841,691.61
40265,346.1
53738,749.06
20734,915.95
52953,357.05
37694,142.39
26329,375.34
5539,186.5
18867,100.65
31408,374.9
42846,572.8
55659,635.78
69103,197.14
81325,353.77
51610,503.16
87855,244.57
63121,370.45
37940,618.64
51643,526.2
58618,536.05
48422,393.21
63532,598.45
74836,388.92
51229,673.28
62772,891.87
65256,246.47
64259,325.57
14953,771.78
51854,805.42
56912,311.43
6459,324.59
82219,558.71
8167,343.43
76379,573.62
59902,292.22
87658,970.43
63549,907.57
25436,688.61
109,445.01
25991,234.13
39390,323.96
52816,834.33
39546,301.74
2717,286.87
3300,970.88
68940,769.69
81245,112.45
30403,498.65
83341,896.8
23173,558.13
9290,319.94
49688,426.68
42365,494.92
26634,649.78
88051,807.13
2975,986.48
14650,155.44
26974,841.44
39892,642.19
52648,147.87
64170,877.1
76976,754.59
14231,928.07
967,127.75
14004,456.52
26107,988.95
39302,833.93
51064,459.7
62550,657.23
76355,110.92
88661,178.31
3413,816.52
14666,599.33
28069,782.77
40914,101.86
53206,475.24
65177,205.54
77881,919.94
3767,499.06
41988,985.04
79914,415.34
37525,263.64
40150,507.52
82813,934.36
17419,128.91
24007,662.28
70292,378.97
80357,897.89
26421,200.84
3430,419.5
16771,919.47
32337,973.29
46069,379.14
69346,427.52
57398,619.69
20347,700.44
40,314.01
62792,181.36
40815,258.13
59721,835.14
25653,110.25
87634,409.42
4048,426.37
17714,636.89
29575,189.74
41891,184.89
54444,626.42
66357,425.31
79201,502.47
41,104.69
87809,888.45
26764,644.47
12669,699.22
39431,198.32
63537,129.39
74684,939.06
23966,596.8
38778,653.8
51632,146.85
48633,445.84
18918,351.09
18323,694.25
51557,873.17
62945,687.15
75600,176.8
1344,691.29
63957,440.39
4457,399.0
17155,118.82
28953,481.36
41034,649.36
54799,735.32
66525,799.84
78777,864.67
44075,836.36
20214,323.33
58046,249.14
36429,510.08
63739,480.45
40363,423.12
81625,527.06
34027,539.51
34787,828.3
39104,923.94
87486,358.27
38894,872.34
12013,160.09
23920,584.54
36598,206.26
48531,407.98
61536,664.97
73193,426.53
85452,154.17
43240,145.47
70638,819.94
44886,249.73
10790,717.8
24778,916.82
37156,458.45
49046,749.5
61291,521.97
72963,545.58
86923,490.71
24275,277.55
1178,840.62
35598,730.54
25479,822.73
51051,222.71
12965,564.75
50460,689.59
63026,732.9
12951,298.45
51238,883.51
88293,964.41
1536,158.34
39159,438.02
75715,675.63
3446,925.67
38042,867.31
62959,891.15
83485,682.1
77485,740.3
17849,799.09
5928,786.06
55883,208.67
69288,892.7
81138,874.42
31659,501.37
44212,583.11
23666,596.57
49680,342.05
84466,370.26
1078,610.05
13634,889.98
25518,327.44
38947,875.11
49884,772.05
62806,572.01
75744,579.33
86964,354.04
19271,520.16
81585,730.01
7094,566.54
68548,195.15
80062,988.76
47,559.83
13556,723.75
26775,784.29
38386,391.43
51546,119.14
64053,901.36
75536,841.75
87612,815.56
51527,884.4
14696,991.27
17185,946.12
54918,704.57
78660,832.65
68984,314.15
48,585.96
13557,296.05
26776,640.84
38387,326.53
51547,833.92
64054,779.88
75537,738.35
87613,411.26
18641,200.97
84995,703.11
23939,389.53
50324,155.96
28359,763.54
39363,999.9
64853,892.38
39360,456.87
52058,641.9
78797,123.21
41943,360.31
4493,739.86
16817,198.69
68843,871.62
6117,565.15
57345,458.36
57757,886.65
20808,220.68
83191,845.09
81753,280.64
8652,604.73
20601,796.07
32497,547.44
44815,550.78
58369,484.25
70690,434.29
81787,413.67
9274,95.8
85606,635.25
36141,604.1
37291,137.76
6797,866.74
42054,131.47
29116,716.25
31158,119.72
42956,224.25
69615,822.3
83059,893.94
58175,137.21
45191,573.6
8430,483.33
33003,968.31
21319,551.05
87934,415.13
134,351.26
39309,486.01
75485,361.83
26729,354.27
14214,220.23
62969,235.22
38954,345.52
50177,346.15
24460,928.71
70470,353.48
48083,346.56
61240,707.86
53418,800.99
26787,522.1
62333,250.19
27854,318.71
9547,384.48
21767,271.55
34650,800.52
46636,187.17
58813,837.33
71976,299.11
84918,538.6
53,534.21
13354,934.61
25268,710.02
38702,390.55
49888,357.12
62493,288.95
76417,774.27
87596,482.65
53753,302.66
19731,582.66
45186,118.11
228,861.94
12768,722.28
25500,180.85
33482,994.25
38048,140.89
50540,736.03
62937,479.57
75920,476.23
88644,990.0
57230,783.35
8339,446.59
70234,881.47
19983,240.05
82762,535.47
55322,100.06
43461,984.25
48037,378.24
54,551.0
37961,764.36
74720,902.87
8621,561.13
20235,178.55
33266,231.06
45827,133.71
58248,849.4
70789,146.58
82740,705.33
13036,559.45
50483,190.16
88280,873.92
10919,931.39
23970,643.72
36729,418.92
49824,652.54
61422,301.26
73235,308.64
86279,669.07
12034,944.12
24179,118.78
37136,173.65
49283,316.95
61472,437.85
73165,833.94
85678,811.01
7868,186.86
11747,437.39
24088,367.72
37288,858.19
49513,794.75
61740,443.43
73931,998.22
86481,358.46
63105,610.93
25005,374.59
64830,625.58
66922,652.76
67886,985.23
21117,983.63
47021,906.58
73710,1020.18
49062,425.1
38994,324.86
28740,410.06
81700,778.84
56,331.1
12579,922.38
26297,667.81
38987,523.58
42657,783.73
50567,528.96
62893,961.23
75465,823.55
87588,301.7
29585,719.1
16649,664.55
57,917.18
13085,345.23
25124,757.33
37928,690.89
50313,345.51
54423,937.7
63462,735.52
74923,826.19
87023,968.08
67403,525.13
55057,696.59
42522,440.26
79883,601.16
67096,397.84
53653,420.1
55393,401.11
59,437.41
13043,124.32
25741,283.3
39184,430.15
51665,159.63
62910,210.66
74661,139.88
87850,816.68
38557,248.97
29770,528.57
19193,844.6
7237,812.03
19818,218.0
32761,361.71
45805,874.52
57153,225.0
70170,124.41
82402,825.58
70017,184.47
54472,913.43
4318,162.89
25568,957.55
78764,605.65
28926,686.55
66643,336.1
41626,997.18
17333,784.37
60947,416.05
13258,998.41
88144,817.47
66370,134.16
63,647.4
50093,218.38
54406,305.95
35111,483.44
6080,707.62
18678,877.38
30799,459.35
42889,776.7
56072,208.37
58203,997.01
68930,146.06
81475,572.15
12721,406.54
62314,102.85
25374,401.94
88698,713.98
26443,869.78
67647,562.98
20707,690.39
82892,848.75
20526,268.02
73178,728.93
26366,611.96
87224,1040.66
54369,511.87
53628,853.55
68096,105.78
18934,623.9
72867,257.74
13012,653.59
74622,222.53
26137,412.72
1366,971.5
75072,480.87
7593,929.28
74604,213.44
62462,793.49
67049,653.39
50795,527.68
1962,212.11
65707,275.29
54927,718.75
59571,184.41
65,805.16
21958,968.97
68247,827.54
84194,721.54
37538,508.79
51703,344.41
63067,956.07
43168,161.98
75052,859.23
37868,505.65
3026,228.95
1890,702.24
76854,862.32
51927,601.93
44804,336.89
84670,195.42
10002,712.87
48741,266.19
86962,379.45
25673,473.55
66,144.12
14129,545.91
25034,198.55
37995,121.66
50474,445.52
62649,528.79
75650,512.51
87535,510.28
27940,718.3
24191,572.22
73007,854.41
31509,161.81
60921,363.89
29010,836.98
68,588.68
13902,921.55
25953,986.09
38436,649.55
50510,631.5
62310,759.49
75224,380.34
87624,396.47
3658,934.83
17037,318.97
28862,599.59
41058,450.46
54611,788.48
67102,398.99
79039,384.24
55210,423.79
26994,669.86
48918,561.27
4969,235.16
84647,1017.65
11464,744.6
77423,268.06
87380,369.2
65373,246.63
9285,822.56
21799,133.5
35595,110.52
46507,646.16
58820,745.65
71221,146.25
84387,710.59
11388,982.46
3090,971.32
77033,636.71
51766,674.35
19537,771.07
81162,885.14
43986,703.53
9421,196.57
21652,484.96
35016,599.95
47309,165.27
60556,886.49
71310,123.44
85006,307.07
46710,332.31
48356,211.4
11772,891.25
70,918.3
87820,227.27
6158,676.92
38631,467.82
51261,327.87
18962,609.42
62395,328.82
25876,426.75
76467,527.61
14286,910.74
81293,578.93
55500,261.56
69085,322.89
68642,334.07
17495,924.47
50506,259.71
51286,845.97
26003,471.61
15480,402.16
39335,710.95
81567,1000.65
6351,919.93
18870,732.39
31171,135.26
44376,679.92
55765,569.89
67756,120.5
81298,564.02
46003,898.77
69719,353.05
82471,268.33
21965,294.44
82024,482.75
50336,739.9
50539,942.88
39979,242.99
73,948.9
62835,763.48
65404,339.24
5745,401.33
18727,117.43
31938,171.85
44263,354.92
55421,771.34
68323,390.22
81365,841.47
68910,920.09
24121,580.15
35971,363.7
69676,583.93
12410,540.94
79766,463.58
83401,974.64
9639,220.48
74,970.07
37741,232.52
75707,473.74
87551,501.25
85259,413.22
13397,663.6
51243,587.77
87751,966.03
53107,259.12
7758,639.77
20684,388.39
32929,826.03
45155,875.45
57539,720.61
71013,237.09
82252,389.0
68530,430.95
45054,705.88
11427,602.43
24673,433.32
36189,998.42
48447,894.86
61780,605.18
74561,563.69
86026,454.29
75,906.74
13622,155.41
25253,357.94
39147,627.47
51190,620.09
62788,395.26
74267,229.29
75480,400.46
87797,878.99
61577,647.28
49656,128.6
20642,468.92
24250,182.74
11589,482.75
35929,930.1
85621,111.8
37811,705.14
20415,459.81
26391,856.27
40686,985.6
26956,141.88
52924,389.82
73527,103.26
61110,221.66
49567,817.42
76,889.19
9334,847.1
13824,497.04
24359,639.02
51669,579.02
73043,496.83
37216,325.46
37963,544.31
86343,284.51
25634,912.07
71242,548.09
22753,827.05
82050,569.74
84603,690.61
21372,978.25
59606,829.64
34239,339.92
10272,916.71
59877,466.01
21779,868.12
46381,778.52
37883,104.0
53246,623.52
2708,354.78
6342,918.83
55392,156.13
14856,829.86
27514,373.41
65581,382.71
10801,563.71
23704,307.06
36966,579.83
49236,192.05
61925,132.19
74320,767.87
85532,327.21
40739,520.1
77366,220.15
62503,411.81
81087,298.66
18533,722.69
75301,892.48
82070,853.95
88119,856.7
21162,122.68
32255,258.12
8640,114.91
70892,337.72
58133,967.28
44803,184.81
38601,325.99
78510,505.65
22208,373.31
78,607.1
63868,275.8
12598,943.98
66007,160.02
76391,748.3
26253,378.26
87580,677.81
79,180.55
13114,317.9
25235,949.03
38023,514.06
51617,767.99
62713,388.56
75173,896.66
87931,308.7
45600,398.34
29662,799.07
23428,200.58
87300,677.82
14230,1024.27
13616,640.55
2728,734.91
15992,250.82
27708,118.96
40387,438.41
51722,955.49
64536,440.14
77982,331.0
78765,737.9
58192,729.4
58356,266.72
85976,385.71
86028,136.71
74550,448.77
82,93.43
60623,103.55
13969,1023.82
38623,988.08
51160,677.54
3934,165.21
62822,213.86
74659,418.7
87698,132.21
5358,511.89
21026,218.36
82320,711.41
10566,866.44
73902,800.49
66436,940.3
23061,461.78
54449,367.02
20581,890.18
38589,862.29
45780,565.36
7847,867.43
9840,689.41
71766,258.31
24639,554.22
32201,712.92
82951,200.03
86776,220.59
58439,409.88
69561,239.74
7368,513.11
20570,887.95
33663,812.4
46145,758.31
57207,576.53
69721,269.97
81782,878.64
24501,293.2
35113,689.17
86,868.7
37582,772.59
75145,160.3
29298,172.29
43875,108.16
22814,876.87
46505,586.05
71532,1064.57
62283,649.48
1991,461.45
39942,612.12
53018,834.8
64371,228.52
5721,623.62
44012,197.42
55305,224.89
31420,616.78
33489,199.12
11886,361.67
24355,137.09
37407,110.52
49340,145.66
61123,401.12
73146,353.92
85655,216.44
3856,691.19
17618,107.93
29415,836.32
41171,233.4
53739,506.74
66605,880.0
78247,608.56
24821,607.85
87,604.52
13783,969.78
59787,537.37
87233,822.66
37459,957.89
11205,1032.04
75545,801.68
63182,685.48
50016,871.15
25749,417.3
73344,601.33
28970,332.35
88,477.3
51037,585.47
12516,230.51
63475,239.44
88279,687.72
75717,135.41
25832,208.53
37708,149.34
89,912.35
12631,746.25
46950,826.1
71364,176.58
25234,914.78
3867,763.52
16185,580.18
29519,708.49
41252,106.61
53500,136.33
66458,359.53
78652,513.99
38253,267.54
43590,961.74
50948,572.55
246,933.29
75381,561.66
86706,919.19
88811,510.81
86271,1026.32
57350,980.61
39936,165.3
23623,564.37
35738,357.09
75544,677.55
92,429.12
31485,899.36
62423,497.88
5540,583.41
80300,519.53
42786,529.96
18530,429.14
36518,992.99
86020,416.89
69128,460.51
56212,693.44
507,967.59
14259,238.4
25306,446.19
38918,727.17
49913,479.29
63796,206.94
74830,777.65
88337,169.56
27519,623.04
53282,577.82
66441,760.02
79630,217.81
55643,167.84
51571,180.35
2629,489.89
15343,325.26
27125,506.2
40615,880.32
52859,905.86
65164,751.26
76797,533.05
14591,126.21
20660,610.46
26871,271.66
63497,746.76
88514,300.8
75369,897.96
85311,201.13
73350,274.18
205,599.02
47441,673.57
95,552.77
13513,652.36
25845,132.48
29704,938.22
38343,573.45
49943,613.85
62690,109.29
75305,348.9
87680,842.55
54727,213.22
78203,921.41
17710,725.05
3639,273.95
41238,250.63
66432,318.92
30299,967.25
52120,985.34
54136,358.64
3751,844.81
42011,752.07
16334,680.37
68049,128.38
79000,918.44
66912,799.71
85400,288.64
9804,791.43
23244,824.5
34766,577.52
44468,149.66
46760,544.87
59778,765.41
72793,921.51
85223,342.17
82301,249.7
35882,294.76
39211,628.4
7354,380.79
21123,772.57
32888,689.17
44915,947.51
57830,954.89
70242,272.61
82026,692.02
50013,626.52
63131,468.1
14871,866.14
31483,578.74
6288,722.47
68775,968.42
97,485.11
13764,292.77
25684,733.35
38144,568.29
51600,904.94
63703,406.14
75342,856.89
88076,118.59
5811,674.09
18035,365.15
30649,904.63
43848,483.63
55604,589.71
67927,421.67
80985,447.72
84195,244.69
3921,228.44
16137,926.22
30301,285.71
42456,977.84
54428,873.23
67207,639.0
79651,640.86
47597,915.82
6731,950.8
34824,568.43
23104,276.53
76206,928.84
2232,827.87
15389,224.11
28190,223.07
39553,411.06
51745,937.91
64307,766.21
77292,571.86
8461,887.72
3065,453.27
15365,841.76
26853,243.08
40680,489.07
52922,185.96
64693,176.75
77186,890.41
26976,679.54
12895,948.5
65093,357.05
20709,978.62
57634,945.04
77750,385.31
46468,380.12
45927,614.19
51975,894.22
12418,258.61
23965,606.89
36949,266.44
49087,530.77
61750,906.85
73684,778.3
85912,686.24
78136,813.19
22248,306.65
39047,126.81
78163,733.94
51033,890.95
38423,353.6
49850,733.48
41023,490.52
42413,303.06
56764,507.06
45260,516.3
85432,237.31
37517,657.05
84101,902.55
26780,815.0
76007,761.93
7617,505.4
20678,448.85
82113,219.95
17279,619.16
26326,120.83
13597,630.11
77660,582.5
57619,311.63
20785,279.65
8258,151.01
10913,983.6
23325,518.29
36244,729.89
49678,438.2
61316,444.94
73401,425.08
85886,144.35
14477,649.38
3464,908.25
15224,434.97
28368,500.23
40354,153.23
53116,589.8
65595,254.92
77118,113.38
15990,524.44
58168,637.54
82215,316.75
69631,642.48
28599,133.11
5546,561.78
42459,260.42
41344,357.87
82767,199.78
59020,250.01
10973,274.88
24208,475.4
35928,205.71
49358,317.29
61789,887.99
66344,968.35
73964,726.67
85986,472.98
103,702.72
13107,561.14
25421,578.63
38477,928.19
51701,957.28
56082,972.32
63740,389.16
76170,393.52
87686,670.34
70098,907.92
83183,874.99
70918,505.07
51744,829.27
82499,975.28
11413,590.03
58379,303.16
52217,797.98
65692,725.44
39686,529.05
55074,270.14
41015,424.67
63576,896.13
6180,700.52
25963,913.47
12376,384.69
24922,892.91
36104,203.16
48895,208.89
61098,701.93
72958,242.65
85937,455.23
51304,166.73
37959,251.47
10786,270.82
74534,512.26
3726,384.83
79902,328.2
4227,217.29
16218,582.49
30105,609.89
41602,223.12
55045,356.33
67511,111.3
79706,721.51
44671,125.73
703,778.87
27004,674.53
87709,794.43
4020,499.19
67442,792.3
33385,753.87
17547,507.69
6297,922.1
18630,849.06
30333,542.3
43200,457.36
55762,712.69
68597,318.68
81662,627.31
58609,892.43
73882,831.08
85754,508.7
14163,920.27
58415,633.78
26176,822.95
39574,839.34
42003,504.85
73180,887.73
28168,420.03
38813,568.46
52036,741.01
39477,313.96
50193,462.19
63094,660.23
76126,157.23
87144,554.9
62232,182.98
76293,706.29
81096,451.12
61493,448.25
111,367.67
25036,172.47
9342,582.05
23272,360.03
34166,621.88
46406,553.04
58897,749.6
72807,656.37
85111,759.47
32965,338.68
23847,744.67
13514,616.31
41152,420.26
58922,238.86
11881,819.33
23958,257.8
36346,168.36
48474,308.62
61292,639.61
73787,981.89
86819,331.66
26619,859.45
59828,251.3
62132,288.25
84263,715.27
72111,813.91
38321,923.17
38888,223.63
87621,573.71
62970,841.12
13530,961.6
1703,759.13
1721,602.91
13583,363.89
25046,179.85
38865,610.0
49929,490.05
63239,901.61
75689,876.18
87056,721.27
88647,836.92
26173,822.27
3801,277.81
17195,313.15
28595,215.65
41568,729.38
54965,845.21
67500,556.67
75093,341.98
78360,409.65
51045,413.97
70930,572.9
63108,131.99
4119,958.45
16094,910.97
29841,248.45
42104,899.09
54982,647.31
66561,571.34
79119,891.97
8536,373.49
19874,722.4
32568,882.2
45386,494.15
58117,241.93
70657,580.21
83433,520.73
45094,334.63
75848,268.87
77328,987.52
112,239.42
48591,902.83
13989,754.12
25380,522.3
46985,669.56
64456,521.28
7475,717.75
21784,714.55
12318,777.01
38756,865.49
46126,720.67
71009,765.65
57222,749.94
4979,846.51
16907,435.88
29840,389.12
41962,154.92
54793,773.07
66200,103.72
78177,226.86
8795,845.2
82560,945.02
20550,885.36
32905,418.39
49842,961.06
62824,523.71
62328,415.43
78614,521.58
11550,349.81
22621,943.36
73711,101.55
75964,266.22
114,982.26
75951,755.59
7956,621.02
20138,517.22
32431,852.29
45905,191.0
57987,693.35
69971,714.06
83222,379.93
12130,366.33
62179,280.31
57695,903.15
22869,549.91
38416,578.01
49969,576.21
28471,893.44
1115,686.44
12988,283.04
24973,992.82
38806,172.26
51677,137.9
63666,649.13
75647,230.37
88262,591.14
63339,185.84
2856,781.63
15162,862.2
28051,201.13
40831,913.07
52485,204.27
65611,207.62
76894,939.59
7794,205.5
70702,242.65
82996,126.51
85080,363.58
9849,517.25
84713,854.48
72785,106.92
6147,966.77
18231,298.3
22650,935.25
30505,208.75
42953,120.96
55976,712.89
68743,753.97
80251,259.23
19082,133.94
46754,674.75
34089,196.59
59790,405.43
67158,221.38
78373,480.83
63380,1023.48
81773,449.72
116,721.47
14028,868.04
25972,464.16
38116,558.82
51111,534.56
62626,613.93
76144,348.16
87517,498.85
6727,366.54
17838,571.46
30640,127.32
43987,687.64
55414,979.14
68860,445.81
80265,914.54
16030,784.82
29949,821.85
24651,912.12
86221,662.37
10956,549.19
73195,643.52
118,322.74
12819,617.26
7905,145.05
21107,476.0
32806,274.38
45204,545.22
57658,516.02
70152,437.53
81723,372.8
7996,291.28
32913,791.25
57366,934.07
82059,852.3
23263,862.86
38567,356.36
51671,379.98
2083,358.01
14820,452.08
28389,661.41
40870,885.0
52918,262.66
65640,953.12
77594,238.75
62482,184.53
2723,784.08
15701,159.32
27841,724.62
40163,499.19
52973,366.22
64288,444.29
76575,451.52
31474,975.93
11796,439.11
11899,709.22
62484,496.5
8467,679.27
19995,371.82
33534,244.0
46231,633.39
58712,508.84
70773,912.92
83428,819.73
60839,750.05
74665,521.18
87085,514.81
26960,472.15
54858,565.28
56763,360.16
70938,739.84
23172,894.28
21520,575.61
16594,431.19
51224,128.35
66558,363.89
4040,906.36
4358,985.48
78553,770.33
54424,551.31
20873,157.25
42511,809.62
19984,701.02
28558,222.13
25187,382.09
7881,468.34
20280,105.14
33215,304.82
45320,567.34
58013,188.55
69659,681.81
81971,369.66
38902,396.69
3482,794.39
37358,784.67
62931,246.63
29127,765.67
5059,777.69
29660,801.46
21080,824.28
47046,809.92
75999,204.89
10322,351.26
71218,177.1
59339,641.12
36578,166.48
45124,727.16
28822,322.08
18550,492.28
51073,693.29
36328,615.17
4397,417.21
17551,657.68
29168,465.64
41470,787.19
54686,960.32
66128,291.17
79538,763.46
12674,803.32
14495,596.67
76698,467.99
4660,201.47
17368,126.14
28781,561.14
41557,952.0
54729,919.77
65770,862.7
79493,973.44
9818,741.57
12458,419.35
73523,241.17
26683,402.43
26090,768.53
5891,905.49
18888,343.15
31424,672.1
42854,349.51
56238,659.89
67678,306.42
80674,754.96
4541,486.66
16630,941.64
29373,396.43
41228,331.98
54015,252.12
67171,531.64
79473,275.91
18500,735.3
80833,420.79
32884,617.83
58876,256.99
86958,359.68
75451,672.43
50914,805.26
8738,287.18
20455,411.0
33879,398.72
45756,109.93
57367,110.87
69884,401.95
81687,525.89
9739,661.72
33991,455.66
72301,347.12
22806,869.75
47198,145.85
85135,442.17
10476,190.18
57730,142.55
20216,157.48
59796,556.67
84795,875.66
78000,890.11
8836,796.57
25092,699.99
87216,519.9
28382,685.02
59142,999.68
50467,977.82
3659,226.62
67099,465.0
41292,586.62
28795,159.07
16335,678.68
45541,776.04
69484,815.1
83040,760.21
83516,571.63
84295,385.95
46908,679.5
84440,536.64
11143,124.22
23872,480.64
36497,552.54
49728,703.08
62013,767.63
74142,192.07
85689,279.78
11301,704.92
61392,173.65
12123,740.04
23852,945.22
36933,135.11
48302,580.92
61348,176.49
73049,103.56
85956,634.71
40721,288.17
47008,475.81
72237,346.5
84554,653.83
60200,706.87
128,741.05
75754,919.21
1110,404.54
39225,224.02
76214,978.71
83480,273.89
39871,990.02
43533,101.03
9777,221.99
24273,1036.95
3529,476.76
15053,778.71
27907,194.76
40484,830.92
52510,537.76
64841,533.4
