tran_id,bene_bank_id
63185,bank_3
37695,bank_3
50479,bank_3
74426,bank_3
25293,bank_0
76083,bank_0
12989,bank_0
62464,bank_0
69133,bank_4
56803,bank_4
51762,bank_4
5450,bank_4
19504,bank_4
31319,bank_4
43377,bank_4
55335,bank_4
68708,bank_4
80537,bank_4
25883,bank_4
36984,bank_4
52250,bank_4
41979,bank_4
42364,bank_4
41089,bank_4
31000,bank_4
60462,bank_4
14091,bank_4
734,bank_4
65441,bank_4
4606,bank_4
16812,bank_4
28619,bank_4
41998,bank_4
54401,bank_4
65785,bank_4
79235,bank_4
80729,bank_4
47002,bank_4
47099,bank_4
23885,bank_4
11588,bank_4
24212,bank_4
36312,bank_4
49497,bank_4
61478,bank_4
73123,bank_4
85879,bank_4
37273,bank_0
65039,bank_2
40945,bank_2
26877,bank_2
52705,bank_2
79942,bank_4
76389,bank_3
1826,bank_3
41077,bank_3
88324,bank_3
13120,bank_3
64083,bank_3
10196,bank_3
38133,bank_3
26587,bank_3
62189,bank_3
51652,bank_3
26055,bank_3
82433,bank_3
72342,bank_3
36029,bank_3
34891,bank_2
21933,bank_2
63128,bank_3
106,bank_3
13178,bank_3
25582,bank_3
38038,bank_3
50562,bank_3
62750,bank_3
74770,bank_3
88796,bank_3
82432,bank_3
76149,bank_3
13136,bank_3
78817,bank_3
71824,bank_3
25203,bank_1
2609,bank_1
15071,bank_1
27272,bank_1
40428,bank_1
51953,bank_1
64784,bank_1
76601,bank_1
25,bank_3
13280,bank_3
25726,bank_3
37702,bank_3
51444,bank_3
63535,bank_3
74864,bank_3
88521,bank_3
84354,bank_4
49894,bank_4
42437,bank_4
17879,bank_4
22726,bank_4
50406,bank_4
75070,bank_4
25951,bank_4
88430,bank_4
53128,bank_4
15253,bank_4
68270,bank_4
8352,bank_4
20576,bank_4
63736,bank_4
36255,bank_4
15614,bank_4
30041,bank_4
32,bank_3
13375,bank_3
25769,bank_3
37553,bank_3
51563,bank_3
63720,bank_3
75870,bank_3
87150,bank_3
40957,bank_3
63270,bank_4
74474,bank_4
20229,bank_0
70507,bank_0
7320,bank_1
19910,bank_1
32288,bank_1
44641,bank_1
58461,bank_1
70785,bank_1
72241,bank_1
83229,bank_1
80577,bank_3
315,bank_3
12515,bank_3
25906,bank_3
30694,bank_3
38823,bank_3
50949,bank_3
63165,bank_3
76424,bank_3
87608,bank_3
6169,bank_3
9975,bank_3
19474,bank_3
22957,bank_3
34512,bank_3
46410,bank_3
60305,bank_3
72858,bank_3
83997,bank_3
68361,bank_3
23749,bank_3
44489,bank_3
55161,bank_3
34,bank_4
14174,bank_4
37687,bank_4
65682,bank_4
66482,bank_4
78137,bank_4
7779,bank_4
9335,bank_4
26564,bank_3
18531,bank_3
56300,bank_3
28485,bank_2
14841,bank_2
40265,bank_2
53738,bank_2
20734,bank_2
52953,bank_2
37694,bank_4
26329,bank_4
5539,bank_4
18867,bank_4
31408,bank_4
42846,bank_4
55659,bank_4
69103,bank_4
81325,bank_4
51610,bank_2
87855,bank_2
63121,bank_2
37940,bank_2
51643,bank_3
58618,bank_3
48422,bank_3
63532,bank_2
74836,bank_4
51229,bank_4
62772,bank_4
65256,bank_4
64259,bank_4
14953,bank_4
51854,bank_4
56912,bank_4
6459,bank_4
82219,bank_4
8167,bank_4
76379,bank_4
59902,bank_4
87658,bank_4
63549,bank_4
25436,bank_4
109,bank_4
25991,bank_4
39390,bank_4
52816,bank_4
39546,bank_4
2717,bank_4
3300,bank_4
68940,bank_4
81245,bank_4
30403,bank_4
83341,bank_4
23173,bank_4
9290,bank_4
49688,bank_4
42365,bank_4
26634,bank_1
88051,bank_1
2975,bank_2
14650,bank_2
26974,bank_2
39892,bank_2
52648,bank_2
64170,bank_2
76976,bank_2
14231,bank_3
967,bank_3
14004,bank_3
26107,bank_3
39302,bank_3
51064,bank_3
62550,bank_3
76355,bank_3
88661,bank_3
3413,bank_3
14666,bank_3
28069,bank_3
40914,bank_3
53206,bank_3
65177,bank_3
77881,bank_3
3767,bank_3
41988,bank_3
79914,bank_3
37525,bank_3
40150,bank_4
82813,bank_4
17419,bank_4
24007,bank_4
70292,bank_4
80357,bank_4
26421,bank_4
3430,bank_4
16771,bank_4
32337,bank_4
46069,bank_4
69346,bank_4
57398,bank_4
20347,bank_4
40,bank_3
62792,bank_3
40815,bank_3
59721,bank_2
25653,bank_3
87634,bank_3
4048,bank_3
17714,bank_3
29575,bank_3
41891,bank_3
54444,bank_3
66357,bank_3
79201,bank_3
41,bank_3
87809,bank_3
26764,bank_3
12669,bank_3
39431,bank_3
63537,bank_3
74684,bank_3
23966,bank_3
38778,bank_3
51632,bank_3
48633,bank_4
18918,bank_2
18323,bank_4
51557,bank_4
62945,bank_4
75600,bank_4
1344,bank_3
63957,bank_3
4457,bank_3
17155,bank_3
28953,bank_3
41034,bank_3
54799,bank_3
66525,bank_3
78777,bank_3
44075,bank_3
20214,bank_3
58046,bank_3
36429,bank_3
63739,bank_4
40363,bank_4
81625,bank_4
34027,bank_4
34787,bank_4
39104,bank_3
87486,bank_3
38894,bank_3
12013,bank_3
23920,bank_3
36598,bank_3
48531,bank_3
61536,bank_3
73193,bank_3
85452,bank_3
43240,bank_2
70638,bank_4
44886,bank_4
10790,bank_4
24778,bank_4
37156,bank_4
49046,bank_4
61291,bank_4
72963,bank_4
86923,bank_4
24275,bank_4
1178,bank_2
35598,bank_2
25479,bank_3
51051,bank_3
12965,bank_3
50460,bank_3
63026,bank_3
12951,bank_3
51238,bank_3
88293,bank_3
1536,bank_3
39159,bank_3
75715,bank_3
3446,bank_3
38042,bank_3
62959,bank_3
83485,bank_3
77485,bank_1
17849,bank_3
5928,bank_3
55883,bank_3
69288,bank_3
81138,bank_3
31659,bank_3
44212,bank_3
23666,bank_2
49680,bank_2
84466,bank_2
1078,bank_0
13634,bank_0
25518,bank_0
38947,bank_0
49884,bank_0
62806,bank_0
75744,bank_0
86964,bank_0
19271,bank_1
81585,bank_1
7094,bank_1
68548,bank_1
80062,bank_1
47,bank_3
13556,bank_3
26775,bank_3
38386,bank_3
51546,bank_3
64053,bank_3
75536,bank_3
87612,bank_3
51527,bank_3
14696,bank_3
17185,bank_3
54918,bank_3
78660,bank_3
68984,bank_3
48,bank_3
13557,bank_3
26776,bank_3
38387,bank_3
51547,bank_3
64054,bank_3
75537,bank_3
87613,bank_3
18641,bank_3
84995,bank_3
23939,bank_3
50324,bank_4
28359,bank_4
39363,bank_4
64853,bank_4
39360,bank_4
52058,bank_4
78797,bank_4
41943,bank_4
4493,bank_4
16817,bank_4
68843,bank_4
6117,bank_4
57345,bank_4
57757,bank_4
20808,bank_4
83191,bank_4
81753,bank_4
8652,bank_4
20601,bank_4
32497,bank_4
44815,bank_4
58369,bank_4
70690,bank_4
81787,bank_4
9274,bank_4
85606,bank_4
36141,bank_4
37291,bank_4
6797,bank_1
42054,bank_2
29116,bank_2
31158,bank_1
42956,bank_1
69615,bank_3
83059,bank_3
58175,bank_3
45191,bank_3
8430,bank_3
33003,bank_3
21319,bank_3
87934,bank_3
134,bank_3
39309,bank_3
75485,bank_3
26729,bank_3
14214,bank_3
62969,bank_3
38954,bank_3
50177,bank_3
24460,bank_4
70470,bank_4
48083,bank_4
61240,bank_4
53418,bank_4
26787,bank_3
62333,bank_3
27854,bank_3
9547,bank_3
21767,bank_3
34650,bank_3
46636,bank_3
58813,bank_3
71976,bank_3
84918,bank_3
53,bank_0
13354,bank_0
25268,bank_0
38702,bank_0
49888,bank_0
62493,bank_0
76417,bank_0
87596,bank_0
53753,bank_0
19731,bank_2
45186,bank_3
228,bank_3
12768,bank_3
25500,bank_3
33482,bank_3
38048,bank_3
50540,bank_3
62937,bank_3
75920,bank_3
88644,bank_3
57230,bank_3
8339,bank_3
70234,bank_3
19983,bank_3
82762,bank_3
55322,bank_2
43461,bank_2
48037,bank_2
54,bank_3
37961,bank_3
74720,bank_3
8621,bank_3
20235,bank_3
33266,bank_3
45827,bank_3
58248,bank_3
70789,bank_3
82740,bank_3
13036,bank_3
50483,bank_3
88280,bank_3
10919,bank_3
23970,bank_3
36729,bank_3
49824,bank_3
61422,bank_3
73235,bank_3
86279,bank_3
12034,bank_3
24179,bank_3
37136,bank_3
49283,bank_3
61472,bank_3
73165,bank_3
85678,bank_3
7868,bank_4
11747,bank_4
24088,bank_4
37288,bank_4
49513,bank_4
61740,bank_4
73931,bank_4
86481,bank_4
63105,bank_4
25005,bank_4
64830,bank_4
66922,bank_4
67886,bank_4
21117,bank_4
47021,bank_4
73710,bank_4
49062,bank_4
38994,bank_0
28740,bank_4
81700,bank_4
56,bank_0
12579,bank_0
26297,bank_0
38987,bank_0
42657,bank_0
50567,bank_0
62893,bank_0
75465,bank_0
87588,bank_0
29585,bank_0
16649,bank_0
57,bank_0
13085,bank_0
25124,bank_0
37928,bank_0
50313,bank_0
54423,bank_0
63462,bank_0
74923,bank_0
87023,bank_0
67403,bank_4
55057,bank_4
42522,bank_4
79883,bank_4
67096,bank_4
53653,bank_4
55393,bank_4
59,bank_3
13043,bank_3
25741,bank_3
39184,bank_3
51665,bank_3
62910,bank_3
74661,bank_3
87850,bank_3
38557,bank_3
29770,bank_3
19193,bank_3
7237,bank_3
19818,bank_3
32761,bank_3
45805,bank_3
57153,bank_3
70170,bank_3
82402,bank_3
70017,bank_2
54472,bank_3
4318,bank_3
25568,bank_3
78764,bank_3
28926,bank_3
66643,bank_3
41626,bank_3
17333,bank_3
60947,bank_3
13258,bank_1
88144,bank_1
66370,bank_0
63,bank_3
50093,bank_3
54406,bank_3
35111,bank_3
6080,bank_0
18678,bank_0
30799,bank_0
42889,bank_0
56072,bank_0
58203,bank_0
68930,bank_0
81475,bank_0
12721,bank_3
62314,bank_3
25374,bank_3
88698,bank_3
26443,bank_3
67647,bank_3
20707,bank_3
82892,bank_3
20526,bank_3
73178,bank_3
26366,bank_4
87224,bank_4
54369,bank_4
53628,bank_4
68096,bank_4
18934,bank_4
72867,bank_4
13012,bank_3
74622,bank_3
26137,bank_3
1366,bank_3
75072,bank_3
7593,bank_3
74604,bank_3
62462,bank_4
67049,bank_4
50795,bank_3
1962,bank_3
65707,bank_3
54927,bank_3
59571,bank_3
65,bank_4
21958,bank_4
68247,bank_4
84194,bank_4
37538,bank_1
51703,bank_2
63067,bank_4
43168,bank_4
75052,bank_4
37868,bank_4
3026,bank_4
1890,bank_4
76854,bank_4
51927,bank_4
44804,bank_4
84670,bank_4
10002,bank_4
48741,bank_4
86962,bank_4
25673,bank_4
66,bank_3
14129,bank_3
25034,bank_3
37995,bank_3
50474,bank_3
62649,bank_3
75650,bank_3
87535,bank_3
27940,bank_3
24191,bank_3
73007,bank_2
31509,bank_2
60921,bank_2
29010,bank_1
68,bank_3
13902,bank_3
25953,bank_3
38436,bank_3
50510,bank_3
62310,bank_3
75224,bank_3
87624,bank_3
3658,bank_3
17037,bank_3
28862,bank_3
41058,bank_3
54611,bank_3
67102,bank_3
79039,bank_3
55210,bank_3
26994,bank_4
48918,bank_4
4969,bank_4
84647,bank_4
11464,bank_4
77423,bank_4
87380,bank_4
65373,bank_4
9285,bank_4
21799,bank_4
35595,bank_4
46507,bank_4
58820,bank_4
71221,bank_4
84387,bank_4
11388,bank_4
3090,bank_2
77033,bank_4
51766,bank_4
19537,bank_4
81162,bank_4
43986,bank_4
9421,bank_4
21652,bank_4
35016,bank_4
47309,bank_4
60556,bank_4
71310,bank_4
85006,bank_4
46710,bank_4
48356,bank_4
11772,bank_4
70,bank_3
87820,bank_3
6158,bank_3
38631,bank_3
51261,bank_3
18962,bank_3
62395,bank_3
25876,bank_3
76467,bank_3
14286,bank_3
81293,bank_4
55500,bank_4
69085,bank_4
68642,bank_4
17495,bank_4
50506,bank_4
51286,bank_4
26003,bank_4
15480,bank_4
39335,bank_4
81567,bank_4
6351,bank_4
18870,bank_4
31171,bank_4
44376,bank_4
55765,bank_4
67756,bank_4
81298,bank_4
46003,bank_4
69719,bank_4
82471,bank_4
21965,bank_4
82024,bank_1
50336,bank_3
50539,bank_3
39979,bank_3
73,bank_3
62835,bank_3
65404,bank_3
5745,bank_3
18727,bank_3
31938,bank_3
44263,bank_3
55421,bank_3
68323,bank_3
81365,bank_3
68910,bank_3
24121,bank_3
35971,bank_3
69676,bank_4
12410,bank_4
79766,bank_4
83401,bank_4
9639,bank_4
74,bank_3
37741,bank_3
75707,bank_3
87551,bank_3
85259,bank_3
13397,bank_3
51243,bank_3
87751,bank_3
53107,bank_3
7758,bank_3
20684,bank_3
32929,bank_3
45155,bank_3
57539,bank_3
71013,bank_3
82252,bank_3
68530,bank_4
45054,bank_4
11427,bank_4
24673,bank_4
36189,bank_4
48447,bank_4
61780,bank_4
74561,bank_4
86026,bank_4
75,bank_3
13622,bank_3
25253,bank_3
39147,bank_3
51190,bank_3
62788,bank_3
74267,bank_3
75480,bank_3
87797,bank_3
61577,bank_3
49656,bank_3
20642,bank_3
24250,bank_3
11589,bank_3
35929,bank_3
85621,bank_3
37811,bank_2
20415,bank_2
26391,bank_2
40686,bank_1
26956,bank_1
52924,bank_1
73527,bank_4
61110,bank_4
49567,bank_4
76,bank_4
9334,bank_4
13824,bank_2
24359,bank_0
51669,bank_0
73043,bank_0
37216,bank_0
37963,bank_0
86343,bank_0
25634,bank_3
71242,bank_3
22753,bank_3
82050,bank_3
84603,bank_3
21372,bank_3
59606,bank_3
34239,bank_3
10272,bank_3
59877,bank_3
21779,bank_3
46381,bank_3
37883,bank_3
53246,bank_3
2708,bank_3
6342,bank_3
55392,bank_3
14856,bank_3
27514,bank_3
65581,bank_3
10801,bank_3
23704,bank_3
36966,bank_3
49236,bank_3
61925,bank_3
74320,bank_3
85532,bank_3
40739,bank_3
77366,bank_3
62503,bank_3
81087,bank_3
18533,bank_3
75301,bank_1
82070,bank_3
88119,bank_3
21162,bank_3
32255,bank_3
8640,bank_3
70892,bank_3
58133,bank_3
44803,bank_3
38601,bank_4
78510,bank_4
22208,bank_4
78,bank_0
63868,bank_0
12598,bank_0
66007,bank_0
76391,bank_0
26253,bank_0
87580,bank_0
79,bank_2
13114,bank_2
25235,bank_2
38023,bank_2
51617,bank_2
62713,bank_2
75173,bank_2
87931,bank_2
45600,bank_0
29662,bank_4
23428,bank_4
87300,bank_4
14230,bank_4
13616,bank_4
2728,bank_4
15992,bank_4
27708,bank_4
40387,bank_4
51722,bank_4
64536,bank_4
77982,bank_4
78765,bank_4
58192,bank_4
58356,bank_4
85976,bank_4
86028,bank_4
74550,bank_4
82,bank_4
60623,bank_4
13969,bank_1
38623,bank_2
51160,bank_4
3934,bank_4
62822,bank_1
74659,bank_0
87698,bank_4
5358,bank_4
21026,bank_4
82320,bank_4
10566,bank_4
73902,bank_4
66436,bank_2
23061,bank_2
54449,bank_2
20581,bank_3
38589,bank_3
45780,bank_3
7847,bank_3
9840,bank_3
71766,bank_3
24639,bank_3
32201,bank_3
82951,bank_3
86776,bank_3
58439,bank_3
69561,bank_3
7368,bank_4
20570,bank_4
33663,bank_4
46145,bank_4
57207,bank_4
69721,bank_4
81782,bank_4
24501,bank_4
35113,bank_2
86,bank_3
37582,bank_3
75145,bank_3
29298,bank_3
43875,bank_3
22814,bank_3
46505,bank_3
71532,bank_3
62283,bank_4
1991,bank_4
39942,bank_4
53018,bank_4
64371,bank_4
5721,bank_4
44012,bank_4
55305,bank_4
31420,bank_4
33489,bank_4
11886,bank_4
24355,bank_4
37407,bank_4
49340,bank_4
61123,bank_4
73146,bank_4
85655,bank_4
3856,bank_4
17618,bank_4
29415,bank_4
41171,bank_4
53739,bank_4
66605,bank_4
78247,bank_4
24821,bank_4
87,bank_3
13783,bank_3
59787,bank_3
87233,bank_3
37459,bank_3
11205,bank_3
75545,bank_3
63182,bank_3
50016,bank_3
25749,bank_3
73344,bank_3
28970,bank_0
88,bank_3
51037,bank_3
12516,bank_3
63475,bank_3
88279,bank_3
75717,bank_3
25832,bank_3
37708,bank_3
89,bank_4
12631,bank_3
46950,bank_3
71364,bank_3
25234,bank_1
3867,bank_1
16185,bank_1
29519,bank_1
41252,bank_1
53500,bank_1
66458,bank_1
78652,bank_1
38253,bank_4
43590,bank_4
50948,bank_4
246,bank_4
75381,bank_4
86706,bank_4
88811,bank_4
86271,bank_4
57350,bank_4
39936,bank_2
23623,bank_2
35738,bank_4
75544,bank_4
92,bank_3
31485,bank_3
62423,bank_3
5540,bank_3
80300,bank_3
42786,bank_3
18530,bank_3
36518,bank_3
86020,bank_3
69128,bank_3
56212,bank_3
507,bank_4
14259,bank_4
25306,bank_4
38918,bank_4
49913,bank_4
63796,bank_4
74830,bank_4
88337,bank_4
27519,bank_4
53282,bank_4
66441,bank_4
79630,bank_4
55643,bank_4
51571,bank_3
2629,bank_3
15343,bank_3
27125,bank_3
40615,bank_3
52859,bank_3
65164,bank_3
76797,bank_3
14591,bank_3
20660,bank_3
26871,bank_4
63497,bank_4
88514,bank_4
75369,bank_4
85311,bank_4
73350,bank_4
205,bank_1
47441,bank_1
95,bank_3
13513,bank_3
25845,bank_3
29704,bank_3
38343,bank_3
49943,bank_3
62690,bank_3
75305,bank_3
87680,bank_3
54727,bank_3
78203,bank_3
17710,bank_3
3639,bank_3
41238,bank_3
66432,bank_3
30299,bank_3
52120,bank_3
54136,bank_3
3751,bank_3
42011,bank_3
16334,bank_3
68049,bank_3
79000,bank_3
66912,bank_3
85400,bank_3
9804,bank_2
23244,bank_2
34766,bank_2
44468,bank_2
46760,bank_2
59778,bank_2
72793,bank_2
85223,bank_2
82301,bank_4
35882,bank_4
39211,bank_3
7354,bank_3
21123,bank_3
32888,bank_3
44915,bank_3
57830,bank_3
70242,bank_3
82026,bank_3
50013,bank_3
63131,bank_3
14871,bank_3
31483,bank_3
6288,bank_3
68775,bank_3
97,bank_3
13764,bank_3
25684,bank_3
38144,bank_3
51600,bank_3
63703,bank_3
75342,bank_3
88076,bank_3
5811,bank_3
18035,bank_3
30649,bank_3
43848,bank_3
55604,bank_3
67927,bank_3
80985,bank_3
84195,bank_3
3921,bank_2
16137,bank_2
30301,bank_2
42456,bank_2
54428,bank_2
67207,bank_2
79651,bank_2
47597,bank_2
6731,bank_2
34824,bank_2
23104,bank_2
76206,bank_0
2232,bank_0
15389,bank_0
28190,bank_0
39553,bank_0
51745,bank_0
64307,bank_0
77292,bank_0
8461,bank_1
3065,bank_0
15365,bank_0
26853,bank_0
40680,bank_0
52922,bank_0
64693,bank_0
77186,bank_0
26976,bank_2
12895,bank_3
65093,bank_3
20709,bank_3
57634,bank_3
77750,bank_4
46468,bank_4
45927,bank_4
51975,bank_4
12418,bank_0
23965,bank_0
36949,bank_0
49087,bank_0
61750,bank_0
73684,bank_0
85912,bank_0
78136,bank_4
22248,bank_4
39047,bank_2
78163,bank_2
51033,bank_2
38423,bank_4
49850,bank_4
41023,bank_4
42413,bank_4
56764,bank_4
45260,bank_4
85432,bank_4
37517,bank_4
84101,bank_4
26780,bank_3
76007,bank_3
7617,bank_3
20678,bank_3
82113,bank_3
17279,bank_1
26326,bank_1
13597,bank_4
77660,bank_4
57619,bank_4
20785,bank_4
8258,bank_4
10913,bank_4
23325,bank_4
36244,bank_4
49678,bank_4
61316,bank_4
73401,bank_4
85886,bank_4
14477,bank_4
3464,bank_4
15224,bank_4
28368,bank_4
40354,bank_4
53116,bank_4
65595,bank_4
77118,bank_4
15990,bank_4
58168,bank_4
82215,bank_4
69631,bank_4
28599,bank_2
5546,bank_2
42459,bank_2
41344,bank_4
82767,bank_4
59020,bank_4
10973,bank_1
24208,bank_1
35928,bank_1
49358,bank_1
61789,bank_1
66344,bank_1
73964,bank_1
85986,bank_1
103,bank_0
13107,bank_0
25421,bank_0
38477,bank_0
51701,bank_0
56082,bank_0
63740,bank_0
76170,bank_0
87686,bank_0
70098,bank_4
83183,bank_4
70918,bank_4
51744,bank_4
82499,bank_4
11413,bank_4
58379,bank_4
52217,bank_4
65692,bank_4
39686,bank_4
55074,bank_1
41015,bank_1
63576,bank_2
6180,bank_2
25963,bank_3
12376,bank_3
24922,bank_3
36104,bank_3
48895,bank_3
61098,bank_3
72958,bank_3
85937,bank_3
51304,bank_3
37959,bank_3
10786,bank_3
74534,bank_3
3726,bank_3
79902,bank_3
4227,bank_3
16218,bank_3
30105,bank_3
41602,bank_3
55045,bank_3
67511,bank_3
79706,bank_3
44671,bank_3
703,bank_4
27004,bank_4
87709,bank_3
4020,bank_3
67442,bank_3
33385,bank_3
17547,bank_4
6297,bank_4
18630,bank_4
30333,bank_4
43200,bank_4
55762,bank_4
68597,bank_4
81662,bank_4
58609,bank_4
73882,bank_4
85754,bank_4
14163,bank_4
58415,bank_4
26176,bank_3
39574,bank_3
42003,bank_3
73180,bank_3
28168,bank_4
38813,bank_4
52036,bank_4
39477,bank_4
50193,bank_4
63094,bank_4
76126,bank_1
87144,bank_2
62232,bank_4
76293,bank_4
81096,bank_4
61493,bank_2
111,bank_4
25036,bank_4
9342,bank_4
23272,bank_4
34166,bank_4
46406,bank_4
58897,bank_4
72807,bank_4
85111,bank_4
32965,bank_4
23847,bank_4
13514,bank_3
41152,bank_3
58922,bank_3
11881,bank_3
23958,bank_3
36346,bank_3
48474,bank_3
61292,bank_3
73787,bank_3
86819,bank_3
26619,bank_4
59828,bank_4
62132,bank_4
84263,bank_4
72111,bank_4
38321,bank_4
38888,bank_3
87621,bank_3
62970,bank_3
13530,bank_3
1703,bank_3
1721,bank_3
13583,bank_3
25046,bank_3
38865,bank_3
49929,bank_3
63239,bank_3
75689,bank_3
87056,bank_3
88647,bank_3
26173,bank_3
3801,bank_3
17195,bank_3
28595,bank_3
41568,bank_3
54965,bank_3
67500,bank_3
75093,bank_3
78360,bank_3
51045,bank_3
70930,bank_3
63108,bank_3
4119,bank_3
16094,bank_3
29841,bank_3
42104,bank_3
54982,bank_3
66561,bank_3
79119,bank_3
8536,bank_3
19874,bank_3
32568,bank_3
45386,bank_3
58117,bank_3
70657,bank_3
83433,bank_3
45094,bank_3
75848,bank_4
77328,bank_4
112,bank_1
48591,bank_1
13989,bank_2
25380,bank_4
46985,bank_4
64456,bank_4
7475,bank_4
21784,bank_4
12318,bank_4
38756,bank_3
46126,bank_3
71009,bank_3
57222,bank_3
4979,bank_3
16907,bank_3
29840,bank_3
41962,bank_3
54793,bank_3
66200,bank_3
78177,bank_3
8795,bank_3
82560,bank_3
20550,bank_3
32905,bank_3
49842,bank_0
62824,bank_4
62328,bank_4
78614,bank_4
11550,bank_4
22621,bank_4
73711,bank_4
75964,bank_1
114,bank_3
75951,bank_3
7956,bank_3
20138,bank_3
32431,bank_3
45905,bank_3
57987,bank_3
69971,bank_3
83222,bank_3
12130,bank_3
62179,bank_3
57695,bank_4
22869,bank_4
38416,bank_3
49969,bank_3
28471,bank_3
1115,bank_0
12988,bank_0
24973,bank_0
38806,bank_0
51677,bank_0
63666,bank_0
75647,bank_0
88262,bank_0
63339,bank_3
2856,bank_3
15162,bank_3
28051,bank_3
40831,bank_3
52485,bank_3
65611,bank_3
76894,bank_3
