tran_id,orig_bank_id
62513,bank_3
199,bank_3
12786,bank_3
26223,bank_3
38703,bank_3
51639,bank_3
62669,bank_3
76424,bank_3
88644,bank_3
27810,bank_3
50405,bank_2
76162,bank_3
53206,bank_3
14320,bank_3
62905,bank_3
8623,bank_3
20655,bank_3
32215,bank_3
46279,bank_3
57734,bank_3
62306,bank_3
70798,bank_3
82671,bank_3
26014,bank_3
35666,bank_3
50169,bank_3
38098,bank_3
17292,bank_0
54989,bank_0
41803,bank_2
7448,bank_1
20084,bank_1
33218,bank_1
46002,bank_1
58152,bank_1
69653,bank_1
81862,bank_1
35050,bank_3
16785,bank_3
13210,bank_3
3657,bank_3
17232,bank_3
29669,bank_3
41377,bank_3
54293,bank_3
67096,bank_3
79657,bank_3
24791,bank_3
21628,bank_2
72396,bank_4
59465,bank_4
8302,bank_3
19655,bank_3
33092,bank_3
45186,bank_3
47369,bank_3
58623,bank_3
70130,bank_3
81689,bank_3
9267,bank_1
83988,bank_4
35389,bank_3
3352,bank_3
15354,bank_3
26842,bank_3
39900,bank_3
53189,bank_3
64398,bank_3
77578,bank_3
77947,bank_3
52114,bank_3
10359,bank_3
22000,bank_3
34775,bank_3
47714,bank_3
60013,bank_3
64378,bank_3
71325,bank_3
83641,bank_3
14116,bank_2
14835,bank_2
2510,bank_2
21271,bank_2
77565,bank_4
65430,bank_4
28172,bank_3
40845,bank_3
54257,bank_3
52849,bank_4
33540,bank_3
44609,bank_3
76422,bank_3
51586,bank_3
2149,bank_3
64803,bank_3
70701,bank_3
3859,bank_3
4146,bank_3
16393,bank_3
85473,bank_3
44136,bank_3
33419,bank_3
45195,bank_3
58614,bank_3
59558,bank_3
11399,bank_3
73774,bank_3
37137,bank_3
39248,bank_2
38817,bank_1
43104,bank_1
6981,bank_2
61200,bank_3
21225,bank_3
63224,bank_2
85438,bank_4
63965,bank_3
50261,bank_3
52401,bank_3
65933,bank_3
2321,bank_3
45,bank_0
13320,bank_0
26050,bank_0
39023,bank_0
51562,bank_0
63371,bank_0
75739,bank_0
88372,bank_0
263,bank_0
62742,bank_0
62870,bank_1
17979,bank_2
46809,bank_2
46,bank_0
14269,bank_3
50560,bank_3
12491,bank_1
50105,bank_1
26820,bank_1
50431,bank_1
88067,bank_4
62275,bank_4
38170,bank_4
76024,bank_4
2298,bank_2
38561,bank_2
47,bank_3
13376,bank_3
26759,bank_3
38442,bank_3
51072,bank_3
63639,bank_3
75151,bank_3
88177,bank_3
8619,bank_3
944,bank_3
15620,bank_3
17409,bank_3
4333,bank_3
11118,bank_3
59900,bank_0
19276,bank_3
21519,bank_3
48,bank_3
51671,bank_3
50166,bank_3
63748,bank_3
75965,bank_3
73688,bank_3
78353,bank_3
103,bank_3
13079,bank_3
26463,bank_3
38742,bank_3
49947,bank_3
62351,bank_3
75867,bank_3
87019,bank_3
76848,bank_3
74353,bank_3
25063,bank_4
66764,bank_1
42501,bank_2
44483,bank_0
55698,bank_3
50250,bank_4
75649,bank_4
26265,bank_3
1831,bank_1
12624,bank_2
70029,bank_2
74654,bank_4
37887,bank_4
87984,bank_4
63446,bank_4
57330,bank_4
8368,bank_0
756,bank_4
13739,bank_4
25208,bank_4
39215,bank_4
50973,bank_4
64048,bank_4
75591,bank_4
87932,bank_4
32463,bank_1
45153,bank_4
85124,bank_4
82632,bank_4
70239,bank_4
21000,bank_1
63156,bank_4
604,bank_0
75991,bank_4
25859,bank_2
87506,bank_4
50837,bank_4
37658,bank_4
13397,bank_2
6590,bank_3
18627,bank_3
30423,bank_3
43156,bank_3
56576,bank_3
69206,bank_3
79981,bank_3
71996,bank_3
72924,bank_3
4157,bank_3
16364,bank_3
29214,bank_3
41474,bank_3
53555,bank_3
65975,bank_3
78721,bank_3
71322,bank_3
10984,bank_3
24397,bank_3
36374,bank_3
49642,bank_3
61031,bank_3
73278,bank_3
86773,bank_3
12233,bank_3
24221,bank_3
35982,bank_3
49428,bank_3
61747,bank_3
74350,bank_3
85589,bank_3
17561,bank_3
65737,bank_3
3616,bank_3
17096,bank_3
29592,bank_3
41438,bank_3
54728,bank_3
66324,bank_3
79386,bank_3
5428,bank_3
80565,bank_3
19066,bank_3
64974,bank_3
31439,bank_3
4392,bank_3
16897,bank_3
30215,bank_3
42130,bank_3
54174,bank_3
66283,bank_3
79735,bank_3
33179,bank_3
88149,bank_4
14363,bank_3
4771,bank_0
41236,bank_0
79241,bank_0
71770,bank_4
47618,bank_3
13481,bank_4
69393,bank_2
26240,bank_4
43661,bank_4
68739,bank_2
68705,bank_1
18032,bank_1
44665,bank_3
34000,bank_3
3238,bank_3
81317,bank_3
43119,bank_3
68508,bank_3
56807,bank_3
82264,bank_3
12836,bank_3
76436,bank_3
26704,bank_3
87909,bank_3
61719,bank_3
11846,bank_3
24436,bank_3
36927,bank_3
48949,bank_3
60888,bank_3
73549,bank_3
86095,bank_3
11180,bank_0
73197,bank_0
6402,bank_0
55978,bank_0
33285,bank_2
24668,bank_3
49739,bank_0
2519,bank_0
15928,bank_0
27092,bank_0
39751,bank_0
52294,bank_0
65480,bank_0
76998,bank_0
4680,bank_3
16293,bank_3
30023,bank_3
42632,bank_3
54139,bank_3
66670,bank_3
78481,bank_3
8117,bank_3
19956,bank_3
32185,bank_3
45021,bank_3
58211,bank_3
70562,bank_3
81868,bank_3
56,bank_3
12714,bank_3
25580,bank_3
38916,bank_3
50577,bank_3
62610,bank_3
63568,bank_3
75364,bank_3
87625,bank_3
25241,bank_3
75360,bank_3
51580,bank_3
38904,bank_3
81722,bank_3
57,bank_3
13348,bank_3
26048,bank_3
37770,bank_3
49940,bank_3
63238,bank_3
75609,bank_3
87281,bank_3
14987,bank_3
19632,bank_3
37112,bank_3
48805,bank_3
62034,bank_3
49441,bank_3
62443,bank_3
51132,bank_3
6794,bank_3
19156,bank_3
30754,bank_3
43271,bank_3
56003,bank_3
68851,bank_3
80931,bank_3
86146,bank_3
50803,bank_3
26687,bank_3
51305,bank_3
39491,bank_3
15649,bank_3
4992,bank_3
17105,bank_3
29007,bank_3
42091,bank_3
54282,bank_3
66211,bank_3
79846,bank_3
5806,bank_3
18600,bank_3
30432,bank_3
43244,bank_3
56149,bank_3
68983,bank_3
80291,bank_3
81601,bank_3
44910,bank_3
82448,bank_3
71055,bank_3
22855,bank_3
25978,bank_3
2423,bank_3
16050,bank_3
69980,bank_3
45279,bank_3
32832,bank_3
58050,bank_3
20803,bank_3
10728,bank_3
22099,bank_3
34826,bank_3
46411,bank_3
59449,bank_3
71888,bank_3
83514,bank_3
31166,bank_3
60,bank_0
17461,bank_0
41003,bank_0
66842,bank_0
37463,bank_1
42488,bank_1
42515,bank_1
50558,bank_1
26757,bank_0
28599,bank_0
14115,bank_0
18329,bank_3
76416,bank_3
87651,bank_4
62803,bank_2
5077,bank_0
29319,bank_0
54091,bank_0
79322,bank_0
26796,bank_3
1278,bank_2
9603,bank_3
51242,bank_3
63411,bank_3
279,bank_0
13390,bank_0
25930,bank_0
39027,bank_0
51341,bank_0
63800,bank_0
76112,bank_0
87511,bank_0
23151,bank_3
62,bank_3
13198,bank_3
25476,bank_3
37779,bank_3
50202,bank_3
62718,bank_3
75405,bank_3
88613,bank_3
70703,bank_3
12373,bank_3
65866,bank_3
42437,bank_3
53901,bank_3
55128,bank_3
29340,bank_3
74234,bank_3
42951,bank_3
61661,bank_3
63,bank_2
14016,bank_2
26035,bank_2
39168,bank_2
50419,bank_2
62656,bank_2
75607,bank_2
87457,bank_2
38598,bank_2
49010,bank_2
12412,bank_0
73640,bank_4
18708,bank_2
24656,bank_2
5595,bank_4
19490,bank_4
31508,bank_4
43069,bank_4
55679,bank_4
67695,bank_4
81416,bank_4
86070,bank_4
36632,bank_2
61616,bank_3
9583,bank_4
21965,bank_4
34131,bank_4
47285,bank_4
59413,bank_4
72880,bank_4
85238,bank_4
73684,bank_3
36217,bank_3
39795,bank_3
85629,bank_3
33160,bank_3
61513,bank_3
48442,bank_3
69721,bank_3
64,bank_3
13549,bank_3
26520,bank_3
38479,bank_3
50042,bank_3
62796,bank_3
75827,bank_3
87902,bank_3
57222,bank_3
7987,bank_3
19805,bank_3
32293,bank_3
45897,bank_3
58546,bank_3
70529,bank_3
82105,bank_3
4851,bank_3
17180,bank_3
28819,bank_3
42256,bank_3
54218,bank_3
67189,bank_3
78322,bank_3
81956,bank_3
70127,bank_3
76953,bank_3
56908,bank_3
29014,bank_3
1848,bank_3
13556,bank_3
26448,bank_3
39109,bank_3
49925,bank_3
63255,bank_3
74820,bank_3
88279,bank_3
6851,bank_3
18816,bank_3
30867,bank_3
44074,bank_3
55926,bank_3
68164,bank_3
81084,bank_3
40392,bank_3
18326,bank_3
60485,bank_3
11330,bank_3
85941,bank_3
86650,bank_3
85558,bank_3
65013,bank_3
77279,bank_3
15511,bank_3
64190,bank_3
78317,bank_3
65972,bank_3
20426,bank_3
62021,bank_3
50885,bank_3
17046,bank_3
42597,bank_3
66571,bank_3
30183,bank_3
5072,bank_3
5311,bank_3
17052,bank_3
30084,bank_3
41458,bank_3
53395,bank_3
65904,bank_3
78904,bank_3
45491,bank_3
70199,bank_3
82103,bank_3
46565,bank_3
83544,bank_3
84914,bank_3
10006,bank_3
22782,bank_3
35096,bank_3
47420,bank_3
60323,bank_3
71437,bank_3
84198,bank_3
83471,bank_3
11146,bank_3
24027,bank_3
36237,bank_3
48202,bank_3
60867,bank_3
74285,bank_3
86766,bank_3
11481,bank_3
24370,bank_3
36744,bank_3
49067,bank_3
61744,bank_3
74418,bank_3
85397,bank_3
61833,bank_3
11625,bank_3
12362,bank_3
24308,bank_3
36970,bank_3
49738,bank_3
60753,bank_3
74412,bank_3
85549,bank_3
41064,bank_3
81380,bank_3
25731,bank_3
63853,bank_3
43112,bank_3
29893,bank_3
6607,bank_1
68589,bank_4
7169,bank_4
20038,bank_4
33535,bank_4
45576,bank_4
58173,bank_4
70970,bank_4
83301,bank_4
18602,bank_2
56510,bank_4
43471,bank_3
30926,bank_3
47665,bank_3
11415,bank_4
24392,bank_4
37259,bank_4
49778,bank_4
61811,bank_4
73447,bank_4
80028,bank_4
86831,bank_4
70,bank_3
14008,bank_3
25410,bank_3
39134,bank_3
15576,bank_3
38632,bank_3
78059,bank_3
3121,bank_3
62883,bank_3
64680,bank_3
25411,bank_3
33412,bank_3
75671,bank_3
52710,bank_3
87255,bank_3
64232,bank_3
77265,bank_3
77960,bank_3
63316,bank_3
73333,bank_3
71,bank_4
82155,bank_4
44724,bank_2
75841,bank_2
13254,bank_2
33159,bank_2
2811,bank_0
8584,bank_0
51953,bank_0
70689,bank_3
20473,bank_1
55366,bank_1
58667,bank_2
26152,bank_4
71542,bank_3
48408,bank_0
56936,bank_3
72632,bank_3
87626,bank_3
25654,bank_3
74801,bank_4
44529,bank_0
85637,bank_2
73538,bank_3
49802,bank_4
51437,bank_3
51753,bank_3
39723,bank_3
27925,bank_3
64753,bank_3
40535,bank_3
78118,bank_3
16296,bank_3
4158,bank_3
9039,bank_3
21567,bank_3
35731,bank_3
47176,bank_3
60136,bank_3
72791,bank_3
84540,bank_3
42533,bank_3
5895,bank_3
67639,bank_3
81800,bank_3
82579,bank_3
21436,bank_3
58299,bank_3
8507,bank_3
20761,bank_3
33615,bank_3
45056,bank_3
57714,bank_3
70282,bank_3
82926,bank_3
57548,bank_3
9304,bank_3
36860,bank_3
86763,bank_3
37292,bank_3
24826,bank_1
25474,bank_1
88688,bank_1
48801,bank_1
71137,bank_1
74088,bank_4
36624,bank_1
40268,bank_1
19386,bank_2
60572,bank_2
11947,bank_0
9172,bank_4
23181,bank_4
35593,bank_4
47753,bank_4
60332,bank_4
71407,bank_4
83684,bank_4
85747,bank_4
37242,bank_3
73,bank_3
13790,bank_3
16427,bank_3
26821,bank_3
37456,bank_3
51496,bank_3
63644,bank_3
76008,bank_3
88619,bank_3
3881,bank_3
36375,bank_3
86776,bank_3
3750,bank_3
17344,bank_3
29477,bank_3
42065,bank_3
48656,bank_3
55102,bank_3
67155,bank_3
78715,bank_3
12097,bank_3
24685,bank_3
73347,bank_3
74,bank_3
543,bank_2
87982,bank_2
41866,bank_1
4326,bank_3
39069,bank_4
26813,bank_3
1205,bank_3
67828,bank_2
18221,bank_3
23210,bank_3
12441,bank_3
7905,bank_3
8976,bank_1
21632,bank_1
34407,bank_1
48048,bank_1
58918,bank_1
72596,bank_1
83581,bank_1
15856,bank_3
12693,bank_3
53011,bank_3
26349,bank_3
86888,bank_3
8809,bank_3
20433,bank_3
33266,bank_3
46059,bank_3
58362,bank_3
60669,bank_3
70726,bank_3
83418,bank_3
72951,bank_3
38741,bank_3
50832,bank_3
38715,bank_3
26592,bank_3
50029,bank_3
40023,bank_3
64464,bank_3
28845,bank_3
62640,bank_3
6680,bank_3
19277,bank_3
31611,bank_3
43468,bank_3
55317,bank_3
68574,bank_3
80481,bank_3
75627,bank_3
27466,bank_3
8471,bank_3
8651,bank_3
20686,bank_3
33278,bank_3
44684,bank_3
57931,bank_3
70853,bank_3
82004,bank_3
88515,bank_3
51365,bank_3
40991,bank_3
19113,bank_3
21443,bank_3
13997,bank_0
37702,bank_0
63002,bank_0
87797,bank_0
29050,bank_2
78671,bank_3
54148,bank_3
36885,bank_0
74309,bank_0
12255,bank_1
86102,bank_1
79925,bank_3
77,bank_1
14295,bank_1
26318,bank_1
38581,bank_1
50008,bank_1
62297,bank_1
76463,bank_1
87908,bank_1
2191,bank_4
15033,bank_4
27919,bank_4
40079,bank_4
52515,bank_4
64800,bank_4
76741,bank_4
68289,bank_3
36046,bank_4
17215,bank_3
23406,bank_3
85341,bank_3
36413,bank_3
31236,bank_1
81553,bank_3
6785,bank_1
23795,bank_1
86227,bank_1
68238,bank_3
69616,bank_3
18278,bank_1
43883,bank_2
56489,bank_3
25135,bank_3
39119,bank_3
32395,bank_3
83399,bank_3
83492,bank_3
73806,bank_3
52808,bank_3
43760,bank_3
20919,bank_3
70409,bank_3
58186,bank_3
72402,bank_3
74338,bank_3
14054,bank_3
38099,bank_4
74170,bank_1
16114,bank_4
42964,bank_1
57672,bank_3
42186,bank_3
82271,bank_3
62802,bank_4
122,bank_1
49953,bank_3
62366,bank_3
87646,bank_4
5504,bank_4
19414,bank_4
31105,bank_4
44320,bank_4
55447,bank_4
67732,bank_4
80368,bank_4
13086,bank_3
38341,bank_3
48592,bank_3
26218,bank_3
75612,bank_4
63119,bank_4
28086,bank_4
31971,bank_3
24598,bank_0
48845,bank_0
73344,bank_0
84063,bank_2
39632,bank_3
84334,bank_3
8400,bank_3
87475,bank_4
30085,bank_0
67072,bank_0
10588,bank_3
80,bank_0
10191,bank_0
13547,bank_0
25162,bank_0
39184,bank_0
50296,bank_0
62476,bank_0
75095,bank_0
88300,bank_0
2032,bank_4
15851,bank_4
27233,bank_4
39452,bank_4
51773,bank_4
65606,bank_4
77054,bank_4
33920,bank_2
64491,bank_4
84440,bank_4
32166,bank_2
46674,bank_2
23177,bank_2
58747,bank_3
72904,bank_4
7393,bank_0
19778,bank_2
76029,bank_2
44750,bank_4
4372,bank_4
17422,bank_4
28837,bank_4
41139,bank_4
53545,bank_4
66865,bank_4
79776,bank_4
5598,bank_4
57450,bank_4
83462,bank_4
70755,bank_4
33799,bank_3
72876,bank_3
11382,bank_3
84160,bank_3
81,bank_0
13379,bank_0
51565,bank_0
88674,bank_0
15600,bank_1
25333,bank_1
77155,bank_1
51458,bank_4
37875,bank_1
54304,bank_1
62300,bank_4
8596,bank_4
76013,bank_4
88614,bank_4
12724,bank_0
85020,bank_4
5282,bank_3
34820,bank_3
9606,bank_0
46869,bank_3
22466,bank_2
72759,bank_4
58776,bank_4
74541,bank_3
13110,bank_1
87263,bank_1
37697,bank_3
44444,bank_2
6645,bank_3
20130,bank_0
83015,bank_0
7799,bank_4
20110,bank_4
33565,bank_4
45783,bank_4
57344,bank_4
71081,bank_4
83364,bank_4
33754,bank_2
76063,bank_3
59009,bank_3
87446,bank_3
63956,bank_3
46400,bank_3
11689,bank_3
77559,bank_3
25555,bank_3
76028,bank_3
88,bank_3
13955,bank_3
25006,bank_3
39267,bank_3
51427,bank_3
63078,bank_3
75880,bank_3
87110,bank_3
74696,bank_3
62579,bank_3
69435,bank_3
51520,bank_3
71893,bank_3
2867,bank_3
15969,bank_3
28246,bank_3
40565,bank_3
52319,bank_3
65700,bank_3
75327,bank_3
76673,bank_3
62281,bank_3
30391,bank_3
76372,bank_3
80139,bank_3
19095,bank_3
67657,bank_3
15476,bank_0
77195,bank_0
63077,bank_3
80474,bank_4
69557,bank_3
70823,bank_3
84965,bank_3
25529,bank_3
9261,bank_3
21776,bank_3
34372,bank_3
46414,bank_3
60137,bank_3
71626,bank_3
84877,bank_3
88497,bank_3
16216,bank_0
54457,bank_0
77427,bank_3
46522,bank_4
23481,bank_3
25854,bank_3
43415,bank_3
30879,bank_3
20873,bank_3
45063,bank_3
49188,bank_3
63472,bank_3
3954,bank_3
4013,bank_3
24322,bank_3
35787,bank_3
2530,bank_3
81336,bank_3
7151,bank_3
21292,bank_3
32934,bank_3
44860,bank_3
57329,bank_3
69789,bank_3
82722,bank_3
8869,bank_3
20770,bank_3
32383,bank_3
45148,bank_3
57474,bank_3
69994,bank_3
82584,bank_3
46373,bank_3
10781,bank_3
23261,bank_3
35263,bank_3
47458,bank_3
60366,bank_3
71773,bank_3
83618,bank_3
86999,bank_3
40231,bank_3
52788,bank_3
28564,bank_3
55876,bank_3
6415,bank_3
18175,bank_3
30959,bank_3
44221,bank_3
56371,bank_3
67809,bank_3
80149,bank_3
44911,bank_3
59425,bank_3
51042,bank_2
2033,bank_4
15852,bank_4
27234,bank_4
39453,bank_4
51774,bank_4
65607,bank_4
77055,bank_4
29006,bank_4
69191,bank_3
6709,bank_4
19315,bank_4
30473,bank_4
44018,bank_4
56000,bank_4
67990,bank_4
81221,bank_4
191,bank_3
16976,bank_3
88196,bank_2
3614,bank_4
16762,bank_4
30103,bank_4
42212,bank_4
53947,bank_4
67268,bank_4
78360,bank_4
72480,bank_4
12101,bank_1
85513,bank_1
37661,bank_3
98,bank_3
21957,bank_3
10184,bank_3
13990,bank_3
26920,bank_2
5557,bank_2
26177,bank_3
28437,bank_3
40855,bank_3
2651,bank_1
28093,bank_1
64729,bank_1
64125,bank_4
76786,bank_4
15972,bank_1
61521,bank_1
52549,bank_3
38485,bank_3
20692,bank_3
51409,bank_3
63975,bank_3
76081,bank_3
88263,bank_3
59870,bank_3
99,bank_4
13590,bank_3
3977,bank_4
16472,bank_4
28778,bank_4
42274,bank_4
55026,bank_4
66141,bank_4
79439,bank_4
11813,bank_4
24428,bank_4
36736,bank_4
48190,bank_4
61345,bank_4
73985,bank_4
86537,bank_4
348,bank_3
27987,bank_3
55937,bank_3
21447,bank_3
47609,bank_3
21338,bank_3
58696,bank_3
39036,bank_4
68551,bank_4
44365,bank_3
30745,bank_3
65848,bank_4
80120,bank_4
19538,bank_2
80186,bank_2
6857,bank_0
55205,bank_4
19440,bank_3
1406,bank_3
12708,bank_3
26068,bank_3
38649,bank_3
51488,bank_3
62741,bank_3
74787,bank_3
88022,bank_3
56075,bank_3
77441,bank_3
64334,bank_3
27741,bank_3
86184,bank_3
54555,bank_3
74334,bank_3
30118,bank_3
61717,bank_3
48213,bank_3
11143,bank_3
23733,bank_3
36385,bank_3
48331,bank_3
60737,bank_3
73384,bank_3
85311,bank_3
65906,bank_3
6632,bank_3
40197,bank_3
14501,bank_3
534,bank_3
13848,bank_3
25819,bank_3
39039,bank_3
51563,bank_3
62890,bank_3
75623,bank_3
88675,bank_3
608,bank_3
13245,bank_3
25272,bank_3
38503,bank_3
50223,bank_3
63918,bank_3
76109,bank_3
87339,bank_3
87915,bank_3
77676,bank_3
3474,bank_3
15668,bank_3
27700,bank_3
40052,bank_3
52841,bank_3
64310,bank_3
77048,bank_3
5131,bank_3
42854,bank_3
11207,bank_3
101,bank_3
3300,bank_4
14782,bank_4
28101,bank_4
39711,bank_4
52355,bank_4
65636,bank_4
77124,bank_4
8300,bank_4
