bank_id,branch_id,acct_id,close_dt
bank_4,1,45,4754-11-29T00:00:00Z
bank_4,1,46,4754-11-29T00:00:00Z
bank_4,1,47,4754-11-29T00:00:00Z
bank_4,1,48,4754-11-29T00:00:00Z
bank_4,1,49,4754-11-29T00:00:00Z
bank_4,1,50,4754-11-29T00:00:00Z
bank_4,1,51,4754-11-29T00:00:00Z
bank_4,1,52,4754-11-29T00:00:00Z
bank_4,1,53,4754-11-29T00:00:00Z
bank_4,1,54,4754-11-29T00:00:00Z
bank_4,1,55,4754-11-29T00:00:00Z
bank_4,1,56,4754-11-29T00:00:00Z
bank_4,1,57,4754-11-29T00:00:00Z
bank_4,1,58,4754-11-29T00:00:00Z
bank_4,1,59,4754-11-29T00:00:00Z
bank_4,1,60,4754-11-29T00:00:00Z
bank_4,1,61,4754-11-29T00:00:00Z
bank_4,1,62,4754-11-29T00:00:00Z
bank_4,1,63,4754-11-29T00:00:00Z
bank_4,1,64,4754-11-29T00:00:00Z
bank_4,1,65,4754-11-29T00:00:00Z
bank_4,1,66,4754-11-29T00:00:00Z
bank_4,1,67,4754-11-29T00:00:00Z
bank_4,1,68,4754-11-29T00:00:00Z
bank_4,1,69,4754-11-29T00:00:00Z
bank_4,1,70,4754-11-29T00:00:00Z
bank_4,1,71,4754-11-29T00:00:00Z
bank_4,1,72,4754-11-29T00:00:00Z
bank_4,1,73,4754-11-29T00:00:00Z
bank_4,1,74,4754-11-29T00:00:00Z
bank_4,1,75,4754-11-29T00:00:00Z
bank_4,1,76,4754-11-29T00:00:00Z
bank_4,1,77,4754-11-29T00:00:00Z
bank_4,1,78,4754-11-29T00:00:00Z
bank_4,1,79,4754-11-29T00:00:00Z
bank_4,1,80,4754-11-29T00:00:00Z
bank_4,1,81,4754-11-29T00:00:00Z
bank_4,1,82,4754-11-29T00:00:00Z
bank_4,1,83,4754-11-29T00:00:00Z
bank_4,1,84,4754-11-29T00:00:00Z
bank_4,1,85,4754-11-29T00:00:00Z
bank_4,1,86,4754-11-29T00:00:00Z
bank_4,1,87,4754-11-29T00:00:00Z
bank_4,1,88,4754-11-29T00:00:00Z
bank_4,1,89,4754-11-29T00:00:00Z
bank_4,1,90,4754-11-29T00:00:00Z
bank_4,1,91,4754-11-29T00:00:00Z
bank_4,1,92,4754-11-29T00:00:00Z
bank_4,1,93,4754-11-29T00:00:00Z
bank_4,1,94,4754-11-29T00:00:00Z
bank_4,1,95,4754-11-29T00:00:00Z
bank_4,1,96,4754-11-29T00:00:00Z
bank_4,1,97,4754-11-29T00:00:00Z
bank_4,1,98,4754-11-29T00:00:00Z
bank_4,1,99,4754-11-29T00:00:00Z
bank_4,1,100,4754-11-29T00:00:00Z
bank_4,1,101,4754-11-29T00:00:00Z
bank_4,1,102,4754-11-29T00:00:00Z
bank_4,1,103,4754-11-29T00:00:00Z
bank_4,1,104,4754-11-29T00:00:00Z
bank_4,1,105,4754-11-29T00:00:00Z
bank_4,1,106,4754-11-29T00:00:00Z
bank_4,1,107,4754-11-29T00:00:00Z
bank_4,1,108,4754-11-29T00:00:00Z
bank_4,1,109,4754-11-29T00:00:00Z
bank_4,1,110,4754-11-29T00:00:00Z
bank_4,1,111,4754-11-29T00:00:00Z
bank_4,1,112,4754-11-29T00:00:00Z
bank_4,1,113,4754-11-29T00:00:00Z
bank_4,1,114,4754-11-29T00:00:00Z
bank_4,1,115,4754-11-29T00:00:00Z
bank_4,1,116,4754-11-29T00:00:00Z
bank_4,1,117,4754-11-29T00:00:00Z
bank_4,1,118,4754-11-29T00:00:00Z
bank_4,1,119,4754-11-29T00:00:00Z
bank_4,1,120,4754-11-29T00:00:00Z
bank_4,1,121,4754-11-29T00:00:00Z
bank_4,1,122,4754-11-29T00:00:00Z
bank_4,1,123,4754-11-29T00:00:00Z
bank_4,1,124,4754-11-29T00:00:00Z
bank_4,1,125,4754-11-29T00:00:00Z
bank_4,1,126,4754-11-29T00:00:00Z
bank_4,1,127,4754-11-29T00:00:00Z
bank_4,1,128,4754-11-29T00:00:00Z
bank_4,1,129,4754-11-29T00:00:00Z
bank_4,1,130,4754-11-29T00:00:00Z
bank_4,1,131,4754-11-29T00:00:00Z
bank_4,1,132,4754-11-29T00:00:00Z
bank_4,1,133,4754-11-29T00:00:00Z
bank_4,1,134,4754-11-29T00:00:00Z
bank_4,1,135,4754-11-29T00:00:00Z
bank_4,1,136,4754-11-29T00:00:00Z
bank_4,1,137,4754-11-29T00:00:00Z
bank_4,1,138,4754-11-29T00:00:00Z
bank_4,1,139,4754-11-29T00:00:00Z
bank_4,1,140,4754-11-29T00:00:00Z
bank_4,1,141,4754-11-29T00:00:00Z
bank_4,1,142,4754-11-29T00:00:00Z
bank_4,1,143,4754-11-29T00:00:00Z
bank_4,1,144,4754-11-29T00:00:00Z
bank_4,1,145,4754-11-29T00:00:00Z
bank_4,1,146,4754-11-29T00:00:00Z
bank_4,1,147,4754-11-29T00:00:00Z
bank_4,1,148,4754-11-29T00:00:00Z
bank_4,1,149,4754-11-29T00:00:00Z
bank_4,1,150,4754-11-29T00:00:00Z
bank_4,1,151,4754-11-29T00:00:00Z
bank_4,1,152,4754-11-29T00:00:00Z
bank_4,1,153,4754-11-29T00:00:00Z
bank_4,1,154,4754-11-29T00:00:00Z
bank_4,1,155,4754-11-29T00:00:00Z
bank_4,1,156,4754-11-29T00:00:00Z
bank_4,1,157,4754-11-29T00:00:00Z
bank_4,1,158,4754-11-29T00:00:00Z
bank_4,1,159,4754-11-29T00:00:00Z
bank_4,1,160,4754-11-29T00:00:00Z
bank_4,1,161,4754-11-29T00:00:00Z
bank_4,1,162,4754-11-29T00:00:00Z
bank_4,1,163,4754-11-29T00:00:00Z
bank_4,1,164,4754-11-29T00:00:00Z
bank_4,1,165,4754-11-29T00:00:00Z
bank_4,1,166,4754-11-29T00:00:00Z
bank_4,1,167,4754-11-29T00:00:00Z
bank_4,1,168,4754-11-29T00:00:00Z
bank_4,1,169,4754-11-29T00:00:00Z
bank_4,1,170,4754-11-29T00:00:00Z
bank_4,1,171,4754-11-29T00:00:00Z
bank_4,1,172,4754-11-29T00:00:00Z
bank_4,1,173,4754-11-29T00:00:00Z
bank_4,1,174,4754-11-29T00:00:00Z
bank_4,1,175,4754-11-29T00:00:00Z
bank_4,1,176,4754-11-29T00:00:00Z
bank_4,1,177,4754-11-29T00:00:00Z
bank_4,1,178,4754-11-29T00:00:00Z
bank_4,1,179,4754-11-29T00:00:00Z
bank_4,1,180,4754-11-29T00:00:00Z
bank_4,1,181,4754-11-29T00:00:00Z
bank_4,1,182,4754-11-29T00:00:00Z
bank_4,1,183,4754-11-29T00:00:00Z
bank_4,1,184,4754-11-29T00:00:00Z
bank_4,1,185,4754-11-29T00:00:00Z
bank_4,1,186,4754-11-29T00:00:00Z
bank_4,1,187,4754-11-29T00:00:00Z
bank_4,1,188,4754-11-29T00:00:00Z
bank_4,1,189,4754-11-29T00:00:00Z
bank_4,1,190,4754-11-29T00:00:00Z
bank_4,1,191,4754-11-29T00:00:00Z
bank_4,1,192,4754-11-29T00:00:00Z
bank_4,1,193,4754-11-29T00:00:00Z
bank_4,1,194,4754-11-29T00:00:00Z
bank_4,1,195,4754-11-29T00:00:00Z
bank_4,1,196,4754-11-29T00:00:00Z
bank_4,1,197,4754-11-29T00:00:00Z
bank_4,1,198,4754-11-29T00:00:00Z
bank_4,1,199,4754-11-29T00:00:00Z
bank_4,1,200,4754-11-29T00:00:00Z
bank_4,1,201,4754-11-29T00:00:00Z
bank_4,1,202,4754-11-29T00:00:00Z
bank_4,1,203,4754-11-29T00:00:00Z
bank_4,1,204,4754-11-29T00:00:00Z
bank_4,1,205,4754-11-29T00:00:00Z
bank_4,1,206,4754-11-29T00:00:00Z
bank_4,1,207,4754-11-29T00:00:00Z
bank_4,1,208,4754-11-29T00:00:00Z
bank_4,1,209,4754-11-29T00:00:00Z
bank_4,1,210,4754-11-29T00:00:00Z
bank_4,1,211,4754-11-29T00:00:00Z
bank_4,1,212,4754-11-29T00:00:00Z
bank_4,1,213,4754-11-29T00:00:00Z
bank_4,1,214,4754-11-29T00:00:00Z
bank_4,1,215,4754-11-29T00:00:00Z
bank_4,1,216,4754-11-29T00:00:00Z
bank_4,1,217,4754-11-29T00:00:00Z
bank_4,1,218,4754-11-29T00:00:00Z
bank_4,1,219,4754-11-29T00:00:00Z
bank_4,1,220,4754-11-29T00:00:00Z
bank_4,1,221,4754-11-29T00:00:00Z
bank_4,1,222,4754-11-29T00:00:00Z
bank_4,1,223,4754-11-29T00:00:00Z
bank_4,1,224,4754-11-29T00:00:00Z
bank_4,1,225,4754-11-29T00:00:00Z
bank_4,1,226,4754-11-29T00:00:00Z
bank_4,1,227,4754-11-29T00:00:00Z
bank_4,1,228,4754-11-29T00:00:00Z
bank_4,1,229,4754-11-29T00:00:00Z
bank_4,1,230,4754-11-29T00:00:00Z
bank_4,1,231,4754-11-29T00:00:00Z
bank_4,1,232,4754-11-29T00:00:00Z
bank_4,1,233,4754-11-29T00:00:00Z
bank_4,1,234,4754-11-29T00:00:00Z
bank_4,1,235,4754-11-29T00:00:00Z
bank_4,1,236,4754-11-29T00:00:00Z
bank_4,1,237,4754-11-29T00:00:00Z
bank_4,1,238,4754-11-29T00:00:00Z
bank_4,1,239,4754-11-29T00:00:00Z
bank_4,1,240,4754-11-29T00:00:00Z
bank_4,1,241,4754-11-29T00:00:00Z
bank_4,1,242,4754-11-29T00:00:00Z
bank_4,1,243,4754-11-29T00:00:00Z
bank_4,1,244,4754-11-29T00:00:00Z
bank_4,1,245,4754-11-29T00:00:00Z
bank_4,1,246,4754-11-29T00:00:00Z
bank_4,1,247,4754-11-29T00:00:00Z
bank_4,1,248,4754-11-29T00:00:00Z
bank_4,1,249,4754-11-29T00:00:00Z
bank_4,1,250,4754-11-29T00:00:00Z
bank_4,1,251,4754-11-29T00:00:00Z
bank_4,1,252,4754-11-29T00:00:00Z
bank_4,1,253,4754-11-29T00:00:00Z
bank_4,1,254,4754-11-29T00:00:00Z
bank_4,1,255,4754-11-29T00:00:00Z
bank_4,1,256,4754-11-29T00:00:00Z
bank_4,1,257,4754-11-29T00:00:00Z
bank_4,1,258,4754-11-29T00:00:00Z
bank_4,1,259,4754-11-29T00:00:00Z
bank_4,1,260,4754-11-29T00:00:00Z
bank_4,1,261,4754-11-29T00:00:00Z
bank_4,1,262,4754-11-29T00:00:00Z
bank_4,1,263,4754-11-29T00:00:00Z
bank_4,1,264,4754-11-29T00:00:00Z
bank_4,1,265,4754-11-29T00:00:00Z
bank_4,1,266,4754-11-29T00:00:00Z
bank_4,1,267,4754-11-29T00:00:00Z
bank_4,1,268,4754-11-29T00:00:00Z
bank_4,1,269,4754-11-29T00:00:00Z
bank_4,1,270,4754-11-29T00:00:00Z
bank_4,1,271,4754-11-29T00:00:00Z
bank_4,1,272,4754-11-29T00:00:00Z
bank_4,1,273,4754-11-29T00:00:00Z
bank_4,1,274,4754-11-29T00:00:00Z
bank_4,1,275,4754-11-29T00:00:00Z
bank_4,1,276,4754-11-29T00:00:00Z
bank_4,1,277,4754-11-29T00:00:00Z
bank_4,1,278,4754-11-29T00:00:00Z
bank_4,1,279,4754-11-29T00:00:00Z
bank_4,1,280,4754-11-29T00:00:00Z
bank_4,1,281,4754-11-29T00:00:00Z
bank_4,1,282,4754-11-29T00:00:00Z
bank_4,1,283,4754-11-29T00:00:00Z
bank_4,1,284,4754-11-29T00:00:00Z
bank_4,1,285,4754-11-29T00:00:00Z
bank_4,1,286,4754-11-29T00:00:00Z
bank_4,1,287,4754-11-29T00:00:00Z
bank_4,1,288,4754-11-29T00:00:00Z
bank_4,1,289,4754-11-29T00:00:00Z
bank_4,1,290,4754-11-29T00:00:00Z
bank_4,1,291,4754-11-29T00:00:00Z
bank_4,1,292,4754-11-29T00:00:00Z
bank_4,1,293,4754-11-29T00:00:00Z
bank_4,1,294,4754-11-29T00:00:00Z
bank_4,1,295,4754-11-29T00:00:00Z
bank_4,1,296,4754-11-29T00:00:00Z
bank_4,1,297,4754-11-29T00:00:00Z
bank_4,1,298,4754-11-29T00:00:00Z
bank_4,1,299,4754-11-29T00:00:00Z
bank_4,1,300,4754-11-29T00:00:00Z
bank_4,1,301,4754-11-29T00:00:00Z
bank_4,1,302,4754-11-29T00:00:00Z
bank_4,1,303,4754-11-29T00:00:00Z
bank_4,1,304,4754-11-29T00:00:00Z
bank_4,1,305,4754-11-29T00:00:00Z
bank_4,1,306,4754-11-29T00:00:00Z
bank_4,1,307,4754-11-29T00:00:00Z
bank_4,1,308,4754-11-29T00:00:00Z
bank_4,1,309,4754-11-29T00:00:00Z
bank_4,1,310,4754-11-29T00:00:00Z
bank_4,1,311,4754-11-29T00:00:00Z
bank_4,1,312,4754-11-29T00:00:00Z
bank_4,1,313,4754-11-29T00:00:00Z
bank_4,1,314,4754-11-29T00:00:00Z
bank_4,1,315,4754-11-29T00:00:00Z
bank_4,1,316,4754-11-29T00:00:00Z
bank_4,1,317,4754-11-29T00:00:00Z
bank_4,1,318,4754-11-29T00:00:00Z
bank_4,1,319,4754-11-29T00:00:00Z
bank_4,1,320,4754-11-29T00:00:00Z
bank_4,1,321,4754-11-29T00:00:00Z
bank_4,1,322,4754-11-29T00:00:00Z
bank_4,1,323,4754-11-29T00:00:00Z
bank_4,1,324,4754-11-29T00:00:00Z
bank_4,1,325,4754-11-29T00:00:00Z
bank_4,1,326,4754-11-29T00:00:00Z
bank_4,1,327,4754-11-29T00:00:00Z
bank_4,1,328,4754-11-29T00:00:00Z
bank_4,1,329,4754-11-29T00:00:00Z
bank_4,1,330,4754-11-29T00:00:00Z
bank_4,1,331,4754-11-29T00:00:00Z
bank_4,1,332,4754-11-29T00:00:00Z
bank_4,1,333,4754-11-29T00:00:00Z
bank_4,1,334,4754-11-29T00:00:00Z
bank_4,1,335,4754-11-29T00:00:00Z
bank_4,1,336,4754-11-29T00:00:00Z
bank_4,1,337,4754-11-29T00:00:00Z
bank_4,1,338,4754-11-29T00:00:00Z
bank_4,1,339,4754-11-29T00:00:00Z
bank_4,1,340,4754-11-29T00:00:00Z
bank_4,1,341,4754-11-29T00:00:00Z
bank_4,1,342,4754-11-29T00:00:00Z
bank_4,1,343,4754-11-29T00:00:00Z
bank_4,1,344,4754-11-29T00:00:00Z
bank_4,1,345,4754-11-29T00:00:00Z
bank_4,1,346,4754-11-29T00:00:00Z
bank_4,1,347,4754-11-29T00:00:00Z
bank_4,1,348,4754-11-29T00:00:00Z
bank_4,1,349,4754-11-29T00:00:00Z
bank_4,1,350,4754-11-29T00:00:00Z
bank_4,1,351,4754-11-29T00:00:00Z
bank_4,1,352,4754-11-29T00:00:00Z
bank_4,1,353,4754-11-29T00:00:00Z
bank_4,1,354,4754-11-29T00:00:00Z
bank_4,1,355,4754-11-29T00:00:00Z
bank_4,1,356,4754-11-29T00:00:00Z
bank_4,1,357,4754-11-29T00:00:00Z
bank_4,1,358,4754-11-29T00:00:00Z
bank_4,1,359,4754-11-29T00:00:00Z
bank_4,1,360,4754-11-29T00:00:00Z
bank_4,1,361,4754-11-29T00:00:00Z
bank_4,1,362,4754-11-29T00:00:00Z
bank_4,1,363,4754-11-29T00:00:00Z
bank_4,1,364,4754-11-29T00:00:00Z
bank_4,1,365,4754-11-29T00:00:00Z
bank_4,1,366,4754-11-29T00:00:00Z
bank_4,1,367,4754-11-29T00:00:00Z
bank_4,1,368,4754-11-29T00:00:00Z
bank_4,1,369,4754-11-29T00:00:00Z
bank_4,1,370,4754-11-29T00:00:00Z
bank_4,1,371,4754-11-29T00:00:00Z
bank_4,1,372,4754-11-29T00:00:00Z
bank_4,1,373,4754-11-29T00:00:00Z
bank_4,1,374,4754-11-29T00:00:00Z
bank_4,1,375,4754-11-29T00:00:00Z
bank_4,1,376,4754-11-29T00:00:00Z
bank_4,1,377,4754-11-29T00:00:00Z
bank_4,1,378,4754-11-29T00:00:00Z
bank_4,1,379,4754-11-29T00:00:00Z
bank_4,1,380,4754-11-29T00:00:00Z
bank_4,1,381,4754-11-29T00:00:00Z
bank_4,1,382,4754-11-29T00:00:00Z
bank_4,1,383,4754-11-29T00:00:00Z
bank_4,1,384,4754-11-29T00:00:00Z
bank_4,1,385,4754-11-29T00:00:00Z
bank_4,1,386,4754-11-29T00:00:00Z
bank_4,1,387,4754-11-29T00:00:00Z
bank_4,1,388,4754-11-29T00:00:00Z
bank_4,1,389,4754-11-29T00:00:00Z
bank_4,1,390,4754-11-29T00:00:00Z
bank_4,1,391,4754-11-29T00:00:00Z
bank_4,1,392,4754-11-29T00:00:00Z
bank_4,1,393,4754-11-29T00:00:00Z
bank_4,1,394,4754-11-29T00:00:00Z
bank_4,1,395,4754-11-29T00:00:00Z
bank_4,1,396,4754-11-29T00:00:00Z
bank_4,1,397,4754-11-29T00:00:00Z
bank_4,1,398,4754-11-29T00:00:00Z
bank_4,1,399,4754-11-29T00:00:00Z
bank_4,1,400,4754-11-29T00:00:00Z
bank_4,1,401,4754-11-29T00:00:00Z
bank_4,1,402,4754-11-29T00:00:00Z
bank_4,1,403,4754-11-29T00:00:00Z
bank_4,1,404,4754-11-29T00:00:00Z
bank_4,1,405,4754-11-29T00:00:00Z
bank_4,1,406,4754-11-29T00:00:00Z
bank_4,1,407,4754-11-29T00:00:00Z
bank_4,1,408,4754-11-29T00:00:00Z
bank_4,1,409,4754-11-29T00:00:00Z
bank_4,1,410,4754-11-29T00:00:00Z
bank_4,1,411,4754-11-29T00:00:00Z
bank_4,1,412,4754-11-29T00:00:00Z
bank_4,1,413,4754-11-29T00:00:00Z
bank_4,1,414,4754-11-29T00:00:00Z
bank_4,1,415,4754-11-29T00:00:00Z
bank_4,1,416,4754-11-29T00:00:00Z
bank_4,1,417,4754-11-29T00:00:00Z
bank_4,1,418,4754-11-29T00:00:00Z
bank_4,1,419,4754-11-29T00:00:00Z
bank_4,1,420,4754-11-29T00:00:00Z
bank_4,1,421,4754-11-29T00:00:00Z
bank_4,1,422,4754-11-29T00:00:00Z
bank_4,1,423,4754-11-29T00:00:00Z
bank_4,1,424,4754-11-29T00:00:00Z
bank_4,1,425,4754-11-29T00:00:00Z
bank_4,1,426,4754-11-29T00:00:00Z
bank_4,1,427,4754-11-29T00:00:00Z
bank_4,1,428,4754-11-29T00:00:00Z
bank_4,1,429,4754-11-29T00:00:00Z
bank_4,1,430,4754-11-29T00:00:00Z
bank_4,1,431,4754-11-29T00:00:00Z
bank_4,1,432,4754-11-29T00:00:00Z
bank_4,1,433,4754-11-29T00:00:00Z
bank_4,1,434,4754-11-29T00:00:00Z
bank_4,1,435,4754-11-29T00:00:00Z
bank_4,1,436,4754-11-29T00:00:00Z
bank_4,1,437,4754-11-29T00:00:00Z
bank_4,1,438,4754-11-29T00:00:00Z
bank_4,1,439,4754-11-29T00:00:00Z
bank_4,1,440,4754-11-29T00:00:00Z
bank_4,1,441,4754-11-29T00:00:00Z
bank_4,1,442,4754-11-29T00:00:00Z
bank_4,1,443,4754-11-29T00:00:00Z
bank_4,1,444,4754-11-29T00:00:00Z
bank_4,1,445,4754-11-29T00:00:00Z
bank_4,1,446,4754-11-29T00:00:00Z
bank_4,1,447,4754-11-29T00:00:00Z
bank_4,1,448,4754-11-29T00:00:00Z
bank_4,1,449,4754-11-29T00:00:00Z
bank_4,1,450,4754-11-29T00:00:00Z
bank_4,1,451,4754-11-29T00:00:00Z
bank_4,1,452,4754-11-29T00:00:00Z
bank_4,1,453,4754-11-29T00:00:00Z
bank_4,1,454,4754-11-29T00:00:00Z
bank_4,1,455,4754-11-29T00:00:00Z
bank_4,1,456,4754-11-29T00:00:00Z
bank_4,1,457,4754-11-29T00:00:00Z
bank_4,1,458,4754-11-29T00:00:00Z
bank_4,1,459,4754-11-29T00:00:00Z
bank_4,1,460,4754-11-29T00:00:00Z
bank_4,1,461,4754-11-29T00:00:00Z
bank_4,1,462,4754-11-29T00:00:00Z
bank_4,1,463,4754-11-29T00:00:00Z
bank_4,1,464,4754-11-29T00:00:00Z
bank_4,1,465,4754-11-29T00:00:00Z
bank_4,1,466,4754-11-29T00:00:00Z
bank_4,1,467,4754-11-29T00:00:00Z
bank_4,1,468,4754-11-29T00:00:00Z
bank_4,1,469,4754-11-29T00:00:00Z
bank_4,1,470,4754-11-29T00:00:00Z
bank_4,1,471,4754-11-29T00:00:00Z
bank_4,1,472,4754-11-29T00:00:00Z
bank_4,1,473,4754-11-29T00:00:00Z
bank_4,1,474,4754-11-29T00:00:00Z
bank_4,1,475,4754-11-29T00:00:00Z
bank_4,1,476,4754-11-29T00:00:00Z
bank_4,1,477,4754-11-29T00:00:00Z
bank_4,1,478,4754-11-29T00:00:00Z
bank_4,1,479,4754-11-29T00:00:00Z
bank_4,1,480,4754-11-29T00:00:00Z
bank_4,1,481,4754-11-29T00:00:00Z
bank_4,1,482,4754-11-29T00:00:00Z
bank_4,1,483,4754-11-29T00:00:00Z
bank_4,1,484,4754-11-29T00:00:00Z
bank_4,1,485,4754-11-29T00:00:00Z
bank_4,1,486,4754-11-29T00:00:00Z
bank_4,1,487,4754-11-29T00:00:00Z
bank_4,1,488,4754-11-29T00:00:00Z
bank_4,1,489,4754-11-29T00:00:00Z
bank_4,1,490,4754-11-29T00:00:00Z
bank_4,1,491,4754-11-29T00:00:00Z
bank_4,1,492,4754-11-29T00:00:00Z
bank_4,1,493,4754-11-29T00:00:00Z
bank_4,1,494,4754-11-29T00:00:00Z
bank_4,1,495,4754-11-29T00:00:00Z
bank_4,1,496,4754-11-29T00:00:00Z
bank_4,1,497,4754-11-29T00:00:00Z
bank_4,1,498,4754-11-29T00:00:00Z
bank_4,1,499,4754-11-29T00:00:00Z
bank_4,1,500,4754-11-29T00:00:00Z
bank_4,1,501,4754-11-29T00:00:00Z
bank_4,1,502,4754-11-29T00:00:00Z
bank_4,1,503,4754-11-29T00:00:00Z
bank_4,1,504,4754-11-29T00:00:00Z
bank_4,1,505,4754-11-29T00:00:00Z
bank_4,1,506,4754-11-29T00:00:00Z
bank_4,1,507,4754-11-29T00:00:00Z
bank_4,1,508,4754-11-29T00:00:00Z
bank_4,1,509,4754-11-29T00:00:00Z
bank_4,1,510,4754-11-29T00:00:00Z
bank_4,1,511,4754-11-29T00:00:00Z
bank_4,1,512,4754-11-29T00:00:00Z
bank_4,1,513,4754-11-29T00:00:00Z
bank_4,1,514,4754-11-29T00:00:00Z
bank_4,1,515,4754-11-29T00:00:00Z
bank_4,1,516,4754-11-29T00:00:00Z
bank_4,1,517,4754-11-29T00:00:00Z
bank_4,1,518,4754-11-29T00:00:00Z
bank_4,1,519,4754-11-29T00:00:00Z
bank_4,1,520,4754-11-29T00:00:00Z
bank_4,1,521,4754-11-29T00:00:00Z
bank_4,1,522,4754-11-29T00:00:00Z
bank_4,1,523,4754-11-29T00:00:00Z
bank_4,1,524,4754-11-29T00:00:00Z
bank_4,1,525,4754-11-29T00:00:00Z
bank_4,1,526,4754-11-29T00:00:00Z
bank_4,1,527,4754-11-29T00:00:00Z
bank_4,1,528,4754-11-29T00:00:00Z
bank_4,1,529,4754-11-29T00:00:00Z
bank_4,1,530,4754-11-29T00:00:00Z
bank_4,1,531,4754-11-29T00:00:00Z
bank_4,1,532,4754-11-29T00:00:00Z
bank_4,1,533,4754-11-29T00:00:00Z
bank_4,1,534,4754-11-29T00:00:00Z
bank_4,1,535,4754-11-29T00:00:00Z
bank_4,1,536,4754-11-29T00:00:00Z
bank_4,1,537,4754-11-29T00:00:00Z
bank_4,1,538,4754-11-29T00:00:00Z
bank_4,1,539,4754-11-29T00:00:00Z
bank_4,1,540,4754-11-29T00:00:00Z
bank_4,1,541,4754-11-29T00:00:00Z
bank_4,1,542,4754-11-29T00:00:00Z
bank_4,1,543,4754-11-29T00:00:00Z
bank_4,1,544,4754-11-29T00:00:00Z
bank_4,1,545,4754-11-29T00:00:00Z
bank_4,1,546,4754-11-29T00:00:00Z
bank_4,1,547,4754-11-29T00:00:00Z
bank_4,1,548,4754-11-29T00:00:00Z
bank_4,1,549,4754-11-29T00:00:00Z
bank_4,1,550,4754-11-29T00:00:00Z
bank_4,1,551,4754-11-29T00:00:00Z
bank_4,1,552,4754-11-29T00:00:00Z
bank_4,1,553,4754-11-29T00:00:00Z
bank_4,1,554,4754-11-29T00:00:00Z
bank_4,1,555,4754-11-29T00:00:00Z
bank_4,1,556,4754-11-29T00:00:00Z
bank_4,1,557,4754-11-29T00:00:00Z
bank_4,1,558,4754-11-29T00:00:00Z
bank_4,1,559,4754-11-29T00:00:00Z
bank_4,1,560,4754-11-29T00:00:00Z
bank_4,1,561,4754-11-29T00:00:00Z
bank_4,1,562,4754-11-29T00:00:00Z
bank_4,1,563,4754-11-29T00:00:00Z
bank_4,1,564,4754-11-29T00:00:00Z
bank_4,1,565,4754-11-29T00:00:00Z
bank_4,1,566,4754-11-29T00:00:00Z
bank_4,1,567,4754-11-29T00:00:00Z
bank_4,1,568,4754-11-29T00:00:00Z
bank_4,1,569,4754-11-29T00:00:00Z
bank_4,1,570,4754-11-29T00:00:00Z
bank_4,1,571,4754-11-29T00:00:00Z
bank_4,1,572,4754-11-29T00:00:00Z
bank_4,1,573,4754-11-29T00:00:00Z
bank_4,1,574,4754-11-29T00:00:00Z
bank_4,1,575,4754-11-29T00:00:00Z
bank_4,1,576,4754-11-29T00:00:00Z
bank_4,1,577,4754-11-29T00:00:00Z
bank_4,1,578,4754-11-29T00:00:00Z
bank_4,1,579,4754-11-29T00:00:00Z
bank_4,1,580,4754-11-29T00:00:00Z
