tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id,orig_branch_id,orig_bank_id,bene_branch_id,bene_bank_id
60878,1199,1391,TRANSFER,150.97,2017-02-04 09:45:47,False,-1,1,bank_1,1,bank_2
73978,1199,1391,TRANSFER,594.77,2017-02-11 07:07:35,False,-1,1,bank_1,1,bank_2
85969,1199,1391,TRANSFER,452.06,2017-02-18 01:41:07,False,-1,1,bank_1,1,bank_2
46443,1942,504,TRANSFER,584.71,2017-01-27 03:27:03,False,-1,1,bank_1,1,bank_4
9362,104,504,TRANSFER,628.04,2017-01-06 05:18:27,False,-1,1,bank_1,1,bank_4
35711,104,504,TRANSFER,403.5,2017-01-20 22:52:48,False,-1,1,bank_1,1,bank_4
72408,104,504,TRANSFER,730.46,2017-02-10 14:54:38,False,-1,1,bank_1,1,bank_4
32328,438,445,TRANSFER,917.7,2017-01-19 16:30:02,False,-1,1,bank_1,1,bank_3
15956,1574,1367,TRANSFER,740.67,2017-01-09 02:20:18,False,-1,1,bank_1,1,bank_3
8953,1854,351,TRANSFER,887.31,2017-01-06 23:51:02,False,-1,1,bank_1,1,bank_3
22531,1854,351,TRANSFER,218.08,2017-01-13 00:11:47,False,-1,1,bank_1,1,bank_3
34414,1854,351,TRANSFER,855.22,2017-01-20 00:53:15,False,-1,1,bank_1,1,bank_3
47627,1854,351,TRANSFER,296.2,2017-01-27 00:49:33,False,-1,1,bank_1,1,bank_3
59567,1854,351,TRANSFER,148.48,2017-02-03 23:23:02,False,-1,1,bank_1,1,bank_3
71258,1854,351,TRANSFER,708.57,2017-02-10 09:39:58,False,-1,1,bank_1,1,bank_3
83511,1854,351,TRANSFER,171.06,2017-02-17 15:14:51,False,-1,1,bank_1,1,bank_3
54493,1442,1804,TRANSFER,759.39,2017-01-31 02:14:13,False,-1,1,bank_1,1,bank_4
12568,181,461,TRANSFER,616.78,2017-01-08 04:18:26,False,-1,1,bank_1,1,bank_3
34046,181,461,TRANSFER,762.63,2017-01-20 13:12:18,False,-1,1,bank_1,1,bank_3
26665,191,238,TRANSFER,1009.53,2017-01-15 14:35:49,False,-1,1,bank_0,1,bank_1
62955,191,238,TRANSFER,233.76,2017-02-05 23:23:06,False,-1,1,bank_0,1,bank_1
61831,1361,238,TRANSFER,233.36,2017-02-04 01:19:37,False,-1,1,bank_0,1,bank_1
10,1347,388,TRANSFER,426.51,2017-01-01 16:21:13,False,-1,1,bank_1,1,bank_4
76304,1347,388,TRANSFER,324.27,2017-02-12 20:09:51,False,-1,1,bank_1,1,bank_4
12824,1347,1140,TRANSFER,605.19,2017-01-08 20:40:18,False,-1,1,bank_1,1,bank_4
87883,1347,1140,TRANSFER,970.68,2017-02-19 06:45:57,False,-1,1,bank_1,1,bank_4
25983,395,1140,TRANSFER,320.83,2017-01-15 03:16:43,False,-1,1,bank_1,1,bank_4
88711,395,1140,TRANSFER,595.58,2017-02-19 23:16:16,False,-1,1,bank_1,1,bank_4
25506,1347,1882,TRANSFER,977.96,2017-01-15 00:43:01,False,-1,1,bank_1,1,bank_4
61590,296,1882,TRANSFER,543.62,2017-02-04 16:29:23,False,-1,1,bank_1,1,bank_4
27072,1436,1882,TRANSFER,637.84,2017-01-16 02:41:30,False,-1,1,bank_1,1,bank_4
58674,101,1882,TRANSFER,262.09,2017-02-02 18:06:14,False,-1,1,bank_1,1,bank_4
34349,280,1882,TRANSFER,876.83,2017-01-20 09:26:28,False,-1,1,bank_1,1,bank_4
39112,1347,1056,TRANSFER,728.94,2017-01-22 14:23:20,False,-1,1,bank_1,1,bank_4
20587,1205,1056,TRANSFER,193.65,2017-01-12 17:38:52,False,-1,1,bank_1,1,bank_4
59474,192,1056,TRANSFER,402.36,2017-02-03 17:12:04,False,-1,1,bank_1,1,bank_4
49859,1347,1893,TRANSFER,380.56,2017-01-29 06:10:31,False,-1,1,bank_1,1,bank_3
63620,1347,1928,TRANSFER,312.16,2017-02-05 20:26:18,False,-1,1,bank_1,1,bank_4
356,1421,1928,TRANSFER,695.02,2017-01-01 01:07:35,False,-1,1,bank_1,1,bank_4
75252,1421,1928,TRANSFER,138.58,2017-02-12 05:05:26,False,-1,1,bank_1,1,bank_4
27345,1550,1928,TRANSFER,256.56,2017-01-16 09:35:16,False,-1,1,bank_1,1,bank_4
3258,1473,1928,TRANSFER,614.59,2017-01-02 00:13:22,False,-1,1,bank_1,1,bank_4
78069,1473,1928,TRANSFER,472.35,2017-02-13 18:29:16,False,-1,1,bank_1,1,bank_4
4645,1389,1928,TRANSFER,299.86,2017-01-03 10:29:08,False,-1,1,bank_1,1,bank_4
78774,1389,1928,TRANSFER,271.28,2017-02-14 11:28:53,False,-1,1,bank_1,1,bank_4
30447,1596,1928,TRANSFER,930.29,2017-01-18 20:00:10,False,-1,1,bank_1,1,bank_4
57340,356,1928,TRANSFER,796.11,2017-02-02 19:21:33,False,-1,1,bank_1,1,bank_4
21851,1232,1928,TRANSFER,767.33,2017-01-13 16:29:07,False,-1,1,bank_1,1,bank_4
85090,1232,1928,TRANSFER,351.92,2017-02-17 23:45:12,False,-1,1,bank_1,1,bank_4
59587,1588,1928,TRANSFER,223.01,2017-02-03 18:25:12,False,-1,1,bank_1,1,bank_4
11,1802,558,TRANSFER,558.59,2017-01-01 09:38:09,False,-1,1,bank_0,1,bank_1
63151,1802,558,TRANSFER,471.86,2017-02-05 22:20:51,False,-1,1,bank_0,1,bank_1
25440,1098,558,TRANSFER,733.1,2017-01-15 03:08:33,False,-1,1,bank_3,1,bank_1
88571,1098,558,TRANSFER,709.03,2017-02-19 10:42:17,False,-1,1,bank_3,1,bank_1
13512,1134,558,TRANSFER,983.86,2017-01-08 07:13:26,False,-1,1,bank_1,1,bank_1
75341,1134,558,TRANSFER,483.17,2017-02-12 13:43:46,False,-1,1,bank_1,1,bank_1
51555,1026,558,TRANSFER,351.74,2017-01-29 13:46:58,False,-1,1,bank_4,1,bank_1
38709,603,558,TRANSFER,501.16,2017-01-22 03:39:10,False,-1,1,bank_4,1,bank_1
43550,1988,612,TRANSFER,806.17,2017-01-25 07:37:15,False,-1,1,bank_1,1,bank_4
18433,1223,612,TRANSFER,728.72,2017-01-11 14:19:41,False,-1,1,bank_1,1,bank_4
30414,1223,612,TRANSFER,418.8,2017-01-18 06:45:11,False,-1,1,bank_1,1,bank_4
23649,380,444,TRANSFER,487.13,2017-01-14 19:42:39,False,-1,1,bank_1,1,bank_2
23715,380,444,TRANSFER,688.4,2017-01-14 23:05:40,False,-1,1,bank_1,1,bank_2
86000,380,444,TRANSFER,787.95,2017-02-18 09:21:17,False,-1,1,bank_1,1,bank_2
35979,681,444,TRANSFER,520.16,2017-01-21 03:51:51,False,-1,1,bank_1,1,bank_2
12,1355,684,TRANSFER,316.79,2017-01-01 17:00:59,False,-1,1,bank_1,1,bank_4
34486,1355,684,TRANSFER,817.21,2017-01-20 21:14:49,False,-1,1,bank_1,1,bank_4
75229,1355,684,TRANSFER,964.81,2017-02-12 03:56:43,False,-1,1,bank_1,1,bank_4
2222,222,684,TRANSFER,228.15,2017-01-02 16:29:00,False,-1,1,bank_1,1,bank_4
21542,222,684,TRANSFER,434.78,2017-01-13 12:52:10,False,-1,1,bank_1,1,bank_4
64689,222,684,TRANSFER,324.71,2017-02-06 08:34:39,False,-1,1,bank_1,1,bank_4
2869,1355,607,TRANSFER,239.85,2017-01-02 22:43:56,False,-1,1,bank_1,1,bank_4
39218,1355,607,TRANSFER,215.0,2017-01-22 09:05:13,False,-1,1,bank_1,1,bank_4
13322,1355,1185,TRANSFER,758.23,2017-01-08 23:37:42,False,-1,1,bank_1,1,bank_1
88487,1355,1185,TRANSFER,100.96,2017-02-19 11:32:36,False,-1,1,bank_1,1,bank_1
47603,1596,1185,TRANSFER,751.56,2017-01-27 12:01:02,False,-1,1,bank_4,1,bank_1
52109,813,1185,TRANSFER,195.33,2017-01-30 09:51:38,True,32,1,bank_1,1,bank_1
24295,1355,743,TRANSFER,634.81,2017-01-14 13:34:47,False,-1,1,bank_1,1,bank_1
26115,1355,743,TRANSFER,808.25,2017-01-15 07:04:06,False,-1,1,bank_1,1,bank_1
48183,174,743,TRANSFER,472.48,2017-01-28 23:40:37,False,-1,1,bank_3,1,bank_1
62860,174,743,TRANSFER,1058.77,2017-02-05 00:24:46,False,-1,1,bank_3,1,bank_1
60931,1374,743,TRANSFER,839.03,2017-02-04 06:26:57,False,-1,1,bank_4,1,bank_1
10933,750,743,TRANSFER,432.72,2017-01-07 10:32:27,False,-1,1,bank_1,1,bank_1
85642,750,743,TRANSFER,514.92,2017-02-18 11:38:47,False,-1,1,bank_1,1,bank_1
35951,1961,743,TRANSFER,821.11,2017-01-21 11:12:15,False,-1,1,bank_2,1,bank_1
74339,1869,743,TRANSFER,397.52,2017-02-11 12:52:08,False,-1,1,bank_4,1,bank_1
31706,1355,799,TRANSFER,200.19,2017-01-18 16:41:47,False,-1,1,bank_1,1,bank_1
50907,1355,799,TRANSFER,661.48,2017-01-29 16:17:03,False,-1,1,bank_1,1,bank_1
18919,123,799,TRANSFER,221.92,2017-01-11 13:54:33,False,-1,1,bank_1,1,bank_1
37632,123,799,TRANSFER,691.2,2017-01-22 12:08:09,False,-1,1,bank_1,1,bank_1
6258,1596,799,TRANSFER,952.0,2017-01-04 19:23:24,False,-1,1,bank_0,1,bank_1
29780,1596,799,TRANSFER,881.06,2017-01-17 03:02:32,False,-1,1,bank_0,1,bank_1
80682,1596,799,TRANSFER,987.92,2017-02-15 05:09:11,False,-1,1,bank_0,1,bank_1
44440,964,799,TRANSFER,976.28,2017-01-25 11:36:03,False,-1,1,bank_2,1,bank_1
68151,1252,799,TRANSFER,739.09,2017-02-08 16:41:40,False,-1,1,bank_4,1,bank_1
55243,453,799,TRANSFER,727.33,2017-02-01 01:46:50,False,-1,1,bank_3,1,bank_1
63248,1355,817,TRANSFER,689.97,2017-02-05 14:41:11,False,-1,1,bank_1,1,bank_4
15006,246,536,TRANSFER,170.73,2017-01-09 04:44:52,False,-1,1,bank_1,1,bank_3
25147,246,536,TRANSFER,145.73,2017-01-15 23:48:10,False,-1,1,bank_1,1,bank_3
77402,246,536,TRANSFER,431.42,2017-02-13 03:29:59,False,-1,1,bank_1,1,bank_3
38190,276,536,TRANSFER,436.31,2017-01-22 08:10:19,False,-1,1,bank_1,1,bank_3
54705,276,536,TRANSFER,812.91,2017-01-31 17:26:07,False,-1,1,bank_1,1,bank_3
890,295,394,TRANSFER,860.82,2017-01-01 03:32:40,False,-1,1,bank_0,1,bank_1
37651,295,394,TRANSFER,355.83,2017-01-22 21:51:56,False,-1,1,bank_0,1,bank_1
74920,295,394,TRANSFER,1052.89,2017-02-12 20:39:03,False,-1,1,bank_0,1,bank_1
34547,387,394,TRANSFER,802.01,2017-01-20 00:31:18,False,-1,1,bank_0,1,bank_1
72543,387,394,TRANSFER,612.64,2017-02-10 01:04:55,False,-1,1,bank_0,1,bank_1
26402,303,471,TRANSFER,669.44,2017-01-15 08:24:20,False,-1,1,bank_1,1,bank_3
54946,303,471,TRANSFER,309.83,2017-01-31 16:51:08,False,-1,1,bank_1,1,bank_3
38775,328,471,TRANSFER,767.22,2017-01-22 00:50:54,False,-1,1,bank_1,1,bank_3
46233,328,471,TRANSFER,318.75,2017-01-26 13:58:14,False,-1,1,bank_1,1,bank_3
3693,880,511,TRANSFER,411.04,2017-01-03 16:24:40,False,-1,1,bank_1,1,bank_0
16833,880,511,TRANSFER,100.11,2017-01-10 13:27:11,False,-1,1,bank_1,1,bank_0
29869,880,511,TRANSFER,772.59,2017-01-17 01:20:19,False,-1,1,bank_1,1,bank_0
37540,880,511,TRANSFER,738.76,2017-01-22 20:41:05,False,-1,1,bank_1,1,bank_0
42523,880,511,TRANSFER,931.93,2017-01-24 15:32:25,False,-1,1,bank_1,1,bank_0
53450,880,511,TRANSFER,513.77,2017-01-31 23:05:43,False,-1,1,bank_1,1,bank_0
65823,880,511,TRANSFER,189.22,2017-02-07 04:27:19,False,-1,1,bank_1,1,bank_0
79139,880,511,TRANSFER,232.88,2017-02-14 02:43:14,False,-1,1,bank_1,1,bank_0
87854,880,511,TRANSFER,575.2,2017-02-19 23:31:48,False,-1,1,bank_1,1,bank_0
17,273,1820,TRANSFER,493.86,2017-01-01 13:50:29,False,-1,1,bank_1,1,bank_4
63506,273,1820,TRANSFER,627.22,2017-02-05 09:04:03,False,-1,1,bank_1,1,bank_4
51612,329,1820,TRANSFER,230.87,2017-01-29 00:37:50,False,-1,1,bank_1,1,bank_4
72249,1526,1820,TRANSFER,984.14,2017-02-10 06:30:37,False,-1,1,bank_1,1,bank_4
54326,352,1820,TRANSFER,670.78,2017-01-31 22:41:38,False,-1,1,bank_1,1,bank_4
37238,200,1820,TRANSFER,924.66,2017-01-21 05:26:54,False,-1,1,bank_1,1,bank_4
11670,1600,1820,TRANSFER,781.79,2017-01-07 07:17:23,False,-1,1,bank_1,1,bank_4
24124,1600,1820,TRANSFER,559.38,2017-01-14 14:53:07,False,-1,1,bank_1,1,bank_4
36849,1600,1820,TRANSFER,441.89,2017-01-21 16:02:07,False,-1,1,bank_1,1,bank_4
48266,1600,1820,TRANSFER,492.34,2017-01-28 13:24:34,False,-1,1,bank_1,1,bank_4
60978,1600,1820,TRANSFER,107.71,2017-02-04 16:59:43,False,-1,1,bank_1,1,bank_4
74173,1600,1820,TRANSFER,578.79,2017-02-11 02:58:54,False,-1,1,bank_1,1,bank_4
86373,1600,1820,TRANSFER,899.37,2017-02-18 08:21:28,False,-1,1,bank_1,1,bank_4
12570,273,1974,TRANSFER,490.26,2017-01-08 08:41:35,False,-1,1,bank_1,1,bank_4
74803,273,1974,TRANSFER,815.32,2017-02-12 22:02:04,False,-1,1,bank_1,1,bank_4
713,1485,1974,TRANSFER,964.06,2017-01-01 18:26:43,False,-1,1,bank_1,1,bank_4
75492,1485,1974,TRANSFER,664.49,2017-02-12 20:54:18,False,-1,1,bank_1,1,bank_4
53409,1445,1974,TRANSFER,589.25,2017-01-31 17:30:52,False,-1,1,bank_1,1,bank_4
64372,1231,1974,TRANSFER,168.26,2017-02-06 21:03:16,False,-1,1,bank_1,1,bank_4
66363,1511,1974,TRANSFER,548.39,2017-02-07 16:20:53,False,-1,1,bank_1,1,bank_4
41088,1304,1974,TRANSFER,813.19,2017-01-24 13:15:09,False,-1,1,bank_1,1,bank_4
25911,273,1747,TRANSFER,425.55,2017-01-15 18:10:12,False,-1,1,bank_1,1,bank_4
88425,273,1747,TRANSFER,578.41,2017-02-19 00:48:06,False,-1,1,bank_1,1,bank_4
26052,75,1747,TRANSFER,129.17,2017-01-15 15:48:20,False,-1,1,bank_1,1,bank_4
87007,75,1747,TRANSFER,116.97,2017-02-19 14:35:32,False,-1,1,bank_1,1,bank_4
56568,1439,1747,TRANSFER,987.44,2017-02-01 00:27:14,False,-1,1,bank_1,1,bank_4
38096,273,1656,TRANSFER,936.69,2017-01-22 16:15:57,False,-1,1,bank_1,1,bank_2
991,1443,1656,TRANSFER,544.61,2017-01-01 17:13:04,False,-1,1,bank_1,1,bank_2
75457,1443,1656,TRANSFER,414.8,2017-02-12 16:34:07,False,-1,1,bank_1,1,bank_2
50353,273,1994,TRANSFER,451.72,2017-01-29 03:40:59,False,-1,1,bank_1,1,bank_4
15850,1431,1994,TRANSFER,907.94,2017-01-09 14:57:48,False,-1,1,bank_1,1,bank_4
1978,232,1994,TRANSFER,862.13,2017-01-02 18:09:37,False,-1,1,bank_1,1,bank_4
64691,232,1994,TRANSFER,416.84,2017-02-06 18:21:47,False,-1,1,bank_1,1,bank_4
27998,1331,1994,TRANSFER,422.46,2017-01-16 14:06:31,False,-1,1,bank_1,1,bank_4
16008,1459,1994,TRANSFER,698.68,2017-01-09 06:17:17,False,-1,1,bank_1,1,bank_4
16513,297,1994,TRANSFER,554.4,2017-01-10 21:17:06,False,-1,1,bank_1,1,bank_4
78905,297,1994,TRANSFER,666.82,2017-02-14 07:04:00,False,-1,1,bank_1,1,bank_4
4461,1684,1994,TRANSFER,166.82,2017-01-03 23:35:00,False,-1,1,bank_1,1,bank_4
17432,1684,1994,TRANSFER,578.73,2017-01-10 09:02:41,False,-1,1,bank_1,1,bank_4
29416,1684,1994,TRANSFER,128.97,2017-01-17 05:43:17,False,-1,1,bank_1,1,bank_4
42510,1684,1994,TRANSFER,699.07,2017-01-24 12:57:58,False,-1,1,bank_1,1,bank_4
55092,1684,1994,TRANSFER,416.08,2017-01-31 01:56:28,False,-1,1,bank_1,1,bank_4
66218,1684,1994,TRANSFER,729.21,2017-02-07 08:20:41,False,-1,1,bank_1,1,bank_4
79510,1684,1994,TRANSFER,651.64,2017-02-14 12:41:47,False,-1,1,bank_1,1,bank_4
9351,374,1994,TRANSFER,169.27,2017-01-06 14:36:31,False,-1,1,bank_1,1,bank_4
72717,374,1994,TRANSFER,604.01,2017-02-10 14:40:57,False,-1,1,bank_1,1,bank_4
22123,241,1994,TRANSFER,606.47,2017-01-13 14:29:27,False,-1,1,bank_1,1,bank_4
84386,241,1994,TRANSFER,205.89,2017-02-17 05:07:50,False,-1,1,bank_1,1,bank_4
18,1526,1159,TRANSFER,380.78,2017-01-01 23:37:36,False,-1,1,bank_4,1,bank_1
33394,1044,1159,TRANSFER,103.33,2017-01-19 02:40:55,True,92,1,bank_1,1,bank_1
18599,264,1871,TRANSFER,602.44,2017-01-11 07:13:40,False,-1,1,bank_1,1,bank_3
79976,264,1871,TRANSFER,651.59,2017-02-15 05:48:26,False,-1,1,bank_1,1,bank_3
3302,1208,1435,TRANSFER,595.4,2017-01-02 23:58:05,False,-1,1,bank_1,1,bank_4
77160,1208,1435,TRANSFER,595.65,2017-02-13 07:05:03,False,-1,1,bank_1,1,bank_4
27745,1241,1868,TRANSFER,905.81,2017-01-16 22:13:41,False,-1,1,bank_1,1,bank_0
25146,1488,1938,TRANSFER,865.81,2017-01-15 09:23:49,False,-1,1,bank_1,1,bank_4
41383,1551,1938,TRANSFER,253.75,2017-01-24 12:56:55,False,-1,1,bank_1,1,bank_4
48696,380,1938,TRANSFER,972.0,2017-01-28 18:26:05,False,-1,1,bank_1,1,bank_4
23882,218,1938,TRANSFER,363.66,2017-01-14 16:52:31,False,-1,1,bank_1,1,bank_4
85346,218,1938,TRANSFER,514.0,2017-02-18 07:53:37,False,-1,1,bank_1,1,bank_4
57248,26,1620,TRANSFER,407.92,2017-02-02 23:46:35,False,-1,1,bank_1,1,bank_4
10682,1257,1620,TRANSFER,939.21,2017-01-06 01:02:33,False,-1,1,bank_1,1,bank_4
84284,1257,1620,TRANSFER,668.55,2017-02-17 08:40:10,False,-1,1,bank_1,1,bank_4
88026,1526,842,TRANSFER,680.9,2017-02-19 11:32:40,False,-1,1,bank_4,1,bank_1
33577,1394,842,TRANSFER,297.23,2017-01-19 19:41:26,False,-1,1,bank_1,1,bank_1
11635,360,842,TRANSFER,641.38,2017-01-07 07:29:01,False,-1,1,bank_2,1,bank_1
19,680,661,TRANSFER,576.67,2017-01-01 11:21:36,False,-1,1,bank_1,1,bank_0
51512,680,661,TRANSFER,143.94,2017-01-29 03:28:57,False,-1,1,bank_1,1,bank_0
4683,680,436,TRANSFER,176.92,2017-01-03 22:09:50,False,-1,1,bank_1,1,bank_1
79557,680,436,TRANSFER,685.06,2017-02-14 11:44:37,False,-1,1,bank_1,1,bank_1
54435,1957,436,TRANSFER,826.38,2017-01-31 15:51:15,False,-1,1,bank_4,1,bank_1
41623,1585,436,TRANSFER,299.12,2017-01-24 20:01:07,False,-1,1,bank_4,1,bank_1
29495,898,436,TRANSFER,675.08,2017-01-17 06:26:48,False,-1,1,bank_2,1,bank_1
17014,1192,436,TRANSFER,953.54,2017-01-10 20:07:47,False,-1,1,bank_1,1,bank_1
8794,849,436,TRANSFER,590.39,2017-01-05 22:36:57,False,-1,1,bank_4,1,bank_1
20590,849,436,TRANSFER,132.65,2017-01-12 01:55:33,False,-1,1,bank_4,1,bank_1
33337,849,436,TRANSFER,495.95,2017-01-19 09:08:47,False,-1,1,bank_4,1,bank_1
46010,849,436,TRANSFER,195.46,2017-01-26 18:14:42,False,-1,1,bank_4,1,bank_1
