tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
188,9886,7039,TRANSFER,482.19,2017-01-01 00:00:00+00:00,False,-1
189,9886,9458,TRANSFER,998.04,2017-01-01 00:00:00+00:00,False,-1
190,9215,9784,TRANSFER,289.64,2017-01-01 00:00:00+00:00,False,-1
202,9626,9999,TRANSFER,154.54,2017-01-01 00:00:00+00:00,False,-1
203,9626,6427,TRANSFER,674.27,2017-01-01 00:00:00+00:00,False,-1
204,9626,6461,TRANSFER,544.57,2017-01-01 00:00:00+00:00,False,-1
207,8367,9845,TRANSFER,690.88,2017-01-01 00:00:00+00:00,False,-1
208,9027,565,TRANSFER,283.58,2017-01-01 00:00:00+00:00,False,-1
210,9141,69,TRANSFER,823.94,2017-01-01 00:00:00+00:00,False,-1
214,9245,9957,TRANSFER,135.05,2017-01-01 00:00:00+00:00,False,-1
223,8366,8219,TRANSFER,853.93,2017-01-01 00:00:00+00:00,False,-1
239,9951,9530,TRANSFER,189.1,2017-01-01 00:00:00+00:00,False,-1
240,9951,9793,TRANSFER,551.69,2017-01-01 00:00:00+00:00,False,-1
241,9951,2981,TRANSFER,677.73,2017-01-01 00:00:00+00:00,False,-1
242,9951,8250,TRANSFER,302.24,2017-01-01 00:00:00+00:00,False,-1
243,9951,9426,TRANSFER,388.83,2017-01-01 00:00:00+00:00,False,-1
244,9951,8973,TRANSFER,110.94,2017-01-01 00:00:00+00:00,False,-1
245,9951,4440,TRANSFER,194.33,2017-01-01 00:00:00+00:00,False,-1
246,9951,6653,TRANSFER,496.05,2017-01-01 00:00:00+00:00,False,-1
247,9951,7122,TRANSFER,351.83,2017-01-01 00:00:00+00:00,False,-1
248,9951,9582,TRANSFER,152.8,2017-01-01 00:00:00+00:00,False,-1
249,9951,9627,TRANSFER,683.96,2017-01-01 00:00:00+00:00,False,-1
251,8244,3426,TRANSFER,631.6,2017-01-01 00:00:00+00:00,False,-1
252,8210,1903,TRANSFER,1028.5,2017-01-01 00:00:00+00:00,False,-1
254,9025,132,TRANSFER,252.09,2017-01-01 00:00:00+00:00,False,-1
265,8336,9532,TRANSFER,677.09,2017-01-01 00:00:00+00:00,False,-1
269,9844,9940,TRANSFER,295.42,2017-01-01 00:00:00+00:00,False,-1
270,9844,8944,TRANSFER,728.88,2017-01-01 00:00:00+00:00,False,-1
271,9844,9705,TRANSFER,793.24,2017-01-01 00:00:00+00:00,False,-1
272,9844,985,TRANSFER,242.27,2017-01-01 00:00:00+00:00,False,-1
273,9844,8272,TRANSFER,665.24,2017-01-01 00:00:00+00:00,False,-1
274,9844,3317,TRANSFER,388.33,2017-01-01 00:00:00+00:00,False,-1
275,9844,8496,TRANSFER,188.9,2017-01-01 00:00:00+00:00,False,-1
278,8191,935,TRANSFER,735.13,2017-01-01 00:00:00+00:00,False,-1
290,9277,3189,TRANSFER,231.57,2017-01-01 00:00:00+00:00,False,-1
296,8842,1614,TRANSFER,831.39,2017-01-01 00:00:00+00:00,False,-1
298,9825,6500,TRANSFER,727.64,2017-01-01 00:00:00+00:00,False,-1
299,9825,8418,TRANSFER,374.17,2017-01-01 00:00:00+00:00,False,-1
300,9825,3507,TRANSFER,766.26,2017-01-01 00:00:00+00:00,False,-1
301,9825,6709,TRANSFER,981.49,2017-01-01 00:00:00+00:00,False,-1
302,9825,9953,TRANSFER,292.29,2017-01-01 00:00:00+00:00,False,-1
313,9896,8433,TRANSFER,383.41,2017-01-01 00:00:00+00:00,False,-1
314,9896,2176,TRANSFER,563.83,2017-01-01 00:00:00+00:00,False,-1
315,9896,9958,TRANSFER,827.09,2017-01-01 00:00:00+00:00,False,-1
316,9896,8050,TRANSFER,205.53,2017-01-01 00:00:00+00:00,False,-1
317,9896,5109,TRANSFER,582.64,2017-01-01 00:00:00+00:00,False,-1
318,9896,4939,TRANSFER,625.78,2017-01-01 00:00:00+00:00,False,-1
319,9896,7861,TRANSFER,495.4,2017-01-01 00:00:00+00:00,False,-1
320,9715,3274,TRANSFER,477.97,2017-01-01 00:00:00+00:00,False,-1
321,9715,9054,TRANSFER,625.39,2017-01-01 00:00:00+00:00,False,-1
322,9715,1005,TRANSFER,356.89,2017-01-01 00:00:00+00:00,False,-1
323,9715,1794,TRANSFER,503.13,2017-01-01 00:00:00+00:00,False,-1
329,9166,4238,TRANSFER,956.12,2017-01-01 00:00:00+00:00,False,-1
330,8095,3385,TRANSFER,690.92,2017-01-01 00:00:00+00:00,False,-1
335,9212,4203,TRANSFER,437.54,2017-01-01 00:00:00+00:00,False,-1
374,8317,9115,TRANSFER,734.45,2017-01-01 00:00:00+00:00,False,-1
378,9687,9996,TRANSFER,286.44,2017-01-01 00:00:00+00:00,False,-1
379,9687,9992,TRANSFER,745.59,2017-01-01 00:00:00+00:00,False,-1
380,9687,6107,TRANSFER,581.23,2017-01-01 00:00:00+00:00,False,-1
381,9687,9455,TRANSFER,591.55,2017-01-01 00:00:00+00:00,False,-1
382,9134,159,TRANSFER,481.3,2017-01-01 00:00:00+00:00,False,-1
383,9109,1072,TRANSFER,993.95,2017-01-01 00:00:00+00:00,False,-1
398,8982,1459,TRANSFER,468.4,2017-01-01 00:00:00+00:00,False,-1
403,9983,9825,TRANSFER,927.33,2017-01-01 00:00:00+00:00,False,-1
404,9983,7992,TRANSFER,977.61,2017-01-01 00:00:00+00:00,False,-1
405,9983,4296,TRANSFER,640.55,2017-01-01 00:00:00+00:00,False,-1
406,9983,7309,TRANSFER,544.6,2017-01-01 00:00:00+00:00,False,-1
407,9983,9808,TRANSFER,192.94,2017-01-01 00:00:00+00:00,False,-1
408,9983,6260,TRANSFER,820.44,2017-01-01 00:00:00+00:00,False,-1
409,9983,8309,TRANSFER,426.15,2017-01-01 00:00:00+00:00,False,-1
410,9983,9305,TRANSFER,635.06,2017-01-01 00:00:00+00:00,False,-1
411,9983,9382,TRANSFER,634.88,2017-01-01 00:00:00+00:00,False,-1
412,9983,6215,TRANSFER,108.27,2017-01-01 00:00:00+00:00,False,-1
413,9983,9291,TRANSFER,774.06,2017-01-01 00:00:00+00:00,False,-1
414,9983,9861,TRANSFER,709.78,2017-01-01 00:00:00+00:00,False,-1
415,9983,9909,TRANSFER,468.19,2017-01-01 00:00:00+00:00,False,-1
416,9983,9939,TRANSFER,403.37,2017-01-01 00:00:00+00:00,False,-1
417,9983,4653,TRANSFER,728.53,2017-01-01 00:00:00+00:00,False,-1
418,9983,52,TRANSFER,287.98,2017-01-01 00:00:00+00:00,False,-1
419,9983,9637,TRANSFER,202.79,2017-01-01 00:00:00+00:00,False,-1
420,9983,4112,TRANSFER,917.48,2017-01-01 00:00:00+00:00,False,-1
429,9384,5799,TRANSFER,434.45,2017-01-01 00:00:00+00:00,False,-1
449,9468,4544,TRANSFER,734.41,2017-01-01 00:00:00+00:00,False,-1
459,9958,209,TRANSFER,613.63,2017-01-01 00:00:00+00:00,False,-1
460,9958,9364,TRANSFER,385.49,2017-01-01 00:00:00+00:00,False,-1
461,9958,5109,TRANSFER,665.49,2017-01-01 00:00:00+00:00,False,-1
462,9958,4483,TRANSFER,695.63,2017-01-01 00:00:00+00:00,False,-1
463,9958,9232,TRANSFER,595.78,2017-01-01 00:00:00+00:00,False,-1
464,9958,7992,TRANSFER,135.59,2017-01-01 00:00:00+00:00,False,-1
465,9958,9854,TRANSFER,949.86,2017-01-01 00:00:00+00:00,False,-1
466,9958,6607,TRANSFER,181.21,2017-01-01 00:00:00+00:00,False,-1
467,9958,1450,TRANSFER,877.36,2017-01-01 00:00:00+00:00,False,-1
468,9958,9979,TRANSFER,391.29,2017-01-01 00:00:00+00:00,False,-1
469,9958,8619,TRANSFER,181.72,2017-01-01 00:00:00+00:00,False,-1
470,9958,5320,TRANSFER,421.99,2017-01-01 00:00:00+00:00,False,-1
478,9644,8550,TRANSFER,768.01,2017-01-01 00:00:00+00:00,False,-1
479,9644,9995,TRANSFER,709.78,2017-01-01 00:00:00+00:00,False,-1
480,9644,9476,TRANSFER,158.63,2017-01-01 00:00:00+00:00,False,-1
481,9644,682,TRANSFER,752.6,2017-01-01 00:00:00+00:00,False,-1
483,8110,9794,TRANSFER,745.09,2017-01-01 00:00:00+00:00,False,-1
494,8151,9870,TRANSFER,540.21,2017-01-01 00:00:00+00:00,False,-1
505,9907,8401,TRANSFER,179.58,2017-01-01 00:00:00+00:00,False,-1
506,9907,9170,TRANSFER,706.38,2017-01-01 00:00:00+00:00,False,-1
507,9907,9255,TRANSFER,989.21,2017-01-01 00:00:00+00:00,False,-1
508,9907,4745,TRANSFER,636.2,2017-01-01 00:00:00+00:00,False,-1
509,9907,9693,TRANSFER,967.59,2017-01-01 00:00:00+00:00,False,-1
510,9907,4824,TRANSFER,692.69,2017-01-01 00:00:00+00:00,False,-1
511,9907,9049,TRANSFER,254.81,2017-01-01 00:00:00+00:00,False,-1
512,9907,8272,TRANSFER,515.93,2017-01-01 00:00:00+00:00,False,-1
516,9007,2365,TRANSFER,838.1,2017-01-01 00:00:00+00:00,False,-1
524,9098,3188,TRANSFER,633.58,2017-01-01 00:00:00+00:00,False,-1
532,8888,1264,TRANSFER,612.6,2017-01-01 00:00:00+00:00,False,-1
540,9379,2528,TRANSFER,257.32,2017-01-01 00:00:00+00:00,False,-1
544,9261,9074,TRANSFER,135.42,2017-01-01 00:00:00+00:00,False,-1
548,9606,3758,TRANSFER,588.26,2017-01-01 00:00:00+00:00,False,-1
549,9606,2863,TRANSFER,756.98,2017-01-01 00:00:00+00:00,False,-1
550,9606,4381,TRANSFER,227.23,2017-01-01 00:00:00+00:00,False,-1
555,9733,9510,TRANSFER,866.4,2017-01-01 00:00:00+00:00,False,-1
556,9733,9223,TRANSFER,206.33,2017-01-01 00:00:00+00:00,False,-1
557,9733,4649,TRANSFER,718.97,2017-01-01 00:00:00+00:00,False,-1
558,9733,7493,TRANSFER,358.39,2017-01-01 00:00:00+00:00,False,-1
563,9619,488,TRANSFER,494.58,2017-01-01 00:00:00+00:00,False,-1
564,9619,2448,TRANSFER,445.99,2017-01-01 00:00:00+00:00,False,-1
565,9619,9301,TRANSFER,483.77,2017-01-01 00:00:00+00:00,False,-1
567,9382,5214,TRANSFER,827.72,2017-01-01 00:00:00+00:00,False,-1
571,9195,2992,TRANSFER,313.46,2017-01-01 00:00:00+00:00,False,-1
574,8168,5054,TRANSFER,741.83,2017-01-01 00:00:00+00:00,False,-1
576,9101,1259,TRANSFER,749.68,2017-01-01 00:00:00+00:00,False,-1
584,8012,5177,TRANSFER,161.37,2017-01-01 00:00:00+00:00,False,-1
594,8890,152,TRANSFER,462.86,2017-01-01 00:00:00+00:00,False,-1
612,9948,9967,TRANSFER,254.82,2017-01-01 00:00:00+00:00,False,-1
613,9948,8239,TRANSFER,587.24,2017-01-01 00:00:00+00:00,False,-1
614,9948,9154,TRANSFER,467.94,2017-01-01 00:00:00+00:00,False,-1
615,9948,8220,TRANSFER,112.02,2017-01-01 00:00:00+00:00,False,-1
616,9948,7906,TRANSFER,601.5,2017-01-01 00:00:00+00:00,False,-1
617,9948,6581,TRANSFER,118.38,2017-01-01 00:00:00+00:00,False,-1
618,9948,8904,TRANSFER,153.86,2017-01-01 00:00:00+00:00,False,-1
619,9948,8932,TRANSFER,987.18,2017-01-01 00:00:00+00:00,False,-1
620,9948,7638,TRANSFER,141.11,2017-01-01 00:00:00+00:00,False,-1
621,9948,5240,TRANSFER,845.42,2017-01-01 00:00:00+00:00,False,-1
622,9948,3144,TRANSFER,709.49,2017-01-01 00:00:00+00:00,False,-1
624,9780,6430,TRANSFER,700.68,2017-01-01 00:00:00+00:00,False,-1
625,9780,6521,TRANSFER,530.55,2017-01-01 00:00:00+00:00,False,-1
626,9780,4813,TRANSFER,947.46,2017-01-01 00:00:00+00:00,False,-1
627,9780,6595,TRANSFER,717.59,2017-01-01 00:00:00+00:00,False,-1
636,8817,354,TRANSFER,448.38,2017-01-01 00:00:00+00:00,False,-1
637,9977,9755,TRANSFER,622.01,2017-01-01 00:00:00+00:00,False,-1
638,9977,7967,TRANSFER,158.07,2017-01-01 00:00:00+00:00,False,-1
639,9977,6213,TRANSFER,158.87,2017-01-01 00:00:00+00:00,False,-1
640,9977,4177,TRANSFER,504.6,2017-01-01 00:00:00+00:00,False,-1
641,9977,9771,TRANSFER,614.25,2017-01-01 00:00:00+00:00,False,-1
642,9977,5516,TRANSFER,598.69,2017-01-01 00:00:00+00:00,False,-1
643,9977,2619,TRANSFER,280.18,2017-01-01 00:00:00+00:00,False,-1
644,9977,9793,TRANSFER,159.77,2017-01-01 00:00:00+00:00,False,-1
645,9977,9651,TRANSFER,816.87,2017-01-01 00:00:00+00:00,False,-1
646,9977,9635,TRANSFER,758.85,2017-01-01 00:00:00+00:00,False,-1
647,9977,5580,TRANSFER,555.14,2017-01-01 00:00:00+00:00,False,-1
648,9977,9853,TRANSFER,285.82,2017-01-01 00:00:00+00:00,False,-1
649,9977,4142,TRANSFER,973.12,2017-01-01 00:00:00+00:00,False,-1
650,9977,9475,TRANSFER,159.29,2017-01-01 00:00:00+00:00,False,-1
651,9977,6701,TRANSFER,669.92,2017-01-01 00:00:00+00:00,False,-1
657,9294,9928,TRANSFER,613.53,2017-01-01 00:00:00+00:00,False,-1
659,8017,7564,TRANSFER,293.32,2017-01-01 00:00:00+00:00,False,-1
662,8008,3057,TRANSFER,697.39,2017-01-01 00:00:00+00:00,False,-1
663,9503,9983,TRANSFER,339.65,2017-01-01 00:00:00+00:00,False,-1
665,9525,5755,TRANSFER,516.93,2017-01-01 00:00:00+00:00,False,-1
672,9479,5053,TRANSFER,579.08,2017-01-01 00:00:00+00:00,False,-1
673,9679,3739,TRANSFER,706.88,2017-01-01 00:00:00+00:00,False,-1
674,9679,1825,TRANSFER,841.14,2017-01-01 00:00:00+00:00,False,-1
675,9679,1219,TRANSFER,159.96,2017-01-01 00:00:00+00:00,False,-1
676,9679,9547,TRANSFER,650.81,2017-01-01 00:00:00+00:00,False,-1
677,9667,8581,TRANSFER,911.49,2017-01-01 00:00:00+00:00,False,-1
678,9667,7674,TRANSFER,677.21,2017-01-01 00:00:00+00:00,False,-1
679,9667,735,TRANSFER,608.96,2017-01-01 00:00:00+00:00,False,-1
680,9667,4178,TRANSFER,454.09,2017-01-01 00:00:00+00:00,False,-1
693,8148,2780,TRANSFER,894.33,2017-01-01 00:00:00+00:00,False,-1
697,8856,929,TRANSFER,565.84,2017-01-01 00:00:00+00:00,False,-1
703,9519,7338,TRANSFER,921.37,2017-01-01 00:00:00+00:00,False,-1
712,9640,9238,TRANSFER,994.45,2017-01-01 00:00:00+00:00,False,-1
713,9640,9103,TRANSFER,749.87,2017-01-01 00:00:00+00:00,False,-1
714,9640,9350,TRANSFER,667.21,2017-01-01 00:00:00+00:00,False,-1
715,9640,9955,TRANSFER,648.4,2017-01-01 00:00:00+00:00,False,-1
725,9467,9986,TRANSFER,869.7,2017-01-01 00:00:00+00:00,False,-1
730,9184,3959,TRANSFER,885.33,2017-01-01 00:00:00+00:00,False,-1
732,8815,1906,TRANSFER,517.07,2017-01-01 00:00:00+00:00,False,-1
734,8042,5994,TRANSFER,225.68,2017-01-01 00:00:00+00:00,False,-1
743,9990,5069,TRANSFER,365.26,2017-01-01 00:00:00+00:00,False,-1
744,9990,9996,TRANSFER,127.17,2017-01-01 00:00:00+00:00,False,-1
745,9990,7458,TRANSFER,148.76,2017-01-01 00:00:00+00:00,False,-1
746,9990,5427,TRANSFER,520.16,2017-01-01 00:00:00+00:00,False,-1
747,9990,6150,TRANSFER,899.94,2017-01-01 00:00:00+00:00,False,-1
748,9990,9241,TRANSFER,366.79,2017-01-01 00:00:00+00:00,False,-1
749,9990,9909,TRANSFER,580.74,2017-01-01 00:00:00+00:00,False,-1
750,9990,5404,TRANSFER,572.7,2017-01-01 00:00:00+00:00,False,-1
751,9990,716,TRANSFER,798.3,2017-01-01 00:00:00+00:00,False,-1
752,9990,1226,TRANSFER,273.13,2017-01-01 00:00:00+00:00,False,-1
753,9990,8674,TRANSFER,765.69,2017-01-01 00:00:00+00:00,False,-1
754,9990,9435,TRANSFER,770.74,2017-01-01 00:00:00+00:00,False,-1
755,9990,5965,TRANSFER,779.09,2017-01-01 00:00:00+00:00,False,-1
756,9990,6710,TRANSFER,363.21,2017-01-01 00:00:00+00:00,False,-1
757,9990,1971,TRANSFER,504.58,2017-01-01 00:00:00+00:00,False,-1
758,9990,7517,TRANSFER,630.71,2017-01-01 00:00:00+00:00,False,-1
759,9990,7812,TRANSFER,240.84,2017-01-01 00:00:00+00:00,False,-1
760,9990,9738,TRANSFER,916.53,2017-01-01 00:00:00+00:00,False,-1
761,9990,8958,TRANSFER,425.13,2017-01-01 00:00:00+00:00,False,-1
762,9990,9778,TRANSFER,779.17,2017-01-01 00:00:00+00:00,False,-1
763,9990,8572,TRANSFER,264.36,2017-01-01 00:00:00+00:00,False,-1
764,9990,8244,TRANSFER,282.16,2017-01-01 00:00:00+00:00,False,-1
765,9990,4439,TRANSFER,728.3,2017-01-01 00:00:00+00:00,False,-1
766,9990,5660,TRANSFER,284.17,2017-01-01 00:00:00+00:00,False,-1
770,9405,5040,TRANSFER,884.68,2017-01-01 00:00:00+00:00,False,-1
775,9045,2341,TRANSFER,692.79,2017-01-01 00:00:00+00:00,False,-1
777,9645,3805,TRANSFER,319.25,2017-01-01 00:00:00+00:00,False,-1
778,9645,8260,TRANSFER,439.52,2017-01-01 00:00:00+00:00,False,-1
779,9645,8276,TRANSFER,161.63,2017-01-01 00:00:00+00:00,False,-1
795,9867,9967,TRANSFER,264.03,2017-01-01 00:00:00+00:00,False,-1
796,9867,8172,TRANSFER,576.36,2017-01-01 00:00:00+00:00,False,-1
797,9867,4686,TRANSFER,450.6,2017-01-01 00:00:00+00:00,False,-1
798,9867,3506,TRANSFER,710.73,2017-01-01 00:00:00+00:00,False,-1
799,9867,9987,TRANSFER,309.96,2017-01-01 00:00:00+00:00,False,-1
800,9867,8494,TRANSFER,583.8,2017-01-01 00:00:00+00:00,False,-1
801,8340,2581,TRANSFER,573.71,2017-01-01 00:00:00+00:00,False,-1
802,9221,8602,TRANSFER,976.44,2017-01-01 00:00:00+00:00,False,-1
805,9756,8064,TRANSFER,514.44,2017-01-01 00:00:00+00:00,False,-1
806,9756,7758,TRANSFER,148.32,2017-01-01 00:00:00+00:00,False,-1
807,9756,9087,TRANSFER,665.27,2017-01-01 00:00:00+00:00,False,-1
808,9756,5290,TRANSFER,750.51,2017-01-01 00:00:00+00:00,False,-1
809,9085,316,TRANSFER,687.53,2017-01-01 00:00:00+00:00,False,-1
810,8118,7015,TRANSFER,572.55,2017-01-01 00:00:00+00:00,False,-1
814,8339,8166,TRANSFER,159.58,2017-01-01 00:00:00+00:00,True,36
818,9374,9603,TRANSFER,301.35,2017-01-01 00:00:00+00:00,False,-1
822,9674,7189,TRANSFER,451.43,2017-01-01 00:00:00+00:00,False,-1
823,9674,9130,TRANSFER,671.3,2017-01-01 00:00:00+00:00,False,-1
824,9674,6833,TRANSFER,494.44,2017-01-01 00:00:00+00:00,False,-1
825,9674,9701,TRANSFER,999.31,2017-01-01 00:00:00+00:00,False,-1
826,9914,9920,TRANSFER,596.87,2017-01-01 00:00:00+00:00,False,-1
827,9914,5998,TRANSFER,313.77,2017-01-01 00:00:00+00:00,False,-1
828,9914,9237,TRANSFER,354.18,2017-01-01 00:00:00+00:00,False,-1
829,9914,8441,TRANSFER,605.72,2017-01-01 00:00:00+00:00,False,-1
830,9914,6826,TRANSFER,689.84,2017-01-01 00:00:00+00:00,False,-1
831,9914,6259,TRANSFER,625.21,2017-01-01 00:00:00+00:00,False,-1
832,9914,7175,TRANSFER,315.46,2017-01-01 00:00:00+00:00,False,-1
833,9914,6215,TRANSFER,596.12,2017-01-01 00:00:00+00:00,False,-1
841,9593,9977,TRANSFER,207.84,2017-01-01 00:00:00+00:00,False,-1
847,8387,6975,TRANSFER,398.39,2017-01-01 00:00:00+00:00,False,-1
853,9719,8418,TRANSFER,545.39,2017-01-01 00:00:00+00:00,False,-1
854,9719,9790,TRANSFER,807.48,2017-01-01 00:00:00+00:00,False,-1
855,9719,5215,TRANSFER,261.96,2017-01-01 00:00:00+00:00,False,-1
856,9719,9769,TRANSFER,978.01,2017-01-01 00:00:00+00:00,False,-1
859,8959,2675,TRANSFER,294.45,2017-01-01 00:00:00+00:00,False,-1
862,9889,9874,TRANSFER,408.8,2017-01-01 00:00:00+00:00,False,-1
863,9889,9400,TRANSFER,972.36,2017-01-01 00:00:00+00:00,False,-1
864,9889,7686,TRANSFER,280.73,2017-01-01 00:00:00+00:00,False,-1
865,9889,9870,TRANSFER,486.56,2017-01-01 00:00:00+00:00,False,-1
866,9889,5885,TRANSFER,468.18,2017-01-01 00:00:00+00:00,False,-1
867,9889,548,TRANSFER,279.4,2017-01-01 00:00:00+00:00,False,-1
868,9889,9964,TRANSFER,384.28,2017-01-01 00:00:00+00:00,False,-1
876,9906,7782,TRANSFER,570.07,2017-01-01 00:00:00+00:00,False,-1
877,9906,9998,TRANSFER,949.92,2017-01-01 00:00:00+00:00,False,-1
878,9906,6869,TRANSFER,309.35,2017-01-01 00:00:00+00:00,False,-1
879,9906,9831,TRANSFER,573.15,2017-01-01 00:00:00+00:00,False,-1
880,9906,229,TRANSFER,917.45,2017-01-01 00:00:00+00:00,False,-1
881,9906,133,TRANSFER,561.04,2017-01-01 00:00:00+00:00,False,-1
882,9906,5459,TRANSFER,799.92,2017-01-01 00:00:00+00:00,False,-1
883,9906,5252,TRANSFER,123.31,2017-01-01 00:00:00+00:00,False,-1
884,8314,5230,TRANSFER,374.98,2017-01-01 00:00:00+00:00,False,-1
895,8399,9954,TRANSFER,597.97,2017-01-01 00:00:00+00:00,False,-1
896,9097,1209,TRANSFER,102.5,2017-01-01 00:00:00+00:00,False,-1
902,8153,9999,TRANSFER,549.96,2017-01-01 00:00:00+00:00,False,-1
904,8979,344,TRANSFER,849.9,2017-01-01 00:00:00+00:00,False,-1
905,9147,857,TRANSFER,558.67,2017-01-01 00:00:00+00:00,False,-1
910,8255,5637,TRANSFER,953.28,2017-01-01 00:00:00+00:00,False,-1
915,8846,3036,TRANSFER,994.73,2017-01-01 00:00:00+00:00,False,-1
917,9465,6055,TRANSFER,102.41,2017-01-01 00:00:00+00:00,False,-1
920,9552,2814,TRANSFER,900.52,2017-01-01 00:00:00+00:00,False,-1
936,8904,1740,TRANSFER,585.28,2017-01-01 00:00:00+00:00,False,-1
947,8943,973,TRANSFER,571.13,2017-01-01 00:00:00+00:00,False,-1
948,8811,2445,TRANSFER,249.16,2017-01-01 00:00:00+00:00,False,-1
949,8089,9253,TRANSFER,311.21,2017-01-01 00:00:00+00:00,False,-1
955,8007,9051,TRANSFER,815.95,2017-01-01 00:00:00+00:00,False,-1
962,9631,7775,TRANSFER,127.75,2017-01-01 00:00:00+00:00,False,-1
963,9631,7476,TRANSFER,241.09,2017-01-01 00:00:00+00:00,False,-1
964,9631,8709,TRANSFER,419.03,2017-01-01 00:00:00+00:00,False,-1
969,8673,4431,TRANSFER,126.33,2017-01-01 00:00:00+00:00,False,-1
972,9459,9415,TRANSFER,773.57,2017-01-01 00:00:00+00:00,False,-1
973,9915,7627,TRANSFER,870.21,2017-01-01 00:00:00+00:00,False,-1
974,9915,7504,TRANSFER,823.47,2017-01-01 00:00:00+00:00,False,-1
975,9915,9266,TRANSFER,894.15,2017-01-01 00:00:00+00:00,False,-1
976,9915,9471,TRANSFER,817.72,2017-01-01 00:00:00+00:00,False,-1
977,9915,8674,TRANSFER,932.53,2017-01-01 00:00:00+00:00,False,-1
978,9915,1992,TRANSFER,457.59,2017-01-01 00:00:00+00:00,False,-1
979,9915,8702,TRANSFER,735.42,2017-01-01 00:00:00+00:00,False,-1
980,9915,9998,TRANSFER,429.25,2017-01-01 00:00:00+00:00,False,-1
988,8289,9432,TRANSFER,476.88,2017-01-01 00:00:00+00:00,False,-1
992,9603,2126,TRANSFER,996.1,2017-01-01 00:00:00+00:00,False,-1
993,9603,9970,TRANSFER,881.95,2017-01-01 00:00:00+00:00,False,-1
994,9603,6297,TRANSFER,910.75,2017-01-01 00:00:00+00:00,False,-1
1009,8047,5470,TRANSFER,586.47,2017-01-01 00:00:00+00:00,False,-1
1012,8145,4286,TRANSFER,896.55,2017-01-01 00:00:00+00:00,False,-1
1017,8359,9916,TRANSFER,611.57,2017-01-01 00:00:00+00:00,False,-1
1018,9744,8516,TRANSFER,901.8,2017-01-01 00:00:00+00:00,False,-1
1019,9744,8092,TRANSFER,248.8,2017-01-01 00:00:00+00:00,False,-1
1020,9744,9952,TRANSFER,592.08,2017-01-01 00:00:00+00:00,False,-1
